eng_Latn,pan_Guru
"1461, Wars of the Roses in England: Lancastrian King Henry VI was deposed by his House of York cousin, who then became King Edward IV.
","1461 - ਇੰਗਲੈਂਡ ਵਿਚ ਗੁਲਾਬ ਦੀਆਂ ਲੜਾਈਆਂਃ ਲੈਨਕਾਸਟ੍ਰੀਅਨ ਕਿੰਗ ਹੈਨਰੀ VI ਨੂੰ ਉਸ ਦੇ ਹਾ Houseਸ Yorkਫ ਯਾਰਕ ਦੇ ਚਚੇਰਾ ਭਰਾ ਦੁਆਰਾ ਕੱosed ਦਿੱਤਾ ਗਿਆ, ਜੋ ਫਿਰ ਕਿੰਗ ਐਡਵਰਡ IV ਬਣ ਜਾਂਦਾ ਹੈ.
"
"1461: Wars of the Roses in England: Lancastrian King Henry VI is deposed by his Yorkist cousin, who then becomes King Edward IV.
","1461 - ਇੰਗਲੈਂਡ ਵਿਚ ਗੁਲਾਬ ਦੀਆਂ ਲੜਾਈਆਂਃ ਲੈਨਕਾਸਟ੍ਰੀਅਨ ਕਿੰਗ ਹੈਨਰੀ VI ਨੂੰ ਉਸ ਦੇ ਹਾ Houseਸ Yorkਫ ਯਾਰਕ ਦੇ ਚਚੇਰਾ ਭਰਾ ਦੁਆਰਾ ਕੱosed ਦਿੱਤਾ ਗਿਆ, ਜੋ ਫਿਰ ਕਿੰਗ ਐਡਵਰਡ IV ਬਣ ਜਾਂਦਾ ਹੈ.
"
"1:36 And behold, your cousin Elizabeth has herself also conceived a son, in her old age.
","1:36 ਅਤੇ ਸੁਣ, ਆਪਣੇ ਚਚੇਰੇ ਭਰਾ ਏਲਿਜ਼ਬੇਤ ਆਪਣੇ ਆਪ ਨੂੰ ਵੀ ਇੱਕ ਗਰਭਵਤੀ ਹੈ, ਉਸ ਨੂੰ ਬੁਢਾਪੇ ਵਿਚ.
"
"1:36 और निहारना, your cousin Elizabeth has herself also conceived a son , in her old age .
","1:36 ਅਤੇ ਸੁਣ, ਆਪਣੇ ਚਚੇਰੇ ਭਰਾ ਏਲਿਜ਼ਬੇਤ ਆਪਣੇ ਆਪ ਨੂੰ ਵੀ ਇੱਕ ਗਰਭਵਤੀ ਹੈ, ਉਸ ਨੂੰ ਬੁਢਾਪੇ ਵਿਚ.
"
"42-year-old Sachin looked like the cousin of actor Akshay Kumar.
","42 ਸਾਲ ਦੇ ਸਚਿਨ ਅਭਿਨੇਤਾ ਅਕਸ਼ੈ ਕੁਮਾਰ ਦੇ ਕਜਿਨ ਲੱਗਦੇ ਸਨ।
"
"A Singapore flyer that is 100 feet taller than its cousin, the London Eye Ferris Wheel.
","ਸਿੰਗਾਪੁਰ ਫਲਾਈਅਰ, ਜੋ ਇਸਦੇ ਚਚੇਰੇ ਭਰਾ, ਲੰਡਨ ਆਈ ਫੇਰਿਸ ਵ੍ਹੀਲ ਤੋਂ 100 ਫੁੱਟ ਵੱਡਾ ਹੈ.
"
"A couple research studies from 1999 and 2006 found that between 25 and 40% of all marriages in some regions of Saudi Arabia and Pakistan are first cousin marriages.
","2. ਇਕ ਜੋੜੇ ਨੂੰ ਖੋਜ ਅਧਿਐਨ 1999 ਅਤੇ 2006 ਪਾਇਆ ਵਿਚਕਾਰ ਹੈ, ਜੋ ਕਿ 25 ਅਤੇ 40% ਸਾਊਦੀ ਅਰਬ ਅਤੇ ਪਾਕਿਸਤਾਨ ਦੇ ਕੁਝ ਖੇਤਰ ਵਿੱਚ ਸਾਰੇ ਵਿਆਹ ਦੇ ਚਚੇਰੇ ਭਰਾ ਦੇ ਵਿਆਹ ਹੁੰਦੇ ਹਨ.
"
"Actor Anoop Menon is her cousin.[1]
","ਅਦਾਕਾਰ ਅਨੂਪ ਮੈਨਨ ਉਸ ਦੇ ਚਚੇਰੇ ਭਰਾ ਹਨ।
"
"Afghan President Ashraf Ghani's cousin assassinated in Kabul
","ਅਫਗਾਨਿਸਤਾਨ ਦੇ ਰਾਸ਼ਟਰਪਤੀ ਅਸ਼ਰਫ ਗਨੀ ਦੇ ਚਚੇਰੇ ਭਰਾ ਦਾ ਗੋਲੀ ਮਾਰ ਕੇ ਕਤਲ
"
"Ali ibn Abi Talib (Arabic: عَلِيّ ٱبْن أَبِي طَالِب , ʿAlī ibn ʾAbī Ṭālib; 13 September 601 - 29 January 661) [2][3][failed verification] was a cousin and son-in-law of the Islamic prophet Muhammad, who ruled as the fourth caliph from 656 to 661.
","ਅਲੀ ਇਬਨ ਅਬੀ ਤਾਲਿਬ (ਅਰਬੀਃ عَلِيّ ٱبْن أبيِي طَالِب, īਲਾ ਇਬਨ ʾਬ īਲੀਬ; 13 ਸਤੰਬਰ 601 - 29 ਜਨਵਰੀ 661) [2] [3] ਇਸਲਾਮਿਕ ਨਬੀ ਮੁਹੰਮਦ ਦਾ ਚਚੇਰਾ ਭਰਾ ਅਤੇ ਜਵਾਈ ਸੀ, ਜਿਸਨੇ ਰਾਜ ਕੀਤਾ 656 ਤੋਂ 661 ਤੱਕ ਦਾ ਚੌਥਾ ਖਲੀਫਾ, ਪਰ ਸ਼ੀਆ ਮੁਸਲਮਾਨਾਂ ਦੁਆਰਾ ਇੱਕ ਇਮਾਮ ਦੇ ਤੌਰ ਤੇ ਮੁਹੰਮਦ ਦਾ ਸਹੀ ਤੁਰੰਤ ਉੱਤਰਾਧਿਕਾਰੀ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ.
"
"Ali ibn Abi Talib (Arabic: عَلِيّ ٱبْن أَبِي طَالِب , ʿAlī ibn ʾAbī Ṭālib; 13 September 601 - 29 January 661) [2][3][failed verification] was a cousin and son-in-law of the Islamic prophet Muhammad, who ruled as the fourth caliph from 656 until his assassination in 661.
","ਅਲੀ ਇਬਨ ਅਬੀ ਤਾਲਿਬ (ਅਰਬੀਃ عَلِيّ ٱبْن أبيِي طَالِب, īਲਾ ਇਬਨ ʾਬ īਲੀਬ; 13 ਸਤੰਬਰ 601 - 29 ਜਨਵਰੀ 661) [2] [3] ਇਸਲਾਮਿਕ ਨਬੀ ਮੁਹੰਮਦ ਦਾ ਚਚੇਰਾ ਭਰਾ ਅਤੇ ਜਵਾਈ ਸੀ, ਜਿਸਨੇ ਰਾਜ ਕੀਤਾ 656 ਤੋਂ 661 ਤੱਕ ਦਾ ਚੌਥਾ ਖਲੀਫਾ, ਪਰ ਸ਼ੀਆ ਮੁਸਲਮਾਨਾਂ ਦੁਆਰਾ ਇੱਕ ਇਮਾਮ ਦੇ ਤੌਰ ਤੇ ਮੁਹੰਮਦ ਦਾ ਸਹੀ ਤੁਰੰਤ ਉੱਤਰਾਧਿਕਾਰੀ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ.
"
"Ananda was a first cousin of Gautama Buddha and is one of the ten principal disciples of the Buddha.
","ਆਨੰਦ ਗੌਤਮ ਬੁੱਧ ਦਾ ਇੱਕ ਚਚੇਰਾ ਭਰਾ ਸੀ ਅਤੇ ਉਸ ਦੇ ਦਸ ਮੁੱਖ ਚੇਲਿਆਂ ਵਿਚੋਂ ਇੱਕ ਸੀ।
"
"And, just as it's more pleasant to be around well-mannered people, so a well-behaved dog is more warmly welcomed than his overactive, aggressive canine cousin.
","ਅਤੇ, ਜਿਵੇਂ ਕਿ ਚੰਗੀ ਵਿਵਹਾਰ ਵਾਲੇ ਲੋਕਾਂ ਦੇ ਦੁਆਲੇ ਹੋਣਾ ਵਧੇਰੇ ਸੁਹਾਵਣਾ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਇੱਕ ਚੰਗਾ ਵਿਵਹਾਰ ਵਾਲਾ ਕੁੱਤਾ ਉਸ ਦੇ ਓਵਰਸੀਕ, ਹਮਲਾਵਰ ਕਾਈਨਾਈਨ ਚਚੇਰਾ ਭਰਾ ਨਾਲੋਂ ਵਧੇਰੇ ਨਿੱਘਾ ਸਵਾਗਤ ਕਰਦਾ ਹੈ.
"
"As a kid i spent a lot of time at my cousins place with my older brother.
","ਬਚਪਨ ਵਿਚ, ਮੈਂ ਆਪਣੇ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨਾਲ ਦਾਦੀ ਦੇ ਫਾਰਮ ਵਿਚ ਕੁਝ ਸਮਾਂ ਬਿਤਾਇਆ.
"
"As he scrutinized each, his eye fell fiercely on Nadhr, the son of Harith (Muhammad's own cousin who was a poet and critical of him).
","ਜਦੋਂ ਉਸਨੇ ਹਰ ਇੱਕ ਦੀ ਪੜਤਾਲ ਕੀਤੀ, ਉਸਦੀ ਨਜ਼ਰ ਹਰਿਥ ਦੇ ਪੁੱਤਰ ਨਾਦਰ (ਮੁਹੰਮਦ ਦੇ ਆਪਣੇ ਚਚੇਰੇ ਭਰਾ ਜੋ ਇੱਕ ਕਵੀ ਸੀ ਅਤੇ ਉਸਦਾ ਆਲੋਚਕ ਸੀ) ਉੱਤੇ ਬਹੁਤ ਜ਼ਿਆਦਾ ਡਿੱਗ ਗਈ।
"
"Bailey, the cousin of former world champion Randall Bailey, additionally captured high honors on the 2012 Ringside Nationwide Event.
","ਬੇਲੀ, ਸਾਬਕਾ ਵਿਸ਼ਵ ਚੈਂਪੀਅਨ ਰੈਂਡਲ ਬੇਲੀ ਦੇ ਚਚੇਰੇ ਭਰਾ ਨੇ ਵੀ 2012 ਦੇ ਰਿੰਗਸਾਈਡ ਨੈਸ਼ਨਲ ਟੂਰਨਾਮੈਂਟ ਵਿੱਚ ਚੋਟੀ ਦੇ ਸਨਮਾਨ ਹਾਸਲ ਕੀਤੇ।
"
"Bailey, the cousin of former world champion Randall Bailey, also captured top honors at the 2012 Ringside National Tournament.
","ਬੇਲੀ, ਸਾਬਕਾ ਵਿਸ਼ਵ ਚੈਂਪੀਅਨ ਰੈਂਡਲ ਬੇਲੀ ਦੇ ਚਚੇਰੇ ਭਰਾ ਨੇ ਵੀ 2012 ਦੇ ਰਿੰਗਸਾਈਡ ਨੈਸ਼ਨਲ ਟੂਰਨਾਮੈਂਟ ਵਿੱਚ ਚੋਟੀ ਦੇ ਸਨਮਾਨ ਹਾਸਲ ਕੀਤੇ।
"
"Blended families and changing family relationships Relationships with grandparents, aunts, uncles and cousins often change after separation and divorce.
","ਮਿਲਾਏ ਹੋਏ ਪਰਿਵਾਰ ਅਤੇ ਪਰਿਵਾਰਕ ਰਿਸ਼ਤੇ ਬਦਲਦੇ ਦਾਦਾ-ਦਾਦੀ, ਚਾਚੇ, ਚਾਚੇ ਅਤੇ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨਾਲ ਸੰਬੰਧ ਅਕਸਰ ਅਲੱਗ ਹੋਣ ਅਤੇ ਤਲਾਕ ਤੋਂ ਬਾਅਦ ਬਦਲ ਜਾਂਦੇ ਹਨ.
"
"Blueberries are a particularly rich source of pterostilbene; although it is found in grapes, pterostilbene (unlike its cousin resveratrol) doesn't survive the wine-making process.
","ਬਲਿberਬੇਰੀ ਖਾਸ ਤੌਰ 'ਤੇ ਪਟੀਰੋਸਟਿਲਬੇਨ ਦਾ ਅਮੀਰ ਸਰੋਤ ਹਨ; ਹਾਲਾਂਕਿ ਇਹ ਅੰਗੂਰਾਂ ਵਿੱਚ ਪਾਇਆ ਜਾਂਦਾ ਹੈ, ਪਰਟੀਰੋਸਟਿਲਬੇਨ (ਇਸਦੇ ਚਚੇਰਾ ਭਰਾ ਰੈਸਵਰੈਟ੍ਰੋਲ ਤੋਂ ਉਲਟ) ਵਾਈਨ ਬਣਾਉਣ ਦੀ ਪ੍ਰਕਿਰਿਆ ਤੋਂ ਨਹੀਂ ਬਚਦਾ.
"
"Born to actor Govinda and Sunita Ahuja, she is the granddaughter of Arun Kumar Ahuja and Nirmala Devi, and cousin of Vinay Anand, Ragini Khanna, Amit Khanna and Krushna Abhishek.
","ਅਭਿਨੇਤਾ ਗੋਵਿੰਦਾ ਅਤੇ ਸੁਨੀਤਾ ਆਹੂਜਾ ਨੂੰ ਜਨਮਿਆ, ਉਹ ਅਰੁਣ ਕੁਮਾਰ ਆਹੂਜਾ ਅਤੇ ਨਿਰਮਲਾ ਦੇਵੀ ਦੀ ਪੋਤਰੀ ਹੈ, ਅਤੇ ਵਿਨੈ ਅਨੰਦ, ਰਾਗਿਨੀ ਖੰਨਾ, ਅਮਿਤ ਖੰਨਾ ਅਤੇ ਕ੍ਰਿਸ਼ਨਾ ਅਭਿਸ਼ੇਕ ਦੇ ਚਚੇਰੇ ਭਰਾ ਹਨ।
"
"Both birds are equal in size at about 8 to 9 inches, and were once imported in large numbers, but the Meyer's is fussier about breeding in captivity, which may be why it still plays second fiddle to its close cousin.
","ਦੋਵੇਂ ਪੰਛੀ ਲਗਭਗ 8 ਤੋਂ 9 ਇੰਚ ਦੇ ਆਕਾਰ ਦੇ ਹੁੰਦੇ ਹਨ, ਅਤੇ ਇਕ ਵਾਰ ਵੱਡੀ ਮਾਤਰਾ ਵਿਚ ਆਯਾਤ ਕੀਤੇ ਜਾਂਦੇ ਸਨ, ਪਰ ਮਾਈਰ ਦੇ ਬੰਧਕ ਦੇ ਪ੍ਰਜਨਨ ਤੋਂ ਆਕਰਸ਼ਤ, ਇਹ ਸ਼ਾਇਦ ਦੂਜਾ ਨਰਮ ਖੇਡ ਹੈ ਜੋ ਉਹ ਆਪਣੇ ਨਜ਼ਦੀਕੀ ਚਚੇਰਾ ਭਰਾ ਲਈ ਖੇਡਦਾ ਹੈ.
"
"Director General of Police (DGP) Punjab Dinkar Gupta, in his press communique, stated that the killing was organised by Goldy Brar, with the help of Gangster Bishnoi, to avenge the murder of his cousin Gurlal Brar.
","ਡੀ.ਜੀ.ਪੀ. ਪੰਜਾਬ ਦਿਨਕਰ ਗੁਪਤਾ ਨੇ ਆਪਣੇ ਪ੍ਰੈਸ ਬਿਆਨ ਰਾਹੀਂ ਕਿਹਾ ਕਿ ਗੋਲਡੀ ਬਰਾੜ ਨੇ ਗੈਂਗਸਟਰ ਬਿਸ਼ਨੋਈ ਦੀ ਮਦਦ ਨਾਲ ਉਸਦੇ ਭਰਾ (ਕਜ਼ਨ) ਗੁਰਲਾਲ ਬਰਾੜ ਦੇ ਕਤਲ ਦਾ ਬਦਲਾ ਲੈਣ ਲਈ ਇਸ ਅਪਰਾਧ ਨੂੰ ਅੰਜਾਮ ਦਿੱਤਾ ਸੀ।
"
"Else your partner's father's second cousin's grand daughter will probably die of whooping cough!
","ਫ਼ੇਰ ਤੁਹਾਡੇ ਸਾਥੀ ਦੇ ਪਿਤਾ ਦੀ ਦੂਜੀ ਦੇ ਚਚੇਰੇ ਭਰਾ ਦੇ ਪੋਤੀ ਨੂੰ ਸੰਭਵ ਹੈ ਕਿ ਕਾਲੀ ਖੰਘ ਦੇ ਮਰ ਜਾਵੇਗਾ!
"
"First off, many animals don't enjoy being away from a familiar home, and they really don't look forward to playing with your cousin's pet.
","ਪਹਿਲਾਂ, ਬਹੁਤ ਸਾਰੇ ਜਾਨਵਰ ਕਿਸੇ ਜਾਣੂ ਘਰ ਤੋਂ ਦੂਰ ਰਹਿਣ ਦਾ ਅਨੰਦ ਨਹੀਂ ਲੈਂਦੇ, ਅਤੇ ਉਹ ਸਚਮੁਚ ਤੁਹਾਡੇ ਚਚੇਰੇ ਭਰਾ ਦੇ ਪਾਲਤੂ ਜਾਨਵਰ ਨਾਲ ਖੇਡਣ ਦੀ ਉਮੀਦ ਨਹੀਂ ਕਰਦੇ.
"
"Frances is a cousin of the bride and about the same age as Meredith.
","ਫ੍ਰਾਂਸਿਸ ਲਾੜੀ ਦਾ ਇੱਕ ਚਚੇਰੇ ਭਰਾ ਹੈ ਅਤੇ ਮੈਰੀਡੀਥ ਦੀ ਉਮਰ ਬਾਰੇ ਵੀ ਉਹੀ ਹੈ.
"
"Geronimo's plan includes having his cousins, Fun and Tisna, kill Captain Davis and Chiricahua scout Chatto, two who are most trusted by both the U.S. military and the reservation Chiricahuas.
","ਗੇਰੋਨਿਮੋ ਦੀ ਯੋਜਨਾ ਵਿੱਚ ਉਸਦੇ ਚਚੇਰੇ ਭਰਾਵਾਂ, ਫਨ ਅਤੇ ਟਿਸਨਾ ਨੂੰ ਸ਼ਾਮਲ ਕਰਨਾ, ਕੈਪਟਨ ਡੇਵਿਸ ਅਤੇ ਚਿਰਿਕਾਹੁਆ ਸਕਾਉਟ ਚੈਟੋ ਨੂੰ ਮਾਰਨਾ ਸ਼ਾਮਲ ਹੈ, ਦੋ ਜਿਨ੍ਹਾਂ ਨੂੰ ਅਮਰੀਕੀ ਫੌਜ ਅਤੇ ਰਿਜ਼ਰਵੇਸ਼ਨ ਚਿਰਿਕਾਹੁਆਸ ਦੋਵਾਂ ਦੁਆਰਾ ਸਭ ਤੋਂ ਭਰੋਸੇਯੋਗ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ.
"
"He came from a family that already had cricket background, as three of his cousins having played for Pakistan Internationally.
","ਉਹ ਇੱਕ ਕ੍ਰਿਕਟ ਬੈਕਗ੍ਰਾਉਂਡ ਤੋਂ ਆਇਆ ਹੈ, ਉਸਦੇ ਤਿੰਨ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨੇ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪੱਧਰ 'ਤੇ ਪਾਕਿਸਤਾਨ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕੀਤੀ ਸੀ।
"
"He comes from a cricketing background, with three of his cousins having represented Pakistan internationally.
","ਉਹ ਇੱਕ ਕ੍ਰਿਕਟ ਬੈਕਗ੍ਰਾਉਂਡ ਤੋਂ ਆਇਆ ਹੈ, ਉਸਦੇ ਤਿੰਨ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨੇ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪੱਧਰ 'ਤੇ ਪਾਕਿਸਤਾਨ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕੀਤੀ ਸੀ।
"
"He comes from a cricketing background, with three of his cousins, the Akmal brothers, having represented Pakistan internationally in all three formats of the sport.
","ਉਹ ਇੱਕ ਕ੍ਰਿਕਟ ਬੈਕਗ੍ਰਾਉਂਡ ਤੋਂ ਆਇਆ ਹੈ, ਉਸਦੇ ਤਿੰਨ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨੇ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪੱਧਰ 'ਤੇ ਪਾਕਿਸਤਾਨ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕੀਤੀ ਸੀ।
"
"He hails from a background in cricket, with 3 of his cousins having epitomized Pakistan cricket on international level.
","ਉਹ ਇੱਕ ਕ੍ਰਿਕਟ ਬੈਕਗ੍ਰਾਉਂਡ ਤੋਂ ਆਇਆ ਹੈ, ਉਸਦੇ ਤਿੰਨ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨੇ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪੱਧਰ 'ਤੇ ਪਾਕਿਸਤਾਨ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕੀਤੀ ਸੀ।
"
"He hails from a cricket background, with 3 of his cousins having epitomized Pakistan cricket on an international level.
","ਉਹ ਇੱਕ ਕ੍ਰਿਕਟ ਬੈਕਗ੍ਰਾਉਂਡ ਤੋਂ ਆਇਆ ਹੈ, ਉਸਦੇ ਤਿੰਨ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨੇ ਅੰਤਰਰਾਸ਼ਟਰੀ ਪੱਧਰ 'ਤੇ ਪਾਕਿਸਤਾਨ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕੀਤੀ ਸੀ।
"
"He is the cousin of the Indian TV actress, Niki Walia.
","ਉਹ ਟੀਵੀ ਅਦਾਕਾਰਾ ਨੱਕੀ ਅਨੇਜਾ ਵਾਲੀਆ ਦਾ ਚਚੇਰੇ ਭਰਾ ਹੈ।
"
"He knew that his cousin would take good care of her.
","ਉਸ ਨੂੰ ਪਤਾ ਸੀ ਕਿ ਉਸ ਦੀ ਭੂਆ ਉਸ ਦੀ ਦੇਖ-ਭਾਲ ਕਰੇਗੀ।
"
"He married his cousin sister 2 years back.
","ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਬੁਆਏ ਫ੍ਰੈਂਡ ਨਾਲ ਦੋ ਸਾਲ ਪਹਿਲਾਂ ਹੀ ਵਿਆਹ ਕਰਵਾਇਆ ਹੈ ।
"
"He married his cousin...
","ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਕਰਣ ਦਾ ਵਿਆਹ ਹੋ...
"
"He was her mother's third cousin.
","ਇਹ ਆਪਣੇ ਮਾਤਾ ਪਿਤਾ ਦੇ ਤੀਜੇ ਸਪੁੱਤਰ ਸਨ।
"
"He was not only my cousin but a great friend.
","ਉਹ ਸਿਰਫ਼ ਮੇਰਾ ਭਰਾ ਹੀ ਨਹੀਂ ਸਗੋਂ ਬਹੁਤ ਪੱਕਾ ਦੋਸਤ ਸੀ।
"
"He was the first cousin of legendary actor and singer K. L. Saigal.
","ਉਹ ਅਦਾਕਾਰ ਅਤੇ ਗਾਇਕ ਕੇ. ਐਲ. ਸਹਿਗਲ ਦਾ ਚਚੇਰਾ ਭਰਾ ਸੀ।
"
"He was the first cousin of the actor and singer K. L. Saigal.
","ਉਹ ਅਦਾਕਾਰ ਅਤੇ ਗਾਇਕ ਕੇ. ਐਲ. ਸਹਿਗਲ ਦਾ ਚਚੇਰਾ ਭਰਾ ਸੀ।
"
