eng_Latn,pan_Guru
"His niece said, 'He was returning from Bhajanpura, where he worked.
","""ਉਸ ਦੇ ਭਤੀਜੇ ਨੇ ਦੱਸਿਆ, """"ਮੁਬਾਰਕ ਭਜਨਪੁਰਾ ਤੋਂ ਆਪਣੇ ਕੰਮ ਤੋਂ ਪਰਤ ਰਹੇ ਸਨ।""
"
"In Hinduism, Devaki () is the daughter of Devaka, niece of Ugrasena, cousin of Kansa, wife of Vasudeva and mother of Krishna.
","ਹਿੰਦੂ ਧਰਮ ਵਿੱਚ, ਦੇਵਕੀ (देवकी) ਉਗਰਾਸੇਨਾ ਦੀ ਧੀ, ਕਮਸਾ ਦੀ ਭੈਣ, ਵਾਸੁਦੇਵ ਦੀ ਪਤਨੀ ਅਤੇ ਕ੍ਰਿਸ਼ਨ ਦੀ ਮਾਂ ਹੈ।
"
"Kaur started her filming career with the 2014 Pradeep Sarkar's Hindi film 'Mardaani', in which she was cast as the niece of Rani Mukerji's character.
","ਕੌਰ ਨੇ 2014 ਵਿੱਚ ਪ੍ਰਦੀਪ ਸਰਕਾਰ ਦੀ ਹਿੰਦੀ ਫਿਲਮ 'ਮਰਦਾਨੀ' ਨਾਲ ਆਪਣੀ ਫਿਲਮਾਂ ਦੀ ਸ਼ੁਰੂਆਤ ਕੀਤੀ, ਜਿਸ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਰਾਣੀ ਮੁਖਰਜੀ ਦੇ ਕਿਰਦਾਰ ਦੀ ਭਾਣਜੀ ਵਜੋਂ ਭੂਮਿਕਾ ਦਿਤੀ ਗਈ।
"
"On 3 August he married Menen Asfaw of Ambassel, niece of heir to the throne Lij Iyasu.
","3 ਅਗਸਤ ਨੂੰ, ਉਸਨੇ ਅੰਬੈਸਲ ਦੇ ਮੇਨਨ ਅਸਫੌ ਨਾਲ ਵਿਆਹ ਕਰਵਾ ਲਿਆ, ਜੋ ਗੱਦੀ ਦੀ ਵਾਰਸ ਦੀ ਭਾਣਜੀ, ਲੀਜ ਇਯਾਸੂ ਸੀ .
"
"On 3 August of that year, he married Menen Asfaw, the niece of the heir to the throne, Lij Iyasu.
","3 ਅਗਸਤ ਨੂੰ, ਉਸਨੇ ਅੰਬੈਸਲ ਦੇ ਮੇਨਨ ਅਸਫੌ ਨਾਲ ਵਿਆਹ ਕਰਵਾ ਲਿਆ, ਜੋ ਗੱਦੀ ਦੀ ਵਾਰਸ ਦੀ ਭਾਣਜੀ, ਲੀਜ ਇਯਾਸੂ ਸੀ .
"
"On 3 August, he married Menen Asfaw of Ambassel, niece of heir to the throne Lij Iyasu.
","3 ਅਗਸਤ ਨੂੰ, ਉਸਨੇ ਅੰਬੈਸਲ ਦੇ ਮੇਨਨ ਅਸਫੌ ਨਾਲ ਵਿਆਹ ਕਰਵਾ ਲਿਆ, ਜੋ ਗੱਦੀ ਦੀ ਵਾਰਸ ਦੀ ਭਾਣਜੀ, ਲੀਜ ਇਯਾਸੂ ਸੀ .
"
"On 3 August, he married Menen Asfaw of Ambassel, niece of heir to the throne Lij Iyasu..
","3 ਅਗਸਤ ਨੂੰ, ਉਸਨੇ ਅੰਬੈਸਲ ਦੇ ਮੇਨਨ ਅਸਫੌ ਨਾਲ ਵਿਆਹ ਕਰਵਾ ਲਿਆ, ਜੋ ਗੱਦੀ ਦੀ ਵਾਰਸ ਦੀ ਭਾਣਜੀ, ਲੀਜ ਇਯਾਸੂ ਸੀ .
"
"On August 3 of that year, he married Menen Asfaw of Ambassel, the niece of the heir to the throne, Lij Iyasu.
","3 ਅਗਸਤ ਨੂੰ, ਉਸਨੇ ਅੰਬੈਸਲ ਦੇ ਮੇਨਨ ਅਸਫੌ ਨਾਲ ਵਿਆਹ ਕਰਵਾ ਲਿਆ, ਜੋ ਗੱਦੀ ਦੀ ਵਾਰਸ ਦੀ ਭਾਣਜੀ, ਲੀਜ ਇਯਾਸੂ ਸੀ .
"
"Roy is the niece of prominent media personality Prannoy Roy, the head of the leading Indian TV media group NDTV, and lives in New Delhi.
","ਰਾਏ ਪ੍ਰਮੁੱਖ ਮੀਡੀਆ ਸ਼ਖਸੀਅਤ ਪ੍ਰਣਯ ਰਾਏ, ਪ੍ਰਮੁੱਖ ਭਾਰਤੀ ਟੈਲੀਵਿਜ਼ਨ ਮੀਡੀਆ ਸਮੂਹ ਐਨਡੀਟੀਵੀ ਦਾ ਮੁਖੀ।
"
"She is niece of TV actor Khayyam Sarhadi (late) and granddaughter of Zia Sarhadi.
","ਉਹ ਟੈਲੀਵੀਜ਼ਨ ਅਭਿਨੇਤਾ ਖਯਾਮ ਸਰਹਦੀ (ਦੇਰ ਨਾਲ) ਅਤੇ ਜ਼ੀਆ ਸਰਹਦੀ ਦੀ ਪੋਤੀ ਹੈ।
"
"She is the niece of a famous singer Tina Sani.
","ਉਹ ਇੱਕ ਮਸ਼ਹੂਰ ਗਾਇਕ ਟੀਨਾ ਸਨੀ ਦੀ ਭਾਣਜੀ ਹੈ।
"
"She is the niece of a well known artist Tina Sani.
","ਉਹ ਇੱਕ ਮਸ਼ਹੂਰ ਗਾਇਕ ਟੀਨਾ ਸਨੀ ਦੀ ਭਾਣਜੀ ਹੈ।
"
"She is the niece of actor Anita Guha.
","ਉਹ ਅਦਾਕਾਰ ਅਨੀਤਾ ਗੁਹਾ ਦੀ ਭਾਣਜੀ ਹੈ।
"
"She is the niece of actor Viju Khote.
","ਉਹ ਅਭਿਨੇਤਾ ਵਿਜੂ ਖੋਟੇ ਦੀ ਵੱਡੀ ਭੈਣ ਹੈ।
"
"She is the niece of television actor Khayyam Sarhadi (late) and granddaughter of Zia Sarhadi.
","ਉਹ ਟੈਲੀਵੀਜ਼ਨ ਅਭਿਨੇਤਾ ਖਯਾਮ ਸਰਹਦੀ (ਦੇਰ ਨਾਲ) ਅਤੇ ਜ਼ੀਆ ਸਰਹਦੀ ਦੀ ਪੋਤੀ ਹੈ।
"
"She is the niece of the famous singer Tina Sani.
","ਉਹ ਇੱਕ ਮਸ਼ਹੂਰ ਗਾਇਕ ਟੀਨਾ ਸਨੀ ਦੀ ਭਾਣਜੀ ਹੈ।
"
"She is the niece of the famous television actor Khayyam Sarhadi (late).
","ਉਹ ਟੈਲੀਵੀਜ਼ਨ ਅਭਿਨੇਤਾ ਖਯਾਮ ਸਰਹਦੀ (ਦੇਰ ਨਾਲ) ਅਤੇ ਜ਼ੀਆ ਸਰਹਦੀ ਦੀ ਪੋਤੀ ਹੈ।
"
"She was the niece of musician Pandit Ravi Shankar.
","ਉਹ ਸੰਗੀਤਕਾਰ ਪੰਡਿਤ ਰਵੀ ਸ਼ੰਕਰ ਦੀ ਭਾਣਜੀ ਸੀ।
"
"She's not my daughter, she's my niece.
","ਉਹ ਮੇਰੀ ਛੋਟੀ ਭਰਜਾਈ ਨਹੀਂ, ਉਹ ਮੇਰੀ ਧੀ ਹੈ।
"
"This includes all children who live in your home, such as foster children, grandchildren, nieces and nephews, and the children of friends (even if they are living with you temporarily).
","ਤੁਹਾਡੇ ਘਰ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ ਸਾਰੇ ਬੱਚੇ, ਫੋਸਟਰ ਬੱਚਿਆਂ, ਪੋਤੇ-ਪੋਤਿਆਂ/ਨਾਤੇ-ਨਾਤੀਆਂ, ਭਤੀਜੇ ਅਤੇ ਭਤੀਜਿਆਂ, ਅਤੇ ਦੋਸਤਾਂ ਦੇ ਬੱਚੇ (ਭਾਵੇਂ ਉਹ ਤੁਹਾਡੇ ਕੋਲ ਅਸਥਾਈ ਤੌਰ 'ਤੇ ਹੀ ਰਹੇ ਹੋਣ) ।
"
"Today, my heart has felt like it has been clenched numerous times at not only the thought of our angel baby, Ryley, but also at the thought of my angel nieces and nephews, and my friends' angel babies.
","ਅੱਜ, ਮੇਰੇ ਦਿਲ ਨੂੰ ਮਹਿਸੂਸ ਹੋਇਆ ਹੈ ਜਿਵੇਂ ਕਿ ਨਾ ਸਿਰਫ ਸਾਡੇ ਦੂਤ ਬੱਚੇ, ਰੇਲੇਲੀ, ਸਗੋਂ ਮੇਰੀ ਦੂਤ ਭਾਣਜੀਆਂ ਅਤੇ ਭਤੀਜੇ ਦੇ ਵਿਚਾਰਾਂ ਅਤੇ ਮੇਰੇ ਦੋਸਤਾਂ ਦੇ ਦੂਤ ਬੱਚਿਆਂ ਦੇ ਵਿਚਾਰਾਂ 'ਤੇ ਕਈ ਵਾਰ ਜਗਾਇਆ ਗਿਆ ਹੈ.
"
"Under this initiative we have provided financial support for the higher education of her niece.
","ਇਸ ਪਹਿਲ ਦੇ ਤਹਿਤ ਅਸੀਂ ਉਨ•ਾਂ ਦੇ ਬੇਟੇ ਦੀ ਸਿੱਖਿਆ ਦੇ ਲਈ ਵਿਤੀ ਸਹਾਇਤਾ ਲਈ ਹੱਥ ਵਧਾਇਆ ਹੈ।
"
"When he was ten years old, his father took him and his niece, Poornima, to his film sets.
","ਦਸ ਸਾਲ ਦੇ ਹੋਣ ਤੇ ਉਸ ਦਾ ਪਿਤਾ ਉਸ ਨੂੰ ਅਤੇ ਉਸਦੀ ਭੈਣ, ਪੂਰਨਿਮਾ ਨੂੰ ਆਪਣੀਆਂ ਫਿਲਮਾਂ ਵਿੱਚ ਲੈ ਆਇਆ।
"
"William IV died in 1837, in the seventh year of his reign, and Victoria, his 18-year-old niece, became queen of Great Britain.
","1837 -ਆਪਣੇ ਚਾਚੇ ਕਿੰਗ ਵਿਲੀਅਮ ਦੀ ਮੌਤ ਮਗਰੋਂ 18 ਸਾਲ ਦੀ ਵਿਕਟੋਰੀਆ ਇੰਗਲੈਂਡ ਦੀ ਰਾਣੀ ਬਣੀ।
"
"niece (spouse's brother's daughter)
","ਭਰਾ ਦਾ ਜੁਆਈ (ਭਰਾ ਦੇ ਕੁੜੀ ਦਾ ਪਤੀ)
"
"US Vice-President Kamala Harris’s niece Meena Harris spoke in support of her.
","ਅਮਰੀਕਾ ਦੀ ਉੱਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਵੱਲੋਂ ਉਸਦੇ ਹੱਕ ਵਿੱਚ ਟਵੀਟ ਕੀਤਾ ਗਿਆ ਹੈ।
"
"Along with two of her kids, she was predeceased by her spouse, brother, two sisters plus a niece.
","ਉਨ੍ਹਾਂ ਦੇ ਦੋ ਭਰਾ, ਇੱਕ ਭਰਜਾਈ, ਦੋ ਭਤੀਜੇ ਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਪਤਨੀਆਂ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਤੀਜੇ ਦੀ ਧੀ ਵੀ ਉਨ੍ਹਾਂ ਨਾਲ ਹੀ ਰਹਿੰਦੇ ਹਨ।
"
"Man arrested for raping 12-year-old niece
","12 ਸਾਲਾ ਬੱਚੇ ਨੂੰ ਅਗਵਾ ਕਰਕੇ ਕੀਤੀ ਹੱਤਿਆ
"
"A niece also died in the shooting.
","ਇਸ ਗੋਲੀਬਾਰੀ ਵਿਚ ਇਕ ਜਨਾਨੀ ਵੀ ਫੱਟੜ ਹੋ ਗਈ ਹੈ।
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","ਮ੍ਰਿਤਕਾਂ ਵਿੱਚ ਲਾੜੇ ਦੀ ਮਾਂ, ਦੋ ਮਾਸੀਆਂ, ਭਰਾ ਤੇ ਮਸੇਰੀ ਭੈਣ ਸ਼ਾਮਲ ਹਨ।
"
"Among the dead were one of her children and three nieces.
","ਮਰਨ ਵਾਲਿਆਂ ਵਿਚ ਤਿੰਨ ਮਾਵਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਇਕਲੌਤੇ ਪੁੱਤਰ ਸ਼ਾਮਲ ਹਨ।
"
"One of them was his niece’s girls, and two of them were mother’s girls.
","ਜਿਸ 'ਚ ਇਕ ਉਸ ਦੀ ਗਰਲਫਰੈਂਡ ਸੀ ਅਤੇ ਦੂਜੀ ਉਸ ਦੇ ਮਾਪਿਆਂ ਦੀ ਪਸੰਦ ਕੀਤੀ ਗਈ ਕੁੜੀ।
"
"Police arrested a man for allegedly raping 6-year-old niece.
","6 ਸਾਲਾ ਬੱਚੀ ਨਾਲ ਜਬਰ-ਜ਼ਿਨਾਹ ਕਰਨ ਵਾਲੇ ਪ੍ਰਵਾਸੀ ਵਿਅਕਤੀ ਨੂੰ ਭੁਲੱਥ ਪੁਲਸ ਨੇ ਕਾਬੂ ਕਰ ਲਿਆ ਹੈ।
"
"Rajiv's niece, Kareena Kapoor Khan shared a throwback picture of the former with Raj Kapoor, Rishi and Randhir and wrote, ""Broken but strong "" Karisma Kapoor shared a picture of her Chimpu uncle on Instagram stories.
","ਕਰੀਨਾ ਕਪੂਰ ਨੇ ਆਪਣੇ ਇੰਸਟਾਗ੍ਰਾਮ ਅਕਾਉਂਟ ‘ਤੇ ਰਣਧੀਰ ਕਪੂਰ, ਰਾਜ ਕਪੂਰ, ਰਾਜੀਵ ਕਪੂਰ ਅਤੇ ਰਿਸ਼ੀ ਕਪੂਰ ਦੀ ਫੋਟੋ ਸ਼ੇਅਰ ਕਰਦੇ ਹੋਏ ਲਿਖਿਆ,’ ਮੈਂ ਟੁੱਟ ਗਈ ਹਾਂ ਪਰ ਮੈਂ ਮਜ਼ਬੂਤ ਹਾਂ… ‘ਉਨ੍ਹਾਂ ਦੀ ਇਸ ਰਿਸ਼ੀ ਕਪੂਰ ਦੀ ਬੇਟੀ ਰਿਧੀਮਾ ਕਪੂਰ ਦੀ ਪੋਸਟ ਨੇ ਪ੍ਰਤੀਕ੍ਰਿਆ ਦਿੱਤੀ ਹੈ।
"
"Besides Rihanna and Thunberg, Meena Harris, an American lawyer and niece of US Vice President Kamala Harris, actress Amanda Cerni, singers Jay Sean, Dr Zeus and former adult star Mia Khalifa voiced their support to the protesting farmers.
","ਰਿਹਾਨਾ ਦੇ ਟਵੀਟ ਤੋਂ ਬਾਅਦ ਸਵੀਡਨ ਦੀ ਗ੍ਰੇਟਾ ਥਨਬਰਗ, ਵਕੀਲ ਅਤੇ ਅਮਰੀਕੀ ਉਪਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ, ਅਦਾਕਾਰਾ ਅਮਾਂਡਾ ਸੇਰਨੀ, ਗਾਇਕ ਜੇ ਸੀਏਐਨ, ਡਾਕਟਰ ਜਿਊਸ ਅਤੇ ਸਾਬਕਾ ਪੌਰਨ ਸਟਾਰ ਮੀਆ ਖਲੀਫ਼ਾ ਨੇ ਪ੍ਰਦਰਸ਼ਨਕਾਰੀ ਕਿਸਾਨਾਂ ਦੇ ਸਮਰਥਨ ਵਿੱਚ ਆਵਾਜ਼ ਬੁਲੰਦ ਕੀਤੀ ਸੀ।
"
"Man arrested for raping 12-year-old niece
","ਨਾਬਾਲਗ ਵੱਲੋਂ 12 ਸਾਲਾ ਬੱਚੇ ਨਾਲ ਬਦਫੈਲੀ, ਗ੍ਰਿਫਤਾਰ
"
"Arti Singh is the niece of actor Govinda, sister of Comedian Krushna Abhishek and cousin of television actress Ragini Khanna.
","ਮੁੰਬਈ:ਬਾਲੀਵੁੱਡ ਅਭਿਨੇਤਾ ਗੋਵਿੰਦਾ ਦੀ ਭਾਣਜੀ ਅਤੇ ਅਦਾਕਾਰ ਕ੍ਰਿਸ਼ਨ ਅਭਿਸ਼ੇਕ ਦੀ ਭੈਣ ਆਰਤੀ ਸਿੰਘ ਇਕ ਮਸ਼ਹੂਰ ਟੀਵੀ ਅਦਾਕਾਰਾ ਹੈ।
"
"Meena Harris, the niece of US Vice President Kamala Harris spoke in the favour of the protesting farmers in India.
","ਅਮਰੀਕੀ ਉਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਨੇ ਵੀ ਕਿਸਾਨਾਂ ਦੇ ਹੱਕ 'ਚ ਆਵਾਜ਼ ਬੁਲੰਦ ਕੀਤੀ।
"
"His nephew and nieces were his companions.
","ਉਸਦੀਆਂ ਨੂੰਹਾਂ ਅਤੇ ਪੋਤਰੇ ਪੋਤਰੀਆਂ ਇਕੱਠੇ ਹੋ ਗਏ।
"
"Lajmi was the daughter of renowned artist Lalita Lajmi and the niece of legendary filmmaker Guru Dutt.
","ਕਲਪਨਾਲਾਜਮੀ ਚਿੱਤਰਕਾਰ ਲਲਿਤਾ ਲਾਜਮੀ ਦੀ ਧੀ ਸੀ ਅਤੇ ਫਿਲਮਸਾਜ਼ ਗੁਰੂ ਦੱਤ ਦੀ ਭਾਣਜੀ ਸੀ।
"
"Cousins are considered brothers and sisters, and nieces and nephews as children.
","ਦਿਉਰਾਂ ਜੇਠਾਂ ਨੂੰ ਭਰਾਵਾਂ ਸਮਾਨ ਤੇ ਨਨਾਣਾਂ ਨੂੰ ਭੈਣਾਂ ਸਮਾਨ ਸਮਝੀ।
"
"Actor Saif Ali Khan's sister Saba Ali Khan, who regularly shares treasured family moments on Instagram, has shared an unseen picture of her niece, actor Sara Ali Khan and nephew Ibrahim Ali Khan.
","ਸੈਫ ਅਲੀ ਖ਼ਾਨ ਦੀ ਭੈਣ ਸਬਾ ਅਲੀ ਨੇ ਸਾਂਝੀ ਕੀਤੀ ਰਿਸ਼ੀ ਕਪੂਰ ਅਤੇ ਮੰਸੂਰ ਅਲੀ ਖ਼ਾਨ ਦੀ ਅਣਦੇਖੀ ਤਸਵੀਰ
"
"your niece
","ਤੁਹਾਡੀ ਭੂਆ ਜੀ?
"
"Arjan Singh's daughter, Asha Singh, and other members of the family, including his niece and actor Mandira Bedi, were present at the officer's residence, where his mortal remains lie in state.
","ਮਾਰਸ਼ਲ ਅਰਜਨ ਸਿੰਘ ਦੀ ਧੀ ਆਸ਼ਾ ਸਿੰਘ ਅਤੇ ਅਦਾਕਾਰਾ ਮੰਦਿਰਾ ਬੇਦੀ ਸਮੇਤ ਪਰਿਵਾਰ ਦੇ ਹੋਰ ਮੈਂਬਰ ਉਨ੍ਹਾਂ ਦੀ ਰਿਹਾਇਸ਼ ’ਤੇ ਹਾਜ਼ਰ ਸਨ।
"
"Singh attacked his wife Rajwinder Kaur, mother-in-law Sukhwinder Kaur, brother-in-law Jaskaran Singh, sister-in-law Inderjit Kaur, his son, father-in-law, brother-in-law and 10-year-old niece.
","ਮਰਨ ਵਾਲਿਆਂ ‘ਚ ਕੁਲਵਿੰਦਰ ਸਿੰਘ ਦੀ ਪਤਨੀ ਰਾਜਵਿੰਦਰ ਕੌਰ, ਸੱਸ ਸੁਖਵਿੰਦਰ ਕੌਰ, ਸਾਲਾ ਜਸਕਰਨ ਸਿੰਘ ਅਤੇ ਸਾਲੇਹਾਰ ਇੰਦਰਜੀਤ ਕੌਰ ਸ਼ਾਮਲ ਹੈ ਜਦੋਂ ਕਿ ਜਸਕਰਨ ਸਿੰਘ ਦੀ 10 ਸਾਲਾ ਬੱਚੀ ਦੀ ਹਾਲਤ ਗੰਭੀਰ ਹੈ।
"
"But it's only a niece.
","ਪਰ ਇਹ ਕੇਵਲ ਧੁਰੋ ਹੀ ਹੈ.
"
"Meena Harris, the niece of US Vice President Kamala Harris spoke in the favour of the protesting farmers in India.
","ਅਮਰੀਕਾ ਦੀ ਉਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਵੀ ਖੁੱਲ੍ਹ ਕੇ ਕਿਸਾਨਾਂ ਦੇ ਸਮਰਥਨ ਵਿਚ ਬੋਲ ਰਹੀ ਹੈ।
"
"US Vice-President Kamala Harris’s niece Meena Harris spoke in support of her.
","ਬੀਤੇ ਦਿਨੀਂ ਅਮਰੀਕਾ ਦੀ ਉਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਵੱਲੋਂ ਉਸ ਦੇ ਹੱਕ ਟਵੀਟ ਕੀਤਾ ਗਿਆ ਸੀ।
"
"She lives with her parents, while her sisters, brother-in-law, nieces and nephews live in the next house along.
","ਉਸਦੀ ਮਾਂ, ਪਤਨੀ ਅਤੇ ਬੇਟੀ ਅਤੇ ਭਾਈ ਉਸਦੇ ਨਾਲ ਹੀ ਰਹਿੰਦੇ ਹਨ, ਜਦਕਿ ਉਸਦੇ ਪਿਤਾ ਨੇੜੇ ਹੀ ਵੱਖਰੇ ਘਰ ‘ਚ ਰਹਿੰਦੇ ਹਨ।
"
"After all, we want so much not to disappoint our little miracle, whether it be a daughter, a niece, a younger sister, a child of a friend.
","ਆਖ਼ਰਕਾਰ, ਅਸੀਂ ਚਾਹੁੰਦੇ ਹਾਂ ਕਿ ਸਾਡੇ ਛੋਟੇ ਚਮਤਕਾਰ ਨੂੰ ਨਿਰਾਸ਼ ਨਾ ਕਰੀਏ, ਚਾਹੇ ਇਹ ਇਕ ਧੀ ਹੋਵੇ, ਇਕ ਭਾਣਜੀ, ਇਕ ਛੋਟੀ ਭੈਣ, ਇਕ ਦੋਸਤ ਦਾ ਬੱਚਾ.
"
"Comment is survived by his wife; two children; his mother; a sister; two brothers; and nieces and nephews.
","ਮਿ੍ਤਕ ਆਪਣੇ ਪਿੱਛੇ ਆਪਣੀ ਪਤਨੀ, ਦੋ ਬੱਚੇ, ਮਾਂ-ਪਿਓ, ਇਕ ਭਰਾ ਤੇ ਤਿੰਨ ਭੈਣਾਂ ਨੂੰ ਛੱਡ ਗਿਆ ਹੈ।
"
"Sushant's sister Shweta Singh Kirti and niece Mallika Singh commented on Ankita's post.
","ਅੰਕਿਤਾ ਦੀ ਇਸ ਪੋਸਟ 'ਤੇ ਸੁਸ਼ਾਂਤ ਸਿੰਘ ਰਾਜਪੂਤ ਦਾ ਭੈਣ ਸ਼ਵੇਤਾ ਸਿੰਘ ਕੀਰਤੀ ਅਤੇ ਸੁਸ਼ਾਂਤ ਦੇ ਜਿਗਰੀ ਦੋਸਤ ਮਹੇਸ਼ ਸ਼ੈੱਟੀ ਨੇ ਪੋਸਟ 'ਤੇ ਕਮੈਂਟ ਕੀਤਾ ਹੈ।
"
