eng_Latn,mar_Deva
"Her brothers and cousin were killed in a car crash on Sunday.
","रविवारी पीडितेच्या गाडीला झालेल्या अपघातात तिच्या काकी आणि चुलतीचा मृत्यू झाला.
"
"Her cousin brother, Tony Kakkar, is also a singer.
","यांचा भाऊ टोनी कक्कर हासुद्धा एक उत्तम गायक आहे.
"
"Her cousin's husband was a doctor.
","एका मैत्रिणीचे पती डॉक्टर होते.
"
"Her husband's name was Joseph; her cousin was Elizabeth.
","त्याच्या वडिलांचे नाव जोसेफ, तर आईचे नाव एलिझाबेथ हे आहे.
"
"His cousin also called the police.
","त्याच्या भावालाही पोलिसांनी बोलावून घेतले होते.
"
"His cousin and brothers are also engaged in the same business.
","त्याचे वडील व भाऊही याच व्यवसायात आहेत.
"
"His son was married to a distant cousin.
","दूरच्या चुलत भावाशी तिचं लग्न लावून देण्यात आलं.
"
"However, he decided not to tell his cousin about this.
","पण याबद्दल भावाला काहीच सांगायचं नाही असं त्यांनी ठरवलं.
"
"I am so proud you are my cousin.
","मला इतका अभिमान वाटतो की तू माझा मोठा भाऊ आहेस.
"
"I grew up in a big family with lots of cousins.
","मी मोठ्या भावंडांसह एका मोठ्या कुटुंबात वाढलो.
"
"I grew up in a large family with lots of cousins.
","मी मोठ्या भावंडांसह एका मोठ्या कुटुंबात वाढलो.
"
"I grew up with an older sister and 4 girl cousins.
","एक आई अन् चार बहिणी यांच्यात मी वाढलो.
"
"I have a cousin named Mona.
","माझी एक रीलेटीव आहे जिचे नाव आहे मोना.
"
"I have a cousin who is one year older than I am.
","माझा एक मित्र आहे जो की माझ्यापेक्षा एका वर्षाने मोठा आहे.
"
"I lost my grandfather and my cousin.
","माझी आजी आणि वडिलांना मी गमावले आहे.
"
"I'm proud that she's my cousin.
","ती माझी नात असल्याचा मला खूप अभिमान वाटतो.
"
"I'm the youngest of all the cousins.
","मी सगळ्या भावंडात सर्वात लहान.
"
"I've never even met this old friend's cousin!
","आयला मी अजून ह्या मॅड दोस्ताला भेटलोच नाही !
"
"In 1565, Mary married her cousin Henry Stewart, Lord Darnley, on Elizabeth's advice.
","१५६५ मध्ये मेरी टयूडर संबंधातून तिच्या नात्यात असलेल्या हेन्री स्टयुअर्ट, लॉर्ड डार्न्ली ह्याच्याशी तिचा विवाह झाला.
"
"In 1565, she married her cousin Henry Stewart, Lord Darnley.
","१५६५ मध्ये मेरी टयूडर संबंधातून तिच्या नात्यात असलेल्या हेन्री स्टयुअर्ट, लॉर्ड डार्न्ली ह्याच्याशी तिचा विवाह झाला.
"
"In 1836, Edgar Allen Poe married his 13 year old cousin.
","१८३६ - २७ वर्षाच्या एडगर ऍलन पोने त्याच्या १३ वर्षाच्या चुलत बहिणीशी लग्न केले.
"
"In 1893, Dada Abdullah, a merchant who owned a shipping business in South Africa asked if he would be interested to serve as his cousin's lawyer in South Africa.
","१८९३ मध्ये, दक्षिण आफ्रिकेत शिपिंग व्यवसायाचे मालक असलेल्या दादा अब्दुल्ला यांनी विचारले की आपल्याला दक्षिण आफ्रिकेत आपल्या चुलतभावाचा वकील म्हणून काम करण्यास रस आहे काय?
"
"In 1893, Dada Abdullah, a merchant who owned a shipping business in South Africa asked if he would be interested to serve as his cousins lawyer in South Africa.
","१८९३ मध्ये, दक्षिण आफ्रिकेत शिपिंग व्यवसायाचे मालक असलेल्या दादा अब्दुल्ला यांनी विचारले की आपल्याला दक्षिण आफ्रिकेत आपल्या चुलतभावाचा वकील म्हणून काम करण्यास रस आहे काय?
"
"In 1893, Dada Abdullah, a merchant who owned a shipping business in South Africa, asked if he would be interested to serve as his cousin's lawyer in South Africa.
","१८९३ मध्ये, दक्षिण आफ्रिकेत शिपिंग व्यवसायाचे मालक असलेल्या दादा अब्दुल्ला यांनी विचारले की आपल्याला दक्षिण आफ्रिकेत आपल्या चुलतभावाचा वकील म्हणून काम करण्यास रस आहे काय?
"
"In 1893, he get offer from Dada Abdullah who owned a shipping business in South Africa to serve as his cousin's lawyer in South Africa.
","१८९३ मध्ये, दक्षिण आफ्रिकेत शिपिंग व्यवसायाचे मालक असलेल्या दादा अब्दुल्ला यांनी विचारले की आपल्याला दक्षिण आफ्रिकेत आपल्या चुलतभावाचा वकील म्हणून काम करण्यास रस आहे काय?
"
"In July 1565 Mary married her cousin Henry Stuart, Lord Darnley.
","१५६५ मध्ये मेरी टयूडर संबंधातून तिच्या नात्यात असलेल्या हेन्री स्टयुअर्ट, लॉर्ड डार्न्ली ह्याच्याशी तिचा विवाह झाला.
"
"Is a cousin of former New Zealand cricketers Jeff and Martin Crowe.
","मार्टिन क्रो आणि जेफ क्रो या न्यूझीलंडच्या माजी कर्णधारांचा तो चुलतबंधू.
"
"It was on August 8 that Mika Singh performed at the wedding festivities of the daughter of former President of Pakistan, Pervez Musharraf's billionaire cousin.
","पाकिस्तानचे माजी अध्यक्ष जनरल परवेझ मुशर्रफ यांच्या अब्जाधीश निकटवर्तीयाच्या मुलीच्या विवाह समारंभात मिका सिंगच्या गाण्याचा कार्यक्रम आयोजित करण्यात आला होता.
"
"It's alleged that the girl was raped many times by a cousin.
","या मुलीवर तिच्या मामानेच अनेकदा बलात्कार केला, असा आरोप आहे.
"
"Just a few months later, Einstein married his cousin Elsa.
","घटस्फोट झाल्याच्या काहीच दिवसांनी आईनस्टाईन ह्यांनी त्यांच्या चुलत बहिण एल्सा हिच्याशी लग्न केलं.
"
"Kurdish woman is shot dead at a wedding in Germany after refusing to marry her cousin...
","Kurdish Woman Is Shot Dead At A Wedding In Germany _ चुलत भावासोबत लग्नास नकार दिला म्हणून समारंभातच झाडल्या गोळ्या - Divya Marathi
"
"Kurdish woman shot dead at a wedding in Germany after she refused to enter an arranged marriage with her cousin
","Kurdish Woman Is Shot Dead At A Wedding In Germany _ चुलत भावासोबत लग्नास नकार दिला म्हणून समारंभातच झाडल्या गोळ्या - Divya Marathi
"
"Lieutenant Colonel GS Bali was kidnapped along with his cousin from Badgam in 1991 and killed.
","-1991 साली बडगाममध्ये लेफ्टनंट कर्नल जीएस बाली आणि त्यांच्या पुतण्याला एका अंत्ययात्रेतून अपहरण करत ठार करण्यात आले होते.
"
"Louis Mountbatten (1900-1979), last Viceroy of India and first Governor-General of independent India, cousin of Queen Elizabeth II
","१९०० लॉर्ड लुई माउंटबॅटन - भारताचे शेवटचे व्हॉईसरॉय आणि स्वतंत्र भारताचे पहिले गव्हर्नर जनरल (मृत्यूः २७ ऑगस्ट १९७९)
"
"Many people still do not know that these two are cousins.
","या दोघी बहिणी आहेत हे अनेकांना ठाऊकच नसेल.
"
"May 16th - Edgar Allan Poe marries his 13-year-old cousin Virginia.
","मे १६ - २७ वर्षाच्या एडगर ऍलन पोने त्याच्या १३ वर्षाच्या चुलत बहिणीशी लग्न केले.
"
"Men, on the other hand, look forward to meet their sisters and cousins.
","दुसरीकडे पुरुष आपल्या बहिणी आणि चुलतभावांना भेटण्यासाठी उत्सुक असतात.
"
"Men, on the other hand, look forward to meeting their sisters and cousins.
","दुसरीकडे पुरुष आपल्या बहिणी आणि चुलतभावांना भेटण्यासाठी उत्सुक असतात.
"
"Mika Singh reportedly performed at the wedding of the daughter of former President of Pakistan, Pervez Musharraf's billionaire cousin.
","पाकिस्तानचे माजी अध्यक्ष जनरल परवेझ मुशर्रफ यांच्या अब्जाधीश निकटवर्तीयाच्या मुलीच्या विवाह समारंभात मिका सिंगच्या गाण्याचा कार्यक्रम आयोजित करण्यात आला होता.
"
"Mika performed at the wedding of a Pakistani billionaire's daughter who is also said to be the cousin of former President of Pakistan, Pervez Musharraf.
","मिकाने कराचीतल्या एका अब्जाधीशाच्या मुलीच्या लग्नात परफॉर्मन्स सादर केले असून या अब्जाधीशाचे पाकिस्तानचे माजी राष्ट्राध्यक्ष परवेझ मुशर्रफ यांच्याशी जवळचे संबंध असल्याचे समजते आहे.
"
"Mom's cousin died suddenly.
","मैत्रिणीची आई अचानक गेली.
"
"Most of my dreams happen at my cousin's house.
","माझी बरीचशी स्वप्न ही माझ्या आजोळच्या घरी घडतात.
"
"Mr. Miller also answers the question of what the wedding of a cousin's sister is about.
","मिस्टर मिलर देखील एका चुलत भावाच्या बहिणीच्या लग्नाच्या विवाहाचे उत्तर देतो.
"
"Musk gave the underlying idea and budgetary capital for SolarCity, which was then helped to establish in 2006 by his cousins Lyndon and Peter Rive.
","SolarCity साठी एलोन यांनी आरंभिक संकल्पना आणि आर्थिक भांडवल पुरवले, त्यांचे चुलतभाऊ लिंडन आणि पीटर रिव्ह यांनी सन 2006 मध्ये एकत्र येऊन SolarCity ची स्थापना केली.
"
"Musk supplied SolarCity with the original idea and financial capital, which was co-founded in 2006 by his cousins, Lyndon and Peter Rive.
","SolarCity साठी एलोन यांनी आरंभिक संकल्पना आणि आर्थिक भांडवल पुरवले, त्यांचे चुलतभाऊ लिंडन आणि पीटर रिव्ह यांनी सन 2006 मध्ये एकत्र येऊन SolarCity ची स्थापना केली.
"
"My cousin and I were very close, since childhood.
","माझं आणि बालनाट्याचं खूप पूर्वीच नातं, म्हणजे बालपणापासूनचं.
"
"My cousin had a baby in December.
","डिसेंबरमध्ये माझ्या भावाला मुलगा झाला.
"
"My cousin lived in Canada.
","माझा मित्र कॅनडात राहत होता.
"
"My cousin lived with us for a few months.
","माझा एक चुलतभाऊ काही महिने आमच्यासोबत राहायला आला होता.
"
"My cousin lives in Delhi.
","माझा मोठा भाऊ दिल्लीत राहतो.
"
"My cousin lives near there.
","माझी मावशी तिथून जवळच राहते.
"
"My cousin once said.
","मागे कधीतरी माझी बहिण म्हणालेली.
"
"My cousin suggested I would like this web site.
","माझ्या भावाला सुचविले की मला कदाचित ही वेबसाइट आवडेल.
"
"My cousin suggested I would like this website.
","माझ्या भावाला सुचविले की मला कदाचित ही वेबसाइट आवडेल.
"
"My cousin suggested I'd like that internet site.
","माझ्या भावाला सुचविले की मला कदाचित ही वेबसाइट आवडेल.
"
"My cousin suggested I'll like that website.
","माझ्या भावाला सुचविले की मला कदाचित ही वेबसाइट आवडेल.
"
"My cousin suggested I'll like this web-site.
","माझ्या भावाला सुचविले की मला कदाचित ही वेबसाइट आवडेल.
"
"My cousin was three years older than me [...]
","माझी बहिण माझ्या पेक्षा दोन वर्षे वयाने [. . . ]
"
"My cousin's daughter got married.
","माझ्या पतिराजांच्या मामांच्या मुलीचे लग्न ठरले.
"
"My cousin's death was a turning point in my life.
","भावाचा अकाली मृत्यू माझ्या आयुष्याचा टìनग पॉइंट ठरला.
"
"My cousin's son was among this group.
","माझ्या एका भाचीचा मुलगा याच गटातील आहे.
"
"My cousin's wife's daughter got married.
","माझ्या पतिराजांच्या मामांच्या मुलीचे लग्न ठरले.
"
"My cousins and I watch it together.
","माझा नातू आणि मला ते एकत्र पाहतात.
"
"My cousins are like brothers to me.
","तुझे भाऊ-बहीण मला माझ्या भावंडांसारखे आहेत.
"
"My cousins were all much older than me.
","तेव्हा माझे सगळेच सहकारी माझ्याहून वयाने बरेच होते.
"
"My loving cousin sister, I'm so glad to have you and you're such a friend whom I'll be loving throughout my entire life!
","माझी प्रेमळ बहीण, मला तुमच्याबद्दल खूप आनंद झाला आहे आणि आपण असे मित्र आहात ज्यावर मी माझ्या संपूर्ण आयुष्यात प्रेम करतो!
"
"Nasima told police that she became attracted to her cousin as her husband used to allegedly physically and mentally abuse her.
","नसीमाने पोलिसांना सांगितले की ती तिच्या चुलत भावाकडे आकर्षित झाली कारण तिचा पती तिच्यावर शारीरिक आणि मानसिक छळ करत होता.
"
"Noor Jehan visited India in 1997 and 2011 to meet her cousin Shah Rukh.
","आसिफ बुरहान यांनी सांगितल्याप्रमाणे, नूर जहां आपला भाऊ शाहरुखला भेटण्यासाठी 1997 आणि 2011 मध्ये भारतातही आली होती.
"
"On February 10, 1840, Queen Victoria of the United Kingdom of Great Britain and Ireland married her first cousin, Prince Albert of Saxe-Coburg and Gotha.
","फेब्रुवारी १० - ईंग्लंडची राणी व्हिक्टोरिया व सॅक्स-कोबर्ग-गोथाच्या राजकुमार आल्बर्टचे लग्न.
"
"One is my best friend's wedding and another one is my cousin's.
","एक माझ्या मोठ्या भावाच्या साळ्याच्या लग्नाची आणि दुसरी माझ्या मैत्रिणी च्या लग्नाची.
"
"One of my cousins has a son who became a doctor.
","माझ्या महितीत एका कामवाल्या बाईंचा मुलगा डॉक्टर झाला आहे.
"
"Parineeti Chopra is the cousin of Bollywood actresses Priyanka Chopra, Mannara Chopra and Meera Chopra
","मीरा या बॉलीवूड अभिनेत्री प्रियांका चोप्रा, परिणीती चोप्रा आणि मन्नाना यांच्या बहिण आहेत.
"
"Parineeti is the cousin of actress Priyanka Chopra.
","परिणीती ही अभिनेत्री प्रियांका चोप्राची चुलत बहिण आहे
"
"Photo taken by the cousin.
","फोटो नाय बुवा काढले.
"
"Police discovered that Nasima was having an affair with her 18-year-old cousin.
","नसीमाचे तिच्या 18 वर्षीय चुलतभावाशी प्रेमसंबंध असल्याचे पोलिसांना समजले.
"
"Police in Bihar have arrested an Indian wife after it was found she arranged to have her husband killed so she could marry her 18-year-old cousin.
","बिहारमधील पोलिसांनी एका भारतीय पत्नीला अटक केली आहे जेव्हा तिने तिच्या पतीला ठार मारण्याची व्यवस्था केली होती जेणेकरून ती तिच्या 18 वर्षीय चुलत भावाशी लग्न करू शकेल.
"
"Prince Michael, is the Queen Elizabeth II's cousin.
","राजकुमार मायकल हे महाराणी एलिजाबेथ द्वितीय यांचे चुलत बंधू होते.
"
"Priyanka Chopra's cousin Meera Chopra is receiving rape threats on social media.
","प्रियांका चोप्राची बहीण मीरा चोप्राला सोशल मीडियावरुनच एका युजरनं बलात्काराची धमकी दिली आहे.
"
"She brought some of her cousins with her.
","तिचे थोडे बहिणी त्यांच्याबरोबर घेतले.
"
"She had already explained this several times to her cousin.
","याबाबत त्यांनी बहिणीला अनेकदा समजावूनही सांगितले होते.
"
"She is actor Sanjay Dutt's cousin.
","प्रिया या अभिनेता संजय दत्त यांच्या भगिनी आहेत.
"
"She is the cousin of Arjun Rampal.
","तो अर्जुल रामपाल याच्या प्रेयसीचा भाऊ आहे.
"
"She is the cousin of Bollywood actress Raveena Tandon.
","बॉलिवूड अभिनेत्री रविना टंडन हिचे ते मामा आहेत.
"
"She is the maternal cousin of actress Sonam Kapoor.
","तो अभिनेत्री सोनम कपूरची आई सुनीता कपूरच्या बहिणीचा मुलगा आहे.
"
"She lives with her aunt, two brothers and a cousin.
","तो आपले आजोबा, एक काकू आणि दोन छोट्या भावांसोबत राहतो.
"
"She lives with her aunt, uncle and 2 male cousins.
","तो आपले आजोबा, एक काकू आणि दोन छोट्या भावांसोबत राहतो.
"
"She lives with my uncle, aunt, and two cousins.
","तो आपले आजोबा, एक काकू आणि दोन छोट्या भावांसोबत राहतो.
"
"She took great care of myself and my cousins.
","ती माझी आणि दोन भावांची खूप काळजी घेत असे.
"
"Some close cousins are available today.
","काही दूरावलेली नाती आज जवळ येतील.
"
"Some were as young as 12 to 15 years old, and often sisters or daughters and mother or cousins were all employed at the shop.
","काही जण 12 ते 15 वर्षांचे होते, आणि अनेकदा बहिणी, मुली आणि आई किंवा नातेवाईक सर्व दुकानात कामावर होते.
"
"Thank you for being the best cousin ever.
","तुमचा आतापर्यंतचा सर्वात चांगला भाऊ असल्याबद्दल धन्यवाद.
"
"The Police confirmed that the two are cousins.
","दोघे बहीण-भाऊ असल्याची माहिती पोलिसांनी दिली आहे.
"
"The Punjab and Haryana High Court has said that marriage between first cousins is illegal.
","Marriage Between First Cousins Illegal: सख्ख्या चुलत भावंडांशी विवाह बेकायदा आहे असे मत पंजाब आणि हरियाणा उच्च न्यायालयाचे न्या.
"
"The Punjab and Haryana High Court has stated that marriage between first cousins is illegal.
","Marriage Between First Cousins Illegal: सख्ख्या चुलत भावंडांशी विवाह बेकायदा आहे असे मत पंजाब आणि हरियाणा उच्च न्यायालयाचे न्या.
"
"The Punjab and Haryana high court has said that marriage between first cousins is illegal.
","Marriage Between First Cousins Illegal: सख्ख्या चुलत भावंडांशी विवाह बेकायदा आहे असे मत पंजाब आणि हरियाणा उच्च न्यायालयाचे न्या.
"
"The Punjab and Haryana high court has stated that marriage between first cousins is illegal.
","Marriage Between First Cousins Illegal: सख्ख्या चुलत भावंडांशी विवाह बेकायदा आहे असे मत पंजाब आणि हरियाणा उच्च न्यायालयाचे न्या.
"
"The Queen's cousin, Princess Elisabeth, was also in attendance.
","या भेटीच्या प्रसंगी राणी एलिझाबेथ यांच्या कन्या प्रिन्सेस अॅन देखील उपस्थित होत्या.
"
"The accused is the cousin of the victim.
","आरोपी हा पीडितेचा मामेभाऊ आहे.
"
