eng_Latn,tel_Telu
"Although she knew Benji's sister-in-law, Nicole Richie, and his brother, Joel Madden, for a couple of years, 'The Other Woman' actress and her hubby didn't really cross paths.
","మాజీ గుడ్ షార్లెట్ రాకర్ యొక్క బావ, నికోల్ రిచీ మరియు అతని సోదరుడు జోయెల్ మాడెన్ ఆమెకు కొన్నేళ్లుగా తెలిసినప్పటికీ, నటి మరియు బెంజి నిజంగా మార్గాలు దాటలేదు.
"
"And if we assume that Marya, Ivan's wife, has a married sister of her own, she will be considered a sister-in-law for Ivan, and her husband, respectively, as a brother-in-law.
","మరియు మేము మేరీ, ఇవాన్ భార్య, ఒక వివాహమైన సోదరి ఉందని ఊహించుకుంటే, ఆమె అత్త ఇవాన్ sister-, మరియు ఆమె భర్త, వరుసగా, ఒక బంధువు పరిగణించబడుతుంది.
"
"As early as 1503, Isabella's new sister-in-law Lucrezia Borgia and Isabella's husband Francesco had begun an affair; passionate letters between the two survive.
","1503 నాటికి, ఇసాబెల్లా యొక్క క్రొత్త చెల్లెలు లుక్రేజి బోర్గియా మరియు ఇసాబెల్లా భర్త ఫ్రాన్సిస్కో ఒక వ్యవహారం ప్రారంభించారు; రెండు మనుగడ మధ్య మక్కువ అక్షరాలు.
"
"As early as 1503, Isabella's new sister-in-law Lucrezia Borgia and Isabella's husband Francesco had begun an affair; passionate letters between the two survived.
","1503 నాటికి, ఇసాబెల్లా యొక్క క్రొత్త చెల్లెలు లుక్రేజి బోర్గియా మరియు ఇసాబెల్లా భర్త ఫ్రాన్సిస్కో ఒక వ్యవహారం ప్రారంభించారు; రెండు మనుగడ మధ్య మక్కువ అక్షరాలు.
"
"Australian accountant suspected of burying his wife alive to marry his sister-in-law!
","ఆస్ట్రేలియా అకౌంటెంట్ తన బావను వివాహం చేసుకోవడానికి భార్యను సజీవంగా సమాధి చేసినట్లు అనుమానిస్తున్నారు!
"
"Away from Kenny's immediate family, he has a niece known as Naomi and a sister-in-law, Mimi.
","కెన్నీ యొక్క తక్షణ కుటుంబానికి దూరంగా, అతనికి నవోమి అని పిలువబడే ఒక మేనకోడలు మరియు మిమి అనే సోదరి ఉన్నారు.
"
"Basanti Devi was the first lady to court docket arrest with her sister-in-law Urmila Devi in the course of the non-cooperation motion.
","సహాయ నిరాకరణ ఉద్యమ సమయంలో తన కోడలు ఊర్మిళా దేవితో కోర్టు అరెస్ట్ చేసిన మొదటి మహిళ బసంతి దేవి.
"
"Brother and sister-in-law both are software engineer.
","అల్లుడు, కూతురు కూడా సాఫ్ట్ వేర్ ఇంజనీర్లు.
"
"But the next day, two men came in an ambulance, saying my sister-in-law was Covid-positive and she had to be shifted to Prashanth Hospital.
","కానీ, ఆ తర్వాతి రోజు అంబులెన్స్లో ఇద్దరు వ్యక్తులు వచ్చి. . తన మరదలికి కరోనా పాజిటివ్ అని తేలిందంటూ ఆమెను ప్రశాంత్ ఆస్పత్రికి తరలిస్తున్నామని చెప్పి తీసుకెళ్లారని చెప్పారు.
"
"Conan Doyle had five children, two with his first wife (Mary Louise (born 1889) and Alleyne Kingsley (1892-1918)) and three with his second wife (Jean Lena Annette, Denis Percy Stewart (17 March 1909-9 March 1955), second husband in 1936 of Georgian Princess Nina Mdivani (circa 1910-19 February 1987) (former sister-in-law of Barbara Hutton), and Adrian Malcolm).
","మొదటి భార్యతో ఇద్దరు పిల్లలు - మేరి లూయిసే (1889 జనవరి 28 - 1976 జూన్ 12) మరియు కింగ్స్లీ అని పిలవబడే ఆర్థర్ అలైన్ కింగ్స్లీ (1892 నవంబరు 15 - 1918 అక్టోబరు 28) మరియు రెండవ భార్యతో ముగ్గురు పిల్లలు - డెనిస్ పెర్సి స్టూవర్ట్ (1909 మార్చి 17 - 1955 మార్చి 9), 1936లో జార్జియా యువరాణి నినా ఎండివాని యొక్క రెండవ భర్త (సర్కా 1910 - 1987 ఫిబ్రవరి 19; బార్బర హట్టన్ యొక్క మాజీ ఆడపడుచు);అడ్రియన్ మాల్కం (1910 నవంబరు 19-1970 జూన్ 3) మరియు జీన్ లేన అన్నేట్టే (1912 డిసెంబరు 21-1997 నవంబరు 18).
"
"Cornwall is keen to be involved with his wife and sister-in-law in their plans to usurp Lear's power.
","లియర్ యొక్క అధికారాన్ని స్వాధీనం చేసుకునేందుకు వారి ప్రణాళికల్లో లార్డ్ అతని భార్య మరియు సోదరితో కలిసి పనిచేయడానికి కార్న్ వాల్ ఎంతో ఆసక్తిగా ఉంది.
"
"David Koepp's Stir of Echoes (1999), which he tailored from the superb novel by way of Richard Matheson, tells the tale of Tom (Kevin 1st Baron Verulam), who's hypnotized by way of his sister-in-law at a birthday party one evening.
","డేవిడ్ కోయప్స్ ఎకోస్ కదిలించు (1999), అతను రిచర్డ్ మాథెసన్ యొక్క అద్భుతమైన నవల నుండి స్వీకరించాడు, టామ్ (కెవిన్ బేకన్) యొక్క కథను చెబుతాడు, అతను ఒక రాత్రి పార్టీలో తన బావ చేత హిప్నోటైజ్ చేయబడ్డాడు.
"
"Despite marrying the sister-in-law of Governor Velazquez, Catalina Juarez the tension still existed.
","గవర్నర్ వెలాజ్క్వెజ్ సోదరిని వివాహం చేసుకున్నప్పటికీ, కాటాలినా జుయారేజ్ ఉద్రిక్తత ఇప్పటికీ ఉనికిలో ఉంది.
"
"Did he marry his sister-in-law?
","సొంత బావ సోదరిని పెళ్లి చేసుకున్నాడు ?
"
"Dr. Phil McGraw's sister-in-law dies 17 years after random acid attack
","'భయంకరమైన' రాండమ్ యాసిడ్ దాడి నుండి బయటపడిన 17 సంవత్సరాల తరువాత, డాక్టర్ ఫిల్ మెక్గ్రా యొక్క సోదరి-అత్త చనిపోయాడు
"
"First time with my sister-in-law - sex stories
","నా ఆంటీతో నా మొదటి ఆనందం - Telugu Sex Stories
"
"Green would contribute guitar to Mick Fleetwood's 1981 solo album The Visitor, but would suffer a mental relapse in 1984 and would become a virtual recluse until his brother and sister-in-law took him in and helped him regain his health and vitality.
","గ్రీన్ 1984 నాటి సోలో ఆల్బం ది విజిటర్కు గిటార్ను అందించాడు, కానీ 1984 లో ఒక మానసిక పునఃస్థితికి గురవుతాడు మరియు అతని సోదరుడు మరియు సోదరి అత్తా అతడిని తీసుకువెళ్ళేవరకు తన ఆరోగ్యం మరియు శక్తిని తిరిగి పొందడంలో సహాయపడటానికి ఒక వాస్తవిక సన్నిహితంగా మారింది.
"
"He had two with his first wife - Mary Louise (28 January 1889 - 12 June 1976) and Arthur Alleyne Kingsley, known as Kingsley (15 November 1892 - 28 October 1918) - and three with his second wife - Denis Percy Stewart (17 March 1909 - 9 March 1955), second husband in 1936 of Georgian Princess Nina Mdivani (circa 1910 - 19 February 1987; former sister-in-law of Barbara Hutton); Adrian Malcolm (19 November 1910-3 June 1970) and Jean Lena Annette (21 December 1912-18 November 1997).
","మొదటి భార్యతో ఇద్దరు పిల్లలు - మేరి లూయిసే (28 జనవరి 1889 - 12 జూన్ 1976) మరియు కింగ్స్లీ అని పిలవబడే ఆర్థర్ అలైన్ కింగ్స్లీ (15 నవంబర్ 1892 - 28 అక్టోబర్ 1918) మరియు రెండవ భార్యతో ముగ్గురు పిల్లలు - డెనిస్ పెర్సి స్టూవర్ట్ (17 మార్చ్ 1909 - 9 మార్చ్ 1955), 1936లో జార్జియా యువరాణి నినా ఎండివాని యొక్క రెండవ భర్త (సర్కా 1910 - 19 ఫిబ్రవరి 1987; బార్బర హట్టన్ యొక్క మాజీ ఆడపడుచు);అడ్రియన్ మాల్కం (19 నవంబర్ 1910-3 జూన్ 1970) మరియు జీన్ లేన అన్నేట్టే (21 డిసెంబర్ 1912-18 నవంబర్ 1997).
"
"He joined the SS to try to find out what happened to his sister-in-law, who had mysteriously died in a mental institution.
","అతను ఒక మానసిక సంస్థలో రహస్యంగా చనిపోయిన తన చెల్లెలుకు ఏం జరిగిందో తెలుసుకోవడానికి అతను SS లో చేరాడు.
"
"He often fights with his sister-in-law Olivia about how to raise their respective children and the nefarious activities at the Godfrey Institute for Biomedical Research, known colloquially as The White Tower, and yet he has had an on-again-off-again affair with her for more than a decade.
","అతను తరచూ తన సోదరి లో ఒలివియాతో పోరాడుతూ ఉంటాడు, బయోమెడికల్ రీసెర్చ్ కోసం గాడ్ఫ్రే ఇన్స్టిట్యూట్, వైట్ వాటర్ గా పిలవబడే వారి పిల్లలను మరియు భయానక కార్యకలాపాలను ఎలా పెంచుతాడో, ఇంకా అతను మరల మరల మరల ఒక దశాబ్దం కంటే ఎక్కువ కాలం ఆమెతో వ్యవహరించింది.
"
"Helen's first appearance is when the goddess Iris [See Hermes for information on the status of Iris in the Iliad], disguised as a sister-in-law, comes to summon Helen from her weaving.
","హెలెన్ యొక్క మొట్టమొదటి ప్రదర్శన ఏమిటంటే, దేవత ఐరిస్ [ ఇలియడ్ లో ఐరిస్ హోదా గురించి సమాచారం కోసం హీర్మేస్ చూడండి ], ఒక సోదరి అత్తగా మారువేషంలో, హెలెన్ ఆమె నేత నుండి దూషించటానికి వస్తుంది.
"
"Her sister-in-law Catherine of Valois also married a man of lower station after she was widowed.
","ఆమె సోదరి లో చట్టం కాథరిన్ ఆఫ్ వలోయిస్ కూడా ఆమెను విడాకులు తీసుకున్న తర్వాత తక్కువ స్టేషన్లో ఉన్న వ్యక్తిని వివాహం చేసుకుంది.
"
"His brother and sister-in-law work there.
","అక్కడ ఆమె భర్త, అతని తమ్ముడు పని చేస్తుంటారు.
"
"His next, Igor's thriller Kalabha Kadhalan, where he played an engineer pursued romantically by an aggressive sister-in-law, won favourable reviews from critics but failed commercially.
","అతని తదుపరి, ఇగోర్ యొక్క థ్రిల్లర్ కళాభా కాదలాన్, అక్కడ అతను ఒక ఇంజినీర్గా దూకుడుగా ఉన్న కోడలు ప్రేమగా కొనసాగించాడు, విమర్శకుల నుండి అనుకూలమైన సమీక్షలను గెలుచుకున్నాడు కానీ వాణిజ్యపరంగా విఫలమయ్యాడు.
"
"His sister-in-law, Catherine, became John of Gaunt's mistress, then his third wife.
","ఈ సోదరి కేథరీన్ స్విన్ఫోర్డ్ గాంట్ యొక్క భార్య యొక్క జాన్ మరియు తరువాత అతని మూడవ భార్య అయ్యాడు.
"
"I actually got this product in and I got my sister-in-law, who is my business partner, to actually wear it, and she was just dancing in front of our porch, and I was just taking a video of her dancing in front of our porch.
","నేను నిజంగా ఈ ఉత్పత్తిని పొందాను మరియు నా వ్యాపార భాగస్వామి అయిన నా బావను ధరించడానికి నాకు వచ్చింది, మరియు ఆమె మా వాకిలి ముందు డ్యాన్స్ చేస్తోంది, మరియు నేను ఆమె డ్యాన్స్ యొక్క వీడియోను ముందు తీసుకుంటున్నాను మా వాకిలి.
"
"I still remember the reaction from my sister-in-law and my mom when I walked into the kitchen, turned off the lights and used the projector mod to play a YouTube video on the wall.
","నేను వంటగదిలోకి అడుగుపెట్టినప్పుడు నా సోదరి-అత్త మరియు నా తల్లి నుండి వచ్చే ప్రతిచర్యను గుర్తుకు తెచ్చుకున్నాను, దీపాలు వెలివేసారు మరియు గోడపై YouTube వీడియోను ప్లే చేయడానికి ప్రొడోర్ మోడ్ని ఉపయోగించారు.
"
"I'm not a perfect sister-in-law, but I am grateful for the one I have.
","నేను ఒక పరిపూర్ణ సోదరి కాదు, కానీ నాకు లభించినందుకు కృతజ్ఞతలు.
"
"In December 2005, Sheikh's brother, Rubabuddin, wrote a letter to the Chief Justice of India that he was not convinced about the police version of how his brother died, and was worried about his sister-in-law Kausar Bi, who had also gone missing at the same time as Sohrabuddin's murder.
","తన సోదరుడి ఎన్కౌంటర్ విషయంలో పోలీసులు చెపుతున్న కథనం నమ్మశక్యంగా లేదని, ఆ సమయానికి సోహ్రాబుద్దీన్ భార్య కౌసర్ బీ కూడ ఆయనతో ఉన్నదని, ఆమెను పోలీసులు ఏమి చేశారో తెలియడం లేదని సోహ్రాబుద్దీన్ సోదరుడు రుబాబుద్దీన్ షేక్ 2005 డిసెంబర్లో భారత ప్రధాన న్యాయమూర్తికి ఒక లేఖ రాశాడు.
"
"In Fantastic Beasts: the Crimes of Grindelwald, we finally meet Leta Lestrange, Newt Scamander's high school love and future sister-in-law (ya, it's effed up).
","లో ఫన్టాస్టిక్ బీస్ట్స్ః ది క్రైమ్స్ ఆఫ్ గ్రిండెల్వాల్డ్, మేము చివరకు లెటా లెస్ట్రాంజ్, న్యూట్ స్కామండర్ యొక్క హైస్కూల్ ప్రేమ మరియు కాబోయే బావను కలుస్తాము (అవును, ఇది సమర్థవంతంగా ఉంది).
"
"In the late 1950s, Noah McVicker's nephew Joseph McVicker (who also worked for Kutol) received a call from his sister-in-law, nursery school teacher Kay Zufall, who had recently read a newspaper article explaining how children were making art projects with the wallpaper cleaning putty.
","1950 ల చివరలో, నోవా మక్విక్కర్ మేనల్లుడు జోసెఫ్ మక్విక్కర్ (ఎవరు కూడా కుటోల్ కోసం పనిచేశారు) తన సోదరి అత్త, నర్సరీ పాఠశాల ఉపాధ్యాయుడు కే Zufall నుండి కాల్ వచ్చింది, ఇటీవల ఒక వార్తాపత్రిక వ్యాసం చదివాడు వాల్ క్లీనింగ్ పుట్టీ.
"
"In the second, Anna's sister-in-law Kitty initially rejects, then later embraces the advances of an awkward young man named Levin.
","రెండవది, అన్నా యొక్క సోదరి లో కిట్టి ప్రారంభంలో తిరస్కరించింది, తరువాత లెవిన్ అనే ఇబ్బందికరమైన యువకుడు యొక్క పురోగతిని ఆలింగనం చేస్తుంది.
"
"In this play by Alan Ball, Tracy is getting married and has chosen her bridesmaids: her cousin, Frances, her sister, Meredith, her new sister-in-law Mindy, and her two old friends Trisha and Georgeanne.
","అలాన్ బాల్ ఈ నాటకంలో, ట్రేసీ వివాహం చేసుకుంటాడు మరియు ఆమె తోడిపెళ్లికూతురును ఎంచుకున్నాడుః ఆమె బంధువు ఫ్రాన్సిస్, ఆమె సోదరి మెరేడిత్, ఆమె కొత్త సోదరి మిండి మరియు ఆమె ఇద్దరు పాత స్నేహితులు త్రిష మరియు జార్జనే.
"
"Isabella d'Este was also close to Elisabetta Gonzaga, her sister-in-law, and wife of Guidobaldo de Montefeltre, duke of Urbino.
","ఇసాబెల్లా డి'ఎస్టీ ఎలిసబెటా గొంజాగాకు దగ్గరయ్యాడు, ఆమె భర్త సోదరి, ఇతను ఉర్బినో యొక్క డ్యూక్, గైడొబాబ్డో డి మోంటేఫెల్ట్రేను వివాహం చేసుకున్నాడు.
"
"July-August Alexander Graham Bell, his parents, and his sister-in-law, Carrie Bell, emigrate to Canada and settle in Brantford, Ontario.
","జూలై-ఆగస్టు అలెగ్జాండర్ గ్రాహం బెల్, అతని తల్లిదండ్రులు మరియు అతని సోదరి లోరీ, క్యారీ బెల్, కెనడాకు వలస వచ్చి, అంటారియోలోని బ్రన్ఫోర్డ్ లో స్థిరపడతారు.
"
"Made up consisting of A.P. Carter, his wife, Sara Dougherty Carter, and A.P.' s sister-in-law, Maybelle Addington Carter, the group flourished in the late '20s following the release of the first assortment of songs in 1927.
","AP కార్టర్, అతని భార్య, సారా డౌగెర్టీ కార్టర్, మరియు AP యొక్క సోదరి- in- లా, మేబెల్లీ అడింగ్టన్ కార్టర్, 1927 లో వారి మొట్టమొదటి పాటల విడుదల తర్వాత సమూహం 20 వ శతాబ్దంలో వృద్ధి చెందింది.
"
"Married at the advanced age of 33 to Eugène Manet (1835-1892) on December 22, 1874, she entered into a suitable alliance with the Manet family, also members of the haute bourgeois (upper middle class), and she became Édouard Manet's sister-in-law.
","వృద్ధాప్యంలో వివాహితులు డిసెంబరు 22, 1874 న, యూజీన్ మనేట్ (1835-1892) నుండి, మనేట్ కుటుంబానికి, ఆమె హాట్ బూర్జువా (ఎగువ మధ్యతరగతి) యొక్క సభ్యులతో కలిసి, ఆమె ఎడౌర్డ్ మనేట్ సోదరి-అత్తగా మారింది.
"
"Married at the propelled age of 33 to Eugène Manet (1835-1892) on December 22, 1874, she went into an appropriate collusion with the Manet family, likewise individuals from the haute average (upper white collar class), and she got to be Édouard Manet's sister-in-law.
","వృద్ధాప్యంలో వివాహితులు డిసెంబరు 22, 1874 న, యూజీన్ మనేట్ (1835-1892) నుండి, మనేట్ కుటుంబానికి, ఆమె హాట్ బూర్జువా (ఎగువ మధ్యతరగతి) యొక్క సభ్యులతో కలిసి, ఆమె ఎడౌర్డ్ మనేట్ సోదరి-అత్తగా మారింది.
"
"May 21: Sarah Proctor, daughter of Elizabeth Proctor and John Proctor, and Sarah Bassett, Elizabeth Proctor's sister-in-law, were accused of afflicting four of the girls, and they were arrested.
","మే 21: ఎలిజబెత్ ప్రోక్టర్ మరియు జాన్ ప్రొటెక్టర్ మరియు సారా బస్సెట్ట్, ఎలిజబెత్ ప్రోక్టర్ యొక్క సోదరి, సారా ప్రోక్టర్, నలుగురు బాలికలను బాధపెట్టినట్లు ఆరోపణలు ఎదుర్కొన్నారు, మరియు వారు అరెస్టు చేశారు.
"
"My family includes my parents, brother and sister-in-law.
","ఇందులో నా భర్త, తమ్ముడు, కుటుంబం అండదండలున్నాయి.
"
"My sister-in-law called me recently to complain about the driveway she had installed a couple of years ago.
","కొన్ని సంవత్సరాల క్రితం ఆమె వ్యవస్థాపించిన వాకిలి గురించి ఫిర్యాదు చేయడానికి నా బావ ఇటీవల నన్ను పిలిచారు.
"
"My sister-in-law didn't speak to me for nearly a year.
","ఈ దెబ్బకి గురుడు దాదాపు ఒక సంవత్సరం నాతో మాట్లాడలేదు.
"
"My sister-in-law had one of the plug-ins that had a small night light built in it.
","నా సోదరి లో చట్టం ఇది నిర్మించిన ఒక చిన్న రాత్రి కాంతి కలిగి ప్లగిన్లు ఒకటి.
"
"No, not me, but my sister-in-law!
","నాది కాదు కానీ, మా అనీల్గాడి సోది!
"
"Now my sister-in-law is going too.
","ఇప్పుడు నా బంగరుతల్లి బడికి కూడా వెళ్ళిపోతుంది.
"
"Of course, you'll start with your maid of honor, followed by your sister or sister-in-law, and then from there, it tends to vary.
","వాస్తవానికి, మీరు మీతో ప్రారంభిస్తారు గౌరవ పరిచారిక , తరువాత మీ సోదరి లేదా బావమరిది, ఆపై అక్కడి నుండి, ఇది మారుతూ ఉంటుంది.
"
"On July 16, 1999, John Jr., his wife Carolyn Bessette Kennedy, and his sister-in-law Lauren Bessette all boarded John's small plane to fly to a family wedding on Martha's Vineyard.
","జూలై 16, 1999 న, జాన్ జూనియర్, అతని భార్య కరోలిన్ బెస్సెట్టే కెన్నెడీ, మరియు అతని సోదరి-లో-లారెన్ లారెన్ బెస్సేట్ అందరూ మార్తస్ వైన్ యార్డ్పై కుటుంబ వివాహానికి ఫ్లై చేయడానికి జాన్ యొక్క చిన్న విమానంలోకి వెళ్లారు.
"
"Other sources assert that Lady Trieu had to flee into the mountains after murdering her abusive sister-in-law.
","లేడీ ట్రీయు తన దుర్వినిమమైన సోదరిని చంపిన తరువాత పర్వతాలలోకి పారిపోవాలని ఇతర వనరులు నొక్కిచెప్పాయి.
"
"Previous Post: My sister-in-law
","Previous Post: నా దొమ్మరి కుత్త మమ్మీ
"
"Previous to this, she had regarded in two bengali movies: a thirteen-minute brief film, suman, and a bengali comedy dhanni meye (1971), as uttam kumar's sister-in-law.
","అంతకు ముందు ఆమె రెండు బాంగ్లా సినిమాలలో నటించారు - ఒక 13 నిమిషాల నిడివి గల లఘు చిత్రం సుమన్, ఒక బాంగ్లా హాస్య చిత్రం ధన్నీ మెయె (1971) లో ఉత్తం కుమార్ మరదలిగా నటించారు.
"
"Rama has no brother-in-law or sister-in-law.
","రామారావుకు మేనత్తలుగాని, అక్క చెల్లెళ్లు గానీ, కుమార్తెలు కానీ లేరు.
"
"Rizvan lives with his brother (Jimmy Shergill) and sister-in-law (Sonya Jehan).
","అక్కడ రిజ్వాన్ తన సోదరుడు (జిమ్మీ షెర్గిల్), అతని భార్య (సోనియా జెహన్) తో కలసి వుంటాడు.
"
"Sarah and her sister-in-law served as scouts and helped to capture Bannock prisoners.
","సారా మరియు అతని సోదరి లో చట్టం స్కౌట్స్ గా పనిచేసారు మరియు బన్నోక్ ఖైదీలను పట్టుకోవటానికి సహాయం చేసారు.
"
"Sex stories: First time with my sister-in-law
","telugu sex stories: పక్కింటి వర తో నా మొదటి అనుబవం
"
"She is an unmarried 42-year-old woman and she also lives with her brother, sister-in-law, niece, and nephews.
","ఆమె పెళ్లి చేసుకోని 42 ఏళ్ల మహిళ మరియు ఆమె తన సోదరుడు, సోదరి అత్త, మేనకోడలు మరియు మేనళ్ళులతో కూడా నివసిస్తుంది.
"
"She was a favorite of her mother-in-law, Princess Sophie, and had a poor relationship with her sister-in-law, Empress Elisabeth of Austria, wife of her husband's older brother, Franz Joseph.
","ఆమె తన అత్తగారు ప్రిన్సెస్ సోఫీకి ఇష్టమైనది, మరియు తన భర్త యొక్క అన్నయ్య ఫ్రాంజ్ జోసెఫ్ యొక్క భార్య, ఆస్ట్రియా యొక్క ఎంప్రెస్ ఎలిసబెత్ భార్యతో ఒక అసంబంధం కలిగి ఉంది.
"
"Sue, have you ever heard Brett Butler's story about her sister-in-law (or some such relative): driving home from the grocery store with a bag of groceries in the seat behind her; it was unbelievably hot weather; she stopped at a convenience store to get a soda or something and started toward home again.
","స్యూ, మీరు ఆమె సోదరి లో చట్టం గురించి బ్రెట్ బట్లర్ కథ విన్న (లేదా అలాంటి కొన్ని): ఆమె వెనుక సీటు లో పచారీ ఒక సంచి తో కిరాణా దుకాణం నుండి ఇంటికి డ్రైవింగ్; ఇది నమ్మలేనంత వేడి వాతావరణం; ఆమె ఒక సోడా లేదా ఏదో పొందడానికి దుకాణంలో ఆగి ఇంట్లో తిరిగి ప్రారంభించింది.
"
"The Iliad describes the conflicts between Achilles and his leader, Agamemnon, and between Greeks and Trojans, following the abduction of Agamemnon's sister-in-law, Helen of Sparta (aka Helen of Troy), by the Trojan prince Paris.
","ఇలియడ్ అకిలెస్ మరియు అతని నాయకుడు అగామెమ్నోన్ మరియు గ్రీకులు మరియు ట్రోజన్లు మధ్య ట్రోజన్ రాకుమారుడు పారిస్ చేత స్పారార్ యొక్క హెలెన్ యొక్క స్పార్టా (హెలెన్ ఆఫ్ ట్రోయ్) యొక్క అపహరణ తరువాత, గ్రీకులు మరియు ట్రోజన్ల మధ్య ఉన్న వివాదాలను వివరిస్తుంది.
"
"The Trojan War is the legendary (and almost certainly mythical) conflict in which Agamemnon laid siege to Troy in an effort to retrieve Helen, his sister-in-law after she had been taken to Troy by Paris.
","ట్రోజన్ యుద్ధం అనేది పారిస్ చేత ట్రోయ్కు తీసుకువెళ్ళబడిన తర్వాత హెలెన్, అతని సోదరి- అత్తను తిరిగి పొందటానికి అగామెమ్నోన్ ట్రాయ్కు ముట్టడి వేసిన పురాణ (మరియు దాదాపు ఖచ్చితంగా పౌరాణిక) వివాదం.
"
"The irony of Anna guiding her sister-in-law to the decision to stay with her husband is intentional, as is the contrast between the social consequences that Stepan faces for his infidelity to Dolly (there are none, because he is a man) and those faced by Anna.
","తన భర్తతో కలిసి ఉండాలని అన్నా తన సోదరితో ఉన్నంతటి నిర్ణయాన్ని ఉద్దేశపూర్వకంగానే ఉద్దేశపూర్వకంగా ఉంది, స్టాలిన్ తన నమ్మకద్రోహం కోసం డాలీకి (అతను ఒక వ్యక్తి ఎందుకంటే ఎవరూ లేరు) సామాజిక పరిస్థితుల మధ్య విరుద్ధంగా మరియు అన్నా ఎదుర్కొన్న వారికి.
"
"The motif of incest and incestuous desire is present throughout the play and is frequently alluded to by Hamlet and the ghost, most obviously in conversations about Gertrude and Claudius, the former brother-in-law and sister-in-law who are now married.
","గొంతు నడక నేపథ్యం నాటకం మరియు హామ్లెట్ అంతటా సంభవిస్తుంది మరియు దెయ్యం గెట్డ్రూ మరియు క్లాడియస్, మాజీ సోదరుడు మరియు సోదరి-అత్త, ఇప్పుడు వివాహం చేసుకున్న వారి గురించి సంభాషణల్లో తరచుగా ప్రేరేపించబడి ఉంటుంది.
"
