eng_Latn,tel_Telu
"""&0183;&32;Baseball evolved from the British game of rounders, and is a cousin to cricket in that it also involves two teams that alternate on defense and offense and involve throwing a ball to a batsman who attempts to """"bat"""" it away and run safely to a base.""
","""బేస్బాల్ బ్రిటీష్ గేమ్ రౌండర్స్ నుండి ఉద్భవించింది మరియు ఇది క్రికెట్కు ఒక బంధువు, దీనిలో రెండు జట్లు రక్షణ మరియు నేరంపై ప్రత్యామ్నాయం మరియు ఒక బ్యాట్స్ మాన్ కు బంతిని విసిరివేసి, దానిని """"బ్యాట్"""" చేసేందుకు ప్రయత్నిస్తుంది, .""
"
"""(Actually, in 1897, when reports of the illness of James Ross Clemens, a cousin, were somehow misconstrued to mean that Twain himself was lying at death's door in London, he cleared up matters by telling the reporter who'd stopped by to check on him that """"The report of my death was an exaggeration.""""""
","' (వాస్తవానికి, 1897 లో, జేమ్స్ రాస్ క్లెమెన్స్ అనే కజిన్ అనారోగ్యం గురించి నివేదికలు ఏదో ఒకవిధంగా తప్పుగా ప్రవర్తించబడినప్పుడు, ట్వైన్ స్వయంగా లండన్లో మరణం తలుపు వద్ద పడుకున్నాడని అర్ధం, అతను తనిఖీ చేయటానికి ఆగిపోయిన విలేకరికి చెప్పడం ద్వారా విషయాలను క్లియర్ చేశాడు.
"
"""(Of course, European Unicorns may themselves have been inspired by their eastern cousins, the result of a cross-continent game of """"telephone."""")""
",""""""" (వాస్తవానికి, యురోపియన్ యునికార్న్స్ తమ తూర్పు బంధువులచే ప్రేరేపించబడి, """"టెలిఫోన్"""" యొక్క క్రాస్-ఖండం ఆట ఫలితంగా ఉండవచ్చు.""
"
"""36 And Elizabeth, your cousin, is herself also expecting a son in her old age; and it is now the sixth month with her, though she is called barren; 37 for no promise from God will fail to be fulfilled.""""""
","36 మరియు నీ బంధువురాలు ఎలీసబెతుకూడ తన వృద్ధాప్యమందు ఒక కుమారుని గర్భము ధరించి యున్నది; గొడ్రాలనబడిన ఆమెకు ఇది ఆరవమాసము; 37 దేవుడు చెప్పిన యేమాటయైనను నిరర్థ కము కానేరదని ఆమెతో చెప్పెను.
"
"""And, like its street cousin burundanga, scopolamine has frequently been implicated as a stupefying agent or """"knockout drug"""" in the commission of crimes such as robbery, kidnapping, and date rape.""
","""మరియు, దాని వీధి బంధువు బురుండిగ వంటి, స్కోపోలమైన్ తరచుగా దోపిడీలు, కిడ్నాపింగ్, మరియు తేదీ రేప్ వంటి నేరాలకు కమిషన్ లో ఒక stupefing ఏజెంట్ లేదా """"నాకౌట్ మందు"""" గా చిక్కుకున్నారు.""
"
"""Baryonyx and its """"spinosaur"""" cousins shared one important characteristic: They all lived during the early to middle Cretaceous period, about 110 to 100 million years ago, rather than the late Cretaceous, like most other discovered theropod dinosaurs.""
","""బ్యారొనీక్స్ మరియు దాని """"స్పైసినర్స్"""" దాయాదులు ఒక ముఖ్యమైన లక్షణాన్ని పంచుకున్నారుః వీరిలో చాలామంది 110 నుండి 100 మిలియన్ల సంవత్సరాల క్రితపు మధ్య కాలం క్రెటేషియస్ కాలానికి చెందినవారు, ఇతర చికిత్సా డైనోసార్ల వంటి చివరి క్రెటేషియస్ కన్నా కాకుండా.""
"
"""Baseball evolved from the British game of rounders, and is a cousin to cricket in that it also involves two teams that alternate on defense and offense and involve throwing a ball to a batsman who attempts to """"bat"""" it away and run safely to a base.""
","""బేస్బాల్ బ్రిటీష్ గేమ్ రౌండర్స్ నుండి ఉద్భవించింది మరియు ఇది క్రికెట్కు ఒక బంధువు, దీనిలో రెండు జట్లు రక్షణ మరియు నేరంపై ప్రత్యామ్నాయం మరియు ఒక బ్యాట్స్ మాన్ కు బంతిని విసిరివేసి, దానిని """"బ్యాట్"""" చేసేందుకు ప్రయత్నిస్తుంది, .""
"
"""Both are distant cousins of the English words """"right"""" and """"direct,"""" and that is the source of the confusion: Depending on the context and usage, these words can carry meanings such as """"right"""" (the opposite of left), """"right"""" (entitlement), """"straight,"""" """"upright"""" and """"directly.""""""
","""రెండూ """"కుడి"""" మరియు """"డైరెక్ట్"""" అనే ఆంగ్ల పదాల సుదూర బంధువులు మరియు ఇది గందరగోళం యొక్క మూలంగా ఉందిః సందర్భం మరియు వాడుక ఆధారంగా, ఈ పదాలు """"కుడి"""" (ఎడమవైపు సరసన), """" కుడి """" (అర్హత),"""" నేరుగా ,"""""""" నిటారుగా """"మరియు"""" నేరుగా.""
"
"""Brief History of Baseball • Baseball evolved from the British game of Rounders, and is a cousin to cricket in that it also involves two teams that alternate on defense and offense and involve throwing a ball to a batsman who attempts to """"bat"""" it away and run safely to a base.""
","""బేస్బాల్ బ్రిటీష్ గేమ్ రౌండర్స్ నుండి ఉద్భవించింది మరియు ఇది క్రికెట్కు ఒక బంధువు, దీనిలో రెండు జట్లు రక్షణ మరియు నేరంపై ప్రత్యామ్నాయం మరియు ఒక బ్యాట్స్ మాన్ కు బంతిని విసిరివేసి, దానిని """"బ్యాట్"""" చేసేందుకు ప్రయత్నిస్తుంది, .""
"
"""But even though this central Asian """"dino-bird"""" was over twice the size of its North American cousin, it wasn't technically a raptor, but a gentler breed of theropod known as an oviraptorosaur (after the poster genus of the breed, Oviraptor).""
","""కానీ ఈ కేంద్ర ఆసియా """"డినో-పక్షి"""" దాని నార్త్ అమెరికన్ కజిన్ యొక్క రెట్టింపు పరిమాణం అయినప్పటికీ, ఇది సాంకేతికంగా రాప్టర్ కాదు, అయితే ఓవిరాప్టోరోసర్ (థైరాయిడ్ జాతికి చెందిన ఓవిఫాప్టర్).""
"
"""But few fish in the world are more tenderly indulged than koi, a variety of the domestic carp that populates the """"koi ponds"""" popular in Japan and other parts of the world, including the U.S. Like their carp cousins, koi can withstand a wide variety of environmental conditions, though (especially considering their bright colors, which are constantly being tinkered with by humans) they're not especially well-equipped to defend themselves against predators.""
","""కానీ జపాన్లో మరియు ప్రపంచంలోని ఇతర ప్రాంతాల్లోని """"కోయి చెరువులను,"""" వారి కార్ప్ బంధువుల వలె అమెరికాతో సహా, కోయిల కంటే వివిధ రకాల దేశీయ కార్ప్లు ప్రపంచంలోని కొన్ని చేపలు మరింత కటినంగా ఉంటాయి, కోయి అనేక రకాల తట్టుకోగలదు పర్యావరణ పరిస్థితుల యొక్క (ముఖ్యంగా వారి ప్రకాశవంతమైన రంగులను పరిగణలోకి తీసుకుంటారు, ఇవి మానవులతో నిరంతరం కష్టపడుతుంటాయి) ముఖ్యంగా వారు వేటాడేవారి నుండి తమను తాము రక్షించుకోవడానికి బాగా సన్నద్ధం కాదు.""
"
"""But suddenly a cousin comes, and plans begin to crumble, as to share their entertainment """"boy-dandelion"""" is not going to.""
","""కాని తర్వాత ఒక బంధువు వస్తుంది, మరియు ప్రణాళికలు వాటా వారి వినోద """"malchik- డాండెలైన్"""" ఉండదని వంటి కృంగిపోవడం ప్రారంభమవుతుంది.""
"
"""Catholics interpret the term """"brothers"""" (adelphos in Greek) and """"sisters"""" in these passages to include nephews, nieces, cousins, half-brothers and half-sisters.""
","""కాథలిక్కులు మేనల్లుళ్ళు, మేనళ్ళు, బంధువులు, అర్ధ-సోదరులు మరియు సగం-సోదరీమణులను చేర్చడానికి ఈ భాగాలలో """"సోదరులు"""" (గ్రీకులో అడేల్ఫోస్) మరియు """"సోదరీమణులు"""" అనే పదాన్ని అర్థం చేసుకుంటారు.""
"
"""Despite cameos by T-Pain, Lil Wayne, Justin Bieber and someone named """"my cousin Nicole,"""" Chance is always in control.""
","""T- నొప్పి, లిల్ వేన్, జస్టిన్ Bieber మరియు """"నా కజిన్ నికోల్"""" అనే వ్యక్తిని కూడా కామోలు ఉన్నప్పటికీ, అవకాశం ఎల్లప్పుడూ నియంత్రణలో ఉంటుంది.""
"
"""Director Peter Berg took his cousin's best-selling novel, """"Friday Night Lights,"""" and adapted it for the screen, bringing his own style and voice to the football film.""
","దర్శకుడు పీటర్ బెర్గ్ తన బంధువు యొక్క ఉత్తమంగా అమ్ముడుపోయిన నవల, ఫ్రైడే నైట్ లైట్స్ ను తీసుకున్నాడు , మరియు దాని కొరకు తన సొంత శైలిని మరియు వాయిస్ను ఫుట్బాల్ చిత్రాలకు తీసుకువచ్చాడు.
"
"""Dora's cousin Diego, who sometimes appears on this show, also has his own show called """"Go, Diego, Go.""""""
","""కొన్నిసార్లు ఈ ప్రదర్శనలో కనిపించే డోరా యొక్క బంధువు డియెగో, """"గో, డియెగో, గో.""
"
"""Elizabeth then acknowledges her cousin Mary as """"the mother of my Lord"""" (Luke 1:42-43).""
",""""""" ఎలిజబెత్ తన బంధువు మేరీని """"నా ప్రభువు తల్లి"""" గా అంగీకరించింది (లూకా 1: 42-43).""
"
"""For those with a """"third-degree"""" relative - cousin, great-grandparent, or great-aunt - who had breast cancer, the risk is 16 percent.""
","""ఒక """"మూడవ-స్థాయి"""" బంధువు-సహోదరి, గొప్ప తాత, లేదా గొప్ప-అత్త-వారికి రొమ్ము క్యాన్సర్ ఉన్నవారికి, ప్రమాదం 16 శాతం ఉంది.""
"
"""From the Baldwins to the Kardashians, Hollywood's elite is full of famous families, but none quite like that of famed pianist Jerry Lee Lewis (also known as """"The Killer"""") whose cousins Jimmy Lee Swaggart and Mickey Gilley would go on to become almost (if not more) famous than him.""
","""బాల్డ్విన్స్ నుండి కర్దాషియన్ల వరకు , హాలీవుడ్ యొక్క ఉన్నత ప్రముఖుల కుటుంబాలు పూర్తిగా ఉన్నాయి, కానీ ప్రఖ్యాత పియానిస్ట్ జెర్రీ లీ లెవీస్ (""""ది కిల్లర్"""" గా కూడా పిలుస్తారు), జిమ్మి లీ స్గగ్గర్ట్ మరియు మిక్కీ జిల్లె (దాదాపుగా) కాకపోతే) అతని కంటే ప్రసిద్ధి.""
"
"""Ganar is a cousin of the English """"gain"""" and sometimes has that meaning as well.""
","""గణేర్ ఇంగ్లీష్ """"లాభం"""" కి బంధువు మరియు కొన్నిసార్లు అదే అర్థం కలిగి ఉంది.""
"
"""Hard-Edge Painting may be considered a """"kissing cousin"""" to Color Field Painting, but it is not gestural painting.""
","""హార్డ్ ఎడ్జ్ పెయింటింగ్ కలర్ ఫీల్డ్ పెయింటింగ్కు ఒక """"ముద్దు బంధువు"""" గా పరిగణించబడవచ్చు, కానీ ఇది సంజ్ఞ చిత్రలేఖనం కాదు.""
"
"""He is also the cousin of former President Benigno """"Noynoy"""" Aquino III.""
","""ఆమె కుమారుడు, బెనిగ్నో """"నోయ్-నోయ్"""" అక్నోనో III కూడా పదిహేడవ అధ్యక్షుడిగా సేవలు అందించారు.""
"
"""How is Meghan Markle's royal baby boy related to the Royal Family and how many cousins, uncles, aunts and grandparents does he have? """"""
","మేఘన్ మార్క్లే యొక్క అబ్బాయికి రాజ కుటుంబానికి ఎలా సంబంధం ఉంది మరియు అతనికి ఎంత మంది బంధువులు, మామలు, అత్తమామలు మరియు తాతలు ఉన్నారు?
"
"""However, Roman Catholics and some Orthodox churches believe those """"brothers"""" and """"sisters"""" mentioned in Scripture were not half-brothers at all, but step-brothers or cousins.""
","""ఏదేమైనా, రోమన్ క్యాథలిక్కులు స్క్రిప్చర్ లో పేర్కొన్న ఆ """"సోదరులు"""" మరియు """"సోదరీమణులు"""" సగం సోదరులు కాదు, కానీ అడుగు-సోదరులు లేదా దాయాదులు.""
"
"""If someone walked up to you and said """"Hello, I'm your third cousin, twice removed,"""" would you have any idea what they meant?""
","""ఎవరైనా మీతో నడిచి ఉంటే, """"హాయ్, నేను మీ మూడవ బంధువు, ఒకసారి తొలగించాను,"""" వారు అర్థం ఏమిటో తెలుసా?""
"
"""If someone walked up to you and said """"Hey, I'm your third cousin, twice removed,"""" would you have any idea what they meant?""
","""ఎవరైనా మీతో నడిచి ఉంటే, """"హాయ్, నేను మీ మూడవ బంధువు, ఒకసారి తొలగించాను,"""" వారు అర్థం ఏమిటో తెలుసా?""
"
"""If someone walked up to you and said """"Hi, I'm your third cousin, once removed,"""" would you know what they meant?""
","""ఎవరైనా మీతో నడిచి ఉంటే, """"హాయ్, నేను మీ మూడవ బంధువు, ఒకసారి తొలగించాను,"""" వారు అర్థం ఏమిటో తెలుసా?""
"
"""If someone walked up to you and said, """"Howdy, I'm your third cousin, twice removed,"""" would you have any idea what they meant?""
","""ఎవరైనా మీతో నడిచి ఉంటే, """"హాయ్, నేను మీ మూడవ బంధువు, ఒకసారి తొలగించాను,"""" వారు అర్థం ఏమిటో తెలుసా?""
"
"""If you go back 20 years or so, the phrase """"multigenerational living"""" might have conjured up images of a fun-loving cousin, probably pushing 30, who refuses to move out of his parents' basement.""
","మీరు 20 సంవత్సరాలు లేదా అంతకు మించి తిరిగి వెళితే, మల్టీజెనరేషన్ లివింగ్ అనే పదం సరదాగా ప్రేమించే కజిన్ యొక్క చిత్రాలను సూచించి ఉండవచ్చు, బహుశా 30 మందిని నెట్టివేస్తుంది, అతను తన తల్లిదండ్రుల నేలమాళిగ నుండి బయటకు వెళ్లడానికి నిరాకరిస్తాడు.
"
"""If you want to use DNA to determine ancestry through any of your other six great-grandparents you will need to convince an aunt, uncle, or cousin who descends directly from that ancestor through an all-male or all-female line to provide a DNA sample.""""""
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"""In a twist of fate only possible on """"GH,"""" a school bus accident took the life of her cousin B.J., giving Maxie the chance at life she needed.""
","""అదృష్టవశాత్తూ """"GH"""" పై విధి యొక్క ట్విస్ట్లో, ఒక పాఠశాల బస్సు ప్రమాదంలో తన బంధువు BJ యొక్క జీవితాన్ని తీసుకుంది, ఆమెకు అవసరమైన జీవితంలో మాక్కి అవకాశం కల్పించింది.""
"
"""In the film, Henry's cousin Mark (Elijah Woods) comes to stay with him but soon discovers that this son is only """"good"""" at murder and mayhem.""
","""ఈ చిత్రంలో, హెన్రీ యొక్క బంధువు మార్క్ (ఎలిజా వుడ్స్) అతనితో కలిసి ఉండటానికి వస్తాడు కానీ వెంటనే ఈ కుమారుడు హత్య మరియు అల్లకల్లోలం మాత్రమే """"మంచి"""" అని తెలుసుకుంటాడు.""
"
"""In the film, Henry's cousin Mark Elijah Woods comes to stay with him but soon discovers that the boy woen only """"good"""" at murder and mayhem.""
","""ఈ చిత్రంలో, హెన్రీ యొక్క బంధువు మార్క్ (ఎలిజా వుడ్స్) అతనితో కలిసి ఉండటానికి వస్తాడు కానీ వెంటనే ఈ కుమారుడు హత్య మరియు అల్లకల్లోలం మాత్రమే """"మంచి"""" అని తెలుసుకుంటాడు.""
"
"""In the past, the Vermont Department of Health has said, """"First cousins, who are Vermont residents, or residents of another state where marriage between first cousins is allowed, may marry each other in Vermont.""
","""వెర్మోంట్ డిపార్ట్మెంట్ ఆఫ్ హెల్త్ అందించిన కరపత్రం ప్రకారం """"వెర్మోంట్ నివాసితులు, లేదా మొదటి బంధువుల మధ్య వివాహం అనుమతి ఉన్న మరొక రాష్ట్రం యొక్క నివాసితులు, వెర్మోంట్లో ఒకరినొకరు వివాహం చేసుకోవచ్చు.""
"
"""Inspector Jai Singh spoke and revealed, """"According to our investigation, we have come to know so far that the brother was already a permanent resident of Australia and documents were forged to give his sister the identity of their cousin and they first got a marriage certificate from a gurdwara and it was registered in the sub-registrar's office.""""""
","""ఇన్స్పెక్టర్ జై సింగ్ స్టోరీపిక్తో మాట్లాడాడు మరియు వెల్లడించాడు, """"మా విచారణ ప్రకారం, సోదరుడు అప్పటికే ఆస్ట్రేలియాలో శాశ్వత నివాసి అని మాకు తెలిసింది మరియు అతని సోదరికి వారి కజిన్ గుర్తింపును ఇవ్వడానికి పత్రాలు నకిలీ చేయబడ్డాయి మరియు వారు మొదట పొందారు గురుద్వారా నుండి వివాహ ధృవీకరణ పత్రం మరియు అది సబ్ రిజిస్ట్రార్ కార్యాలయంలో నమోదు చేయబడింది.""
"
"""Inspector Jai Singh spoke to Storypick and revealed, """"According to our investigation, we have come to know so far that the brother was already a permanent resident of Australia and documents were forged to give his sister the identity of their cousin and they first got a marriage certificate from a gurdwara and it was registered in the sub-registrar's office.""""""
","""ఇన్స్పెక్టర్ జై సింగ్ స్టోరీపిక్తో మాట్లాడాడు మరియు వెల్లడించాడు, """"మా విచారణ ప్రకారం, సోదరుడు అప్పటికే ఆస్ట్రేలియాలో శాశ్వత నివాసి అని మాకు తెలిసింది మరియు అతని సోదరికి వారి కజిన్ గుర్తింపును ఇవ్వడానికి పత్రాలు నకిలీ చేయబడ్డాయి మరియు వారు మొదట పొందారు గురుద్వారా నుండి వివాహ ధృవీకరణ పత్రం మరియు అది సబ్ రిజిస్ట్రార్ కార్యాలయంలో నమోదు చేయబడింది.""
"
"""Interestingly,recordar is a cousin of the wordcorazón, meaning """"heart,"""" as the heart has been thought of as the center of memory and emotions.""
","""ఆసక్తికరంగా, రికార్డర్ అనేది """"హృదయం"""" అనే అర్థం కలిగిన కరాజోన్ అనే పదం యొక్క బంధువు, ఇది మెమరీ మరియు భావోద్వేగాల కేంద్రంగా భావించబడుతున్నది.""
"
"""It is an etymological cousin of the English word """"appear,"""" which can be used in a similar way, as in the phrase """"it appears that.""""""
","""ఇది """"కనిపించే"""" ఆంగ్ల పదం యొక్క శబ్దవ్యుత్పత్తి బంధువు, అదే విధంగా ఉపయోగించబడుతుంది, """"ఇది కనిపిస్తుంది.""
"
"""It is interesting that the cousins in the old days were referred to as the """"brother"""" or """"brother"""" (that's where these proud definitions of the era of the 90's!), And their wives, respectively, """"bratanihami.""""""
","""ఆసక్తికరంగా, పాత రోజుల్లో దాయాదులు """"సోదరుడు"""" లేదా """"bratelnik"""" అని పిలిచేవారు వారి భార్యలు, మరియు, వరుసగా, """"bratanihami"""" (ఆ పేరు ఈ గర్వంగా వయస్సు 90 నిర్ణయించడానికి! వార్తలు). మీరు బ్రదర్స్ మరియు దాయాదులు, అలాగే వారి భార్యలు, వివిధ విభిన్న పదాలను నిర్ణయించబడతాయి తెలుసు - """"ఆమె నాకు అయిన నా భార్య యొక్క సోదరుడు,"""" కనుగొనటానికి అంటే.""
"
"""It is thus appropriate that the very next action of the Blessed Virgin that Saint Luke the Evangelist records is Mary's """"making haste"""" to visit her cousin.""
",""""""" అందువల్ల, బ్లెస్డ్ వర్జిన్ యొక్క తదుపరి చర్య, సెయింట్ లూకా సువార్తికుల రికార్డులు ఆమె బంధువుని సందర్శించడానికి మేరీ యొక్క """"మేలుకోవడం.""""""
"
"""It was the only """"Owens"""" in the phone book, so I knew it was my friend's cousin's number.""
","""ఇది ఫోన్ పుస్తకంలో మాత్రమే """"ఓవెన్స్"""" గా ఉంది, కనుక ఇది నా స్నేహితుడు బంధువు సంఖ్య అని నాకు తెలుసు.""
"
"""It was the only """"Owens"""" in the phonebook, so I knew it was my friend's cousin's number.""
","""ఇది ఫోన్ పుస్తకంలో మాత్రమే """"ఓవెన్స్"""" గా ఉంది, కనుక ఇది నా స్నేహితుడు బంధువు సంఖ్య అని నాకు తెలుసు.""
"
"""It would be more like a cousin or an aunt on a family tree and just like in humans, it is possible for a """"cousin"""" or an """"aunt"""" to be younger than the Archaeopteryx.""
","""ఇది ఒక కుటుంబ వృక్షంపై బంధువు లేదా అత్త లాగా ఉంటుంది మరియు మానవులలో వలె ఉంటుంది, ఇది ఆర్కియోపోట్రిక్స్ కంటే చిన్న వయస్సులో ఉన్న """"బంధువు"""" లేదా """"అత్త"""" కు అవకాశం ఉంది.""
"
"""Joe Pesci proved he could be """"funny"""" in Goodfellas, but his best comedic turn came in My Cousin Vinny, in which he plays a rookie New York lawyer whose first case is trying to get his younger cousin acquitted of murder charges in rural Alabama.""
","""జో పెస్కి అతను గుడ్ఫెల్లాస్లో """"ఫన్నీ"""" గా ఉన్నాడని నిరూపించాడు, కాని అతని ఉత్తమ కామెడీ మలుపు నా కజిన్ విన్నైలో వచ్చింది, దీనిలో అతను రూకీ న్యూయార్క్ న్యాయవాది పాత్రలో నటించాడు, దీని మొదటి కేసు గ్రామీణ అలబామాలో హత్య ఆరోపణలను నిర్దోషులుగా తన చిన్న బంధువుకి తీసుకోవాలని ప్రయత్నిస్తుంది.""
"
"""Keshab Chunder Sen saw the English rule in India as a """"reunion of parted cousins.""
","""కేశవ చందర్ సేన్ భారతదేశంలో ఆంగ్ల పాలనను """"విడిపోయిన దాయాదుల పునస్సంగమం"""" అని వర్ణించాడు.""
"
"""Known as the """"Gulf of California harbor porpoise,"""" vaquitas - cousins to the blue whale - are the smallest and most endangered marine mammals in the world.""
","""దీనిని 'గల్ఫ్ ఆఫ్ కాలిఫోర్నియా నౌకాశ్రయం' అని పిలుస్తారు పోర్పోయిస్ , """"వాకిటాస్ - దాయాదులు నీలం తిమింగలం - ప్రపంచంలో అతిచిన్న మరియు అంతరించిపోతున్న సముద్ర క్షీరదాలు.""
"
"""Marus Rashford's cousin claimed the victim """"looked at him funny"""" and that he was going to """"teach him a lesson.""""""
","""మారుస్ రాష్ఫోర్డ్ యొక్క కజిన్ బాధితుడు """"అతనిని సరదాగా చూశాడు"""" మరియు అతను """"అతనికి ఒక పాఠం నేర్పించబోతున్నాడు"""" అని పేర్కొన్నాడు.""
"
"""Mr Singh said: """"According to our investigation, we have come to know so far that the brother was already a permanent resident of Australia and documents were forged to give his sister the identity of their cousin and they first got a marriage certificate from a gurdwara and it was registered in the sub-registrar's office.""
","""ఇన్స్పెక్టర్ జై సింగ్ స్టోరీపిక్తో మాట్లాడాడు మరియు వెల్లడించాడు, """"మా విచారణ ప్రకారం, సోదరుడు అప్పటికే ఆస్ట్రేలియాలో శాశ్వత నివాసి అని మాకు తెలిసింది మరియు అతని సోదరికి వారి కజిన్ గుర్తింపును ఇవ్వడానికి పత్రాలు నకిలీ చేయబడ్డాయి మరియు వారు మొదట పొందారు గురుద్వారా నుండి వివాహ ధృవీకరణ పత్రం మరియు అది సబ్ రిజిస్ట్రార్ కార్యాలయంలో నమోదు చేయబడింది.""
"
"""Near Jenna and Barbara Bush's bronzed handprints are those of their cousins, including """"Jebby,"""" son of George W. Bush's brother Jeb.""
","""జెన్నా మరియు బార్బరా బుష్ యొక్క బ్రోన్జెడ్ హ్యాండ్ప్రింట్ లు జార్జి డబ్ల్యూ బుష్ సోదరుడు జెబ్ కుమారుడైన """"జబ్బి"""" తో సహా వారి బంధువులకి చెందినవి.""
"
