eng_Latn,hin_Deva
"""According to another elderly man whose three nephews were working in the factory, """"At least 12-15 machines were installed in the unit.""
","""एक अज्ञात बुजुर्ग व्यक्ति के अनुसार जिनके तीन भतीजे कारखाने में काम कर रहे थे, """"यूनिट में कम से कम 12-15 मशीनें थीं।""
"
"""Alicia Sierra, whose nephew Habib Ojeda Sierra, a 23-year-old grocery store worker and father of two, was among those killed, said she didn't want his death """"to go unpunished, as have so many other crimes,"""" referring to the April killings.""
","""एलिसिया सिएरा, जिनके भतीजे हबीब ओजेदा सिएरा, एक एक्सएनयूएमएक्स-वर्षीय किराने की दुकान कार्यकर्ता और दो के पिता, मारे गए लोगों में से एक थे, ने कहा कि वह नहीं चाहती कि उनकी मृत्यु """"असम्बद्ध हो, जैसा कि अन्य कई अपराध हैं,"""" जिक्र करते हुए।""
"
"""Alicia Sierra, whose nephew Habib Ojeda Sierra, a 23-year-old grocery store worker and father of two, was among those killed, said she doesn't want his death """"to go unpunished, as have so many other crimes,"""" referring to the April killings.""
","""एलिसिया सिएरा, जिनके भतीजे हबीब ओजेदा सिएरा, एक एक्सएनयूएमएक्स-वर्षीय किराने की दुकान कार्यकर्ता और दो के पिता, मारे गए लोगों में से एक थे, ने कहा कि वह नहीं चाहती कि उनकी मृत्यु """"असम्बद्ध हो, जैसा कि अन्य कई अपराध हैं,"""" जिक्र करते हुए।""
"
"""An elderly man whose three nephews worked at the building said, """"At least 12-15 machines were installed in the unit.""
","""एक अज्ञात बुजुर्ग व्यक्ति के अनुसार जिनके तीन भतीजे कारखाने में काम कर रहे थे, """"यूनिट में कम से कम 12-15 मशीनें थीं।""
"
"""An elderly man, whose three nephews worked at the building, said, """"At least 12-15 machines were installed in the unit.""
","""एक अज्ञात बुजुर्ग व्यक्ति के अनुसार जिनके तीन भतीजे कारखाने में काम कर रहे थे, """"यूनिट में कम से कम 12-15 मशीनें थीं।""
"
"""An unidentified elderly man whose three nephews worked in the building said, """"At least 12-15 machines were installed in the unit.""""""
","""एक अज्ञात बुजुर्ग व्यक्ति के अनुसार जिनके तीन भतीजे कारखाने में काम कर रहे थे, """"यूनिट में कम से कम 12-15 मशीनें थीं।""
"
"""Confirming the news, her nephew Naushad says, """"Since she was old, 80 plus, there wasn't much to be done.""
","""इस खबर की पुष्टि करते हुए, उनके भतीजे नौशाद कहते हैं, """"चूंकि वह ८० साल की हो गई थी, इसलिए करने के लिए बहुत कुछ नहीं था।""
"
"""Even when Jon (finally!) confesses the truth - that he is her brother's son and a legitimate Targaryen - her first thought isn't """"Wow, I'm having relations with my nephew,"""" it's that Jon is now her royal competition.""
",""") सच्चाई को स्वीकार करता है - कि वह उसके भाई का बेटा और एक वैध टारगैरियन है - उसका पहला विचार """"वाह, मैं अपने भतीजे के साथ संबंध नहीं बना रहा हूँ, """" यह है कि जॉन अब उसका शाही है प्रतियोगिता।""
"
"""Even when Jon (finally!) confesses the truth -- that he is her brother's son and a legitimate Targaryen -- her first thought isn't """"Wow, I'm having relations with my nephew,"""" it's that Jon is now her royal competition.""
",""") सच्चाई को स्वीकार करता है - कि वह उसके भाई का बेटा और एक वैध टारगैरियन है - उसका पहला विचार """"वाह, मैं अपने भतीजे के साथ संबंध नहीं बना रहा हूँ, """" यह है कि जॉन अब उसका शाही है प्रतियोगिता।""
"
"""Felisari and Sitta, as young people, """"which has just shown first beard,"""" were the personal bearers of Justinian, nephew to the Emperor Justin, at that time not even a co-Regent of his uncle.""
","""बेलिसरियस और सिट्टा, युवा पुरुष होने के नाते, """"जिन्होंने अभी-अभी अपनी पहली दाढ़ी दिखाई थी,"""" सम्राट जस्टिन के भतीजे जस्टिनियन के व्यक्तिगत भाले थे, जो उस समय उनके चाचा के सह-शासक भी नहीं थे।""
"
"""Harry said, """"My nephew.""
","""हार्डी ने कहा, """"मेरा बे""
"
"""I said, """"Your nephew.""""""
","""मैं बोला""""तुम्हारी जवानी""""।""
"
"""In 1711, working in collaboration with his nephew, also the famous artist Marco Ricci, he created two canvases: """"Esther before Artaxerxes"""" and """"Moses, found in the waters of the Nile.""""""
","""1711 में, अपने भतीजे के साथ मिलकर काम करते हुए, प्रसिद्ध कलाकार मार्को रिक्की, उन्होंने दो कैनवस बनाएः """"एटेक्सर्क्स से पहले एस्तेर"""" और """"मूसा नील नदी के पानी में मिला"""" .""
"
"""In a chat with ABP, Arvind's nephew Kaustubh Trivedi said, """"Uncle was unwell for past few years.""
","""अपने स्वास्थ्य के बारे में बात करते हुए, अरविंद त्रिवेदी के भतीजे कौस्तुभ त्रिवेदी ने कहा, """"चाचा पिछले कुछ सालों से अस्वस्थ थे।""
"
"""In the Dresden Gallery are two artists, nicknamed Canaletto - Giovanni Antonio Canal, who owns the painting """"The Cathedral of San Giovanni e Paolo and the Piazza San Marco"""" and his nephew Bernardo Bellotto.""
","""ड्रेसडेन गैलरी में दो कलाकार हैं जिनका नाम कैनालेट्टो है - जियोवानी एंटोनियो नहर, जो चित्र के मालिक हैं """"कैथेड्रल ऑफ़ सैन जियोवानी ई पाओलो और पियाज़ा सैन मार्को"""" और उनके भतीजे बर्नार्डो बेलोटो।""
"
"""It may be your nephew's partner or your cousin's best friend, the important thing is to know the answer to your question, """"what will he like the most?,"""" First hand.""
","""हो सकता है कि यह आपके भतीजे के साथी या आपके चचेरे भाई का सबसे अच्छा दोस्त है, महत्वपूर्ण बात यह है कि अपने प्रश्न का उत्तर जानना, """"आपको सबसे ज्यादा क्या पसंद है?""
"
"""Maybe it's your nephew's partner or your cousin's best friend, the important thing is to know the answer to your question, """"what do you like the most?""""""
","""हो सकता है कि यह आपके भतीजे के साथी या आपके चचेरे भाई का सबसे अच्छा दोस्त है, महत्वपूर्ण बात यह है कि अपने प्रश्न का उत्तर जानना, """"आपको सबसे ज्यादा क्या पसंद है?""
"
"""Maybe it's your nephew's partner or your cousin's best friend, the important thing is to know the answer to your question, """"what do you like the most?,"""" Firsthand.""
","""हो सकता है कि यह आपके भतीजे के साथी या आपके चचेरे भाई का सबसे अच्छा दोस्त है, महत्वपूर्ण बात यह है कि अपने प्रश्न का उत्तर जानना, """"आपको सबसे ज्यादा क्या पसंद है?""
"
"""Ms. McWilliams brothers, interviewed at her son's soccer game, gladly stepped into the father role for their nephew.""""""
","सुश्री मैकविलियम भाइयों ने उनके बेटे के फुटबॉल गेम में साक्षात्कार लिया, उनके भतीजे के लिए खुशी से पिता की भूमिका में कदम रखा।
"
"""Or: """"How would I feel if I left the children of my estranged siblings far fewer than my other nieces and nephews?""""""
",""""""" याः """"मैं अपनी अन्य भतीजी और भतीजों की तुलना में अपने अलग हुए भाई-बहनों के बच्चों को बहुत कम छोड़कर कैसा महसूस करूंगा?""
"
"""Or: """"How wouldn't it make me really feel to depart the kids of my estranged siblings far lower than what I go away my different nieces and nephews?""""""
",""""""" याः """"मैं अपनी अन्य भतीजी और भतीजों की तुलना में अपने अलग हुए भाई-बहनों के बच्चों को बहुत कम छोड़कर कैसा महसूस करूंगा?""
"
"""Paras lauded Bihar Chief Minister Nitish Kumar as a good leader and """"vikas purush"""" (development-oriented man), highlighting the deep fault lines within the party as his nephew has been a strong critic of the supreme JD (U) leader.""
","""पारस ने बिहार के मुख्यमंत्री नीतीश कुमार को एक अच्छे नेता और """"विकास पुरुष"""" (विकासोन्मुखी) के रूप में सराहा आदमी), पार्टी के भीतर गहरी गलती की रेखाओं को उजागर करते हुए अपने भतीजे के रूप में सर्वोच्च जद (यू) नेता के कड़े आलोचक रहे हैं।""
"
"""Pawar, the nephew of NCP President Sharad Pawar also expressed """"pain"""" at the manner in which his sisters are being targeted by the ITD and the motive behind the action is still not clear.""
","राकांपा अध्यक्ष शरद पवार के भतीजे पवार ने भी आईटी विभाग द्वारा उनकी बहनों को निशाना बनाने के तरीके पर दर्द व्यक्त किया और कहा कि कार्रवाई के पीछे का मकसद अभी भी स्पष्ट नहीं है।
"
"""Pawar, the nephew of NCP President Sharad Pawar, also expressed """"pain"""" at the manner in which his sisters are being targeted by the IT Department, and said that the motive behind the action is still not clear.""
","राकांपा अध्यक्ष शरद पवार के भतीजे पवार ने भी आईटी विभाग द्वारा उनकी बहनों को निशाना बनाने के तरीके पर दर्द व्यक्त किया और कहा कि कार्रवाई के पीछे का मकसद अभी भी स्पष्ट नहीं है।
"
"""Pawar, the nephew of NCP president Sharad Pawar also expressed """"pain"""" at the manner in which his sisters are being targeted by the ITD and the motive behind the action is still not clear.""
","राकांपा अध्यक्ष शरद पवार के भतीजे पवार ने भी आईटी विभाग द्वारा उनकी बहनों को निशाना बनाने के तरीके पर दर्द व्यक्त किया और कहा कि कार्रवाई के पीछे का मकसद अभी भी स्पष्ट नहीं है।
"
"""Seeing the work of the Cubists, Bonnard said to his nephew: """"I was sent back to school, I am overloaded with color.""""""
","""क्यूबिस्ट के कामों को देखने के बाद, बोनार्ड ने अपने भतीजे को बतायाः """"मुझे वापस स्कूल भेज दिया गया।""
"
"""The nephew of Bharatiya Jana Sangh founder Syama Prasad Mookerjee said on Tuesday that the provisions of Article 370 of the Constitution was """"promoting disharmony"""" among the people and needed to be changed.""
","""भारतीय जनसंघ के संस्थापक श्यामा प्रसाद मुखर्जी के भतीजे चित्ततोष मुखर्जी ने मंगलवार को कहा कि संविधान के अनुच्छेद 370 के प्रावधान लोगों में """"वैमनस्य को बढ़ावा"""" दे रहे थे और उन्हें बदले जाने की जरूरत थी.""
"
"""The news was confirmed by her nephew Naushad who says, """"Since she was old, 80 plus, there wasn't much to be done.""
","""इस खबर की पुष्टि उनके भतीजे नौशाद ने की, जो कहते हैं, """"चूंकि वह बूढ़ी हो गई थी, इसलिए 80 साल से अधिक की उम्र में, करने के लिए बहुत कुछ नहीं था।""
"
"""The news was confirmed by her nephew Naushad, who says, """"Since she was over 80, there wasn't much to do.""
","""इस खबर की पुष्टि करते हुए, उनके भतीजे नौशाद कहते हैं, """"चूंकि वह ८० साल की हो गई थी, इसलिए करने के लिए बहुत कुछ नहीं था।""
"
"""There are no """"naive adults"""" here, but rather """"rabbi's nephews""""""
","""यहां """"भोले-भाले वयस्क"""" नहीं हैं, बल्कि """"रब्बी के भतीजे"""" हैं""
"
"""Uncle Charlie, now older and wiser, encourages his nephew after a few setbacks, saying, """"In life, you gotta have 'it.'""
","""चाचा चार्ली, जो अब बड़े और समझदार हैं, कुछ असफलताओं के बाद अपने भतीजे को प्रोत्साहित करते हुए कहते हैं, """"जीवन में, आपके पास 'यह' होना चाहिए।""
"
"""Vladimir Yavachev, Christo's nephew and manager of the project, who worked with the artist for 30 years, explained that the shimmering color of the fabric and the vivid ropes are Christo's """"poetic interpretation"""" of the blue, white and red of the French flag.""
","""क्रिस्टो के भतीजे व्लादिमीर यावचेव और परियोजना के संचालन निदेशक, जिन्होंने 30 वर्षों तक कलाकार के साथ काम किया, ने समझाया कि कपड़े और ज्वलंत रस्सियों का झिलमिलाता रंग क्रिस्टो की फ्रांसीसी ध्वज के नीले, सफेद और लाल रंग की """"काव्य व्याख्या"""" है।""
"
"""Vladimir Yavachev, Christo's nephew and the project's director of operations who worked with the artist for 30 years, explained that the shimmering color of the fabric and vivid ropes are Christo's """"poetic interpretation"""" of the blue, white and red of the French flag.""
","""क्रिस्टो के भतीजे व्लादिमीर यावचेव और परियोजना के संचालन निदेशक, जिन्होंने 30 वर्षों तक कलाकार के साथ काम किया, ने समझाया कि कपड़े और ज्वलंत रस्सियों का झिलमिलाता रंग क्रिस्टो की फ्रांसीसी ध्वज के नीले, सफेद और लाल रंग की """"काव्य व्याख्या"""" है।""
"
"(c) He was defeated by his nephew in a battle
","(c) एक युद्ध में वे अपनी भतीजे द्वारा पाजित हुए।
"
"1930s and is attributed to the nine-year-old nephew of American mathematician Edward Kasner.
","दशक में गढ़ा गया था और इसका श्रेय अमेरिकी गणितज्ञ एडवर्ड कैसनर के नौ वर्षीय
"
"A broken man who has suffered terrible losses becomes the custodian of his teenage nephew.
","एक टूटा हुआ आदमी जिसे भयानक भयानक नुकसान होता है, वह अपने किशोर भतीजे का अभिभावक बन जाता है।
"
"A broken man who has suffered terrible losses becomes the guardian of his young nephew.
","एक टूटा हुआ आदमी जिसे भयानक भयानक नुकसान होता है, वह अपने किशोर भतीजे का अभिभावक बन जाता है।
"
"A broken man who's experienced terrible losses becomes the guardian of his teenage nephew.
","एक टूटा हुआ आदमी जिसे भयानक भयानक नुकसान होता है, वह अपने किशोर भतीजे का अभिभावक बन जाता है।
"
"A later email from this newly discovered cousin confirmed that he had recently spoken with Katie's nephew, 82 and living in Buenos Aires, who confirmed that the rest of the family was among Knyszyn's 2,000 murdered Jews.
","इस नए खोजे गए चचेरे भाई के बाद के एक ईमेल ने पुष्टि की कि उसने हाल ही में केटी के भतीजे 82 के साथ बात की थी और ब्यूनस आयर्स में रह रहे थे, जिन्होंने पुष्टि की कि बाकी परिवार न्याज़िन के 2,000 हत्यारे यहूदियों में से एक था.
"
"A piece of information that his nephew [more...]
","जानकारी का एक टुकड़ा है कि उनके भतीजे [अधिक ...]
"
"A skeleton figure, made by her nephew to represent his grandmother, stood on the side.
","एक कंकाल की आकृति, जो उसके भतीजे द्वारा अपनी दादी का प्रतिनिधित्व करने के लिए बनाई गई थी, किनारे पर खड़ी थी।
"
"Aamir Khan's nephew Imran said goodbye to the film world, know the reason
","आमिर खान के भांजे इमरान ने फिल्म जगत को कहा अलविदा,जानिए वजह
"
"According to ABP News, Arvind Trivedi's nephew Kaustubh Trivedi confirmed the death of his uncle.
","एबीपी न्यूज के अनुसार अरविंद त्रिवेदी के भतीजे कौस्तुभ त्रिवेदी ने अपने चाचा के निधन की पुष्टि की।
"
"According to Kaustubh Trivedi, the actor's nephew, the actor was unwell for a long time and took his last breath at his residence in the suburb of Candivari at around 10 pm.
","उनके भतीजे कौस्तुभ त्रिवेदी ने बताया कि अभिनेता लंबे समय से बीमार थे और उन्होंने उपनगर कांदिवली में अपने आवास पर रात दस बजे अंतिम सांस ली।
"
"According to the actor's nephew, Kaustubh Trivedi, the actor had been unwell for a long time and breathed his last around 10 pm at his residence here in suburban Kandivali.
","उनके भतीजे कौस्तुभ त्रिवेदी ने बताया कि अभिनेता लंबे समय से बीमार थे और उन्होंने उपनगर कांदिवली में अपने आवास पर रात दस बजे अंतिम सांस ली।
"
"According to the actor's nephew, Kaustubh Trivedi, the actor had been unwell for a long time and breathed his last around 10 pm at his residence in suburban Kandivali in Mumbai.
","उनके भतीजे कौस्तुभ त्रिवेदी ने बताया कि अभिनेता लंबे समय से बीमार थे और उन्होंने उपनगर कांदिवली में अपने आवास पर रात दस बजे अंतिम सांस ली।
"
"According to the actor's nephew, Kaustubh Trivedi, the actor had been unwell for a long time and breathed his last around 10 pm on Tuesday at his residence here in suburban Kandivali
","उनके भतीजे कौस्तुभ त्रिवेदी ने बताया कि अभिनेता लंबे समय से बीमार थे और उन्होंने उपनगर कांदिवली में अपने आवास पर रात दस बजे अंतिम सांस ली।
"
"According to the order of the late Rajendra's nephew and resident of the same village Hasanpur, a 4-day Ramleela is held in his village every year.
","दिवंगत राजेंद्र के भतीजे और उसी गाँव हसनपुर के रहने वाले आदेश के मुताबिक हर साल उनके गांव में 4 दिन की रामलीला आयोजित होती है।
"
"Ajit was sworn-in as Deputy Chief Minister on Saturday morning, only to be snubbed by Pawar who said the decision to support the BJP was not backed by him and was his nephew's personal one.
","अजित पवार ने शनिवार की सुबह उप मुख्यमंत्री पद की शपथ ली, जिस पर पवार ने कहा कि बीजेपी को समर्थन देने के निर्णय का उन्होंने समर्थन नहीं किया है और यह उनके भतीजे का व्यक्तिगत फैसला है.
"
"Ajit was sworn-in as deputy chief minister on Saturday morning, only to be snubbed by Pawar who said the decision to support the BJP was not backed by him and was his nephew's personal one.
","अजित पवार ने शनिवार की सुबह उप मुख्यमंत्री पद की शपथ ली, जिस पर पवार ने कहा कि बीजेपी को समर्थन देने के निर्णय का उन्होंने समर्थन नहीं किया है और यह उनके भतीजे का व्यक्तिगत फैसला है.
"
"Also, ask your children (or nieces, nephews, or friend's children) to tell you a story.
","इसके अलावा, आपको एक कहानी बताने के लिए अपने बच्चों (या भाई, भतीजे, या दोस्त के बच्चों) से पूछें।
"
"Amanda is in love together with her husband Casey, her nephew Jackson, and their dog Topanga whom all live in combination in Rochester, New York.
","अमांडा अपने पति केसी, उसके बेटे रोनन, उसके भतीजे जैक्सन और उनके कुत्ते टोंगा के साथ प्यार में हैं जिन्हें सभी न्यूयॉर्क के रोचेस्टर में एक साथ रहते हैं ।
"
"Amanda is in love with her husband Casey, her one-year old Ronan, her nephew Jackson, and their dog Topanga whom all live together in Rochester, New York.
","अमांडा अपने पति केसी, उसके बेटे रोनन, उसके भतीजे जैक्सन और उनके कुत्ते टोंगा के साथ प्यार में हैं जिन्हें सभी न्यूयॉर्क के रोचेस्टर में एक साथ रहते हैं ।
"
"And he says that's my nephew.
","और कहा कि मेरी चाची है।
"
"And he was sinking into depression as he coped with moving his parents into a nursing home and adopting his emotionally challenged four-year-old nephew.
","और वह अवसाद में डूब रहा था क्योंकि उन्होंने अपने माता-पिता को नर्सिंग होम में ले जाने और उनके भावनात्मक रूप से चुनौतीपूर्ण चार वर्षीय भतीजे को अपनाया।
"
"Anyway, d'Esnambuc died prematurely in 1636, leaving the company and Martinique in the hands of his nephew, Jacques Dyel du Parquet... Du Parquet proceeded to colonize Martinique, established the first settlement in Saint Lucia in 1643, and headed an expedition that established a French settlement in Grenada in 1649.
","वैसे भी, 1636 में डी 'इस्नाम्बुच का समय से पहले ही निधन हो गया, कंपनी और मार्टिनिक को उनके भतीजे, जैक्स डिएल डु परक्वेट के हाथों में छोड़ दिया ... ड्यूक ने मार्टीनिक के उपनिवेश के लिए आगे बढ़े, 1643 में सेंट लूसिया में पहली बस्ती की स्थापना की, और एक अभियान का नेतृत्व किया 1649 में ग्रेनाडा में एक फ्रांसीसी समझौता।
"
"Article 370 promoted 'disharmony', needed to be changed: Syama Prasad Mookerjee's nephew
","अनुच्छेद 370 ने 'वैमनस्य' को बढ़ावा दिया, बदले जाने की जरूरत थीः चित्ततोष मुखर्जी
"
"Arvind Trivedi's nephew Kaustubh Trivedi confirmed the death of his uncle.
","एबीपी न्यूज के अनुसार अरविंद त्रिवेदी के भतीजे कौस्तुभ त्रिवेदी ने अपने चाचा के निधन की पुष्टि की।
"
"Arvind was not married and was residing together with his nephew's daughter-in-law and their son.
","अरविंद की शादी नहीं हुई थी और वह अपने भतीजे की बहू और उनके बेटे के साथ रह रहे थे।
"
"As a result, David is now more connected to his nephew, and they have important conversations about gay development, intimacy in their own family, and the development of sexuality, and safer sex.
","नतीजतन, डेविड अब अपने भतीजे से अधिक जुड़ा है, और उनके पास समलैंगिक विकास, अपने परिवार में अंतरंगता, और कामुकता के विकास और सुरक्षित यौन संबंध के बारे में महत्वपूर्ण बातचीत है।
"
"Asgar's sister Radia Bibi with one of her nephews.
","असगर की बहन राडिया बीबी अपने एक भतीजे के साथ।
"
"At the nephew's house
","चाची के घर में
"
"Banerjee is expected to host tea for opposition leaders at 3 p.m. on July 28, possibly at the home of her nephew, and Trinamool Congress MP and General Secretary, Abhishek Banerjee in Delhi.
","ममता के बुधवार दोपहर 3 बजे विपक्षी नेताओं के लिए चाय की मेजबानी करने की उम्मीद है, संभवतः उनके भतीजे और तृणमूल कांग्रेस के सांसद और महासचिव अभिषेक बनर्जी के घर पर दिल्ली में।
"
"Banerjee is expected to host tea for opposition leaders at 3 p.m. on Wednesday, possibly at the home of her nephew, and Trinamool Congress MP and General Secretary, Abhishek Banerjee in Delhi.
","ममता के बुधवार दोपहर 3 बजे विपक्षी नेताओं के लिए चाय की मेजबानी करने की उम्मीद है, संभवतः उनके भतीजे और तृणमूल कांग्रेस के सांसद और महासचिव अभिषेक बनर्जी के घर पर दिल्ली में।
"
"Bansal had to resign from the Ministry of Railway after the prime accused was none other than his nephew.
","बंसल को रेलवे मंत्रालय से इस्तीफा देना पड़ा क्योंकि मुख्य आरोपी उनके भतीजे के अलावा कोई नहीं था।
"
"Before that, Maoists had attacked Singh's nephew who was on his way to Dumaria from Gaya.
","इससे पहले, माओवादियों ने सिंह के भतीजे को डुमरिया से गया जाते वक्त रास्ते में पीटा था।
"
"Being the nephew of the Qawwali legend Nusrat Fateh Ali Khan (late), Rahat has carved a name for himself.
","कव्वाली के दिग्गज नुसरत फतेह अली खान (दिवंगत) के भतीजे होने के नाते, रहत ने खुद के लिए एक नाम दिया है।
"
"Berke Khan's nephew, Hulagu, ruled northern Persia and was given instructions by his brother Mongke to incorporate the area from Persia to Egypt into the Mongol Empire.
","बर्क खान के भतीजे, हलाकु ने उत्तरी फारस पर शासन किया और उन्हें अपने भाई मोंके द्वारा निर्देश दिया गया ताकि वे फारस से मिस्र के क्षेत्र को मंगोल साम्राज्य में शामिल कर सकें।
"
"Black died in their Woodside home of bone marrow disease in August 2005, and Temple's nephew, Richard, said she was lonely ever since.
","अगस्त २००५ में ब्लैक की अस्थि मज्जा की बीमारी के उनके वुडसाइड घर में मृत्यु हो गई, और मंदिर के भतीजे, रिचर्ड ने कहा कि वह तब से अकेली थी।
"
"Burhan-ul-Mulk was succeeded by his nephew Safdar Jang, who was simultaneously appointed the wazirof the Empire in 1748 and granted in addition the province of Allahabad.
","वह अपने भतीजे सफदर जंग द्वारा सफल हुआ, जिसे एक साथ 1748 में साम्राज्य का वज़ीर नियुक्त किया गया और इलाहाबाद प्रांत के अतिरिक्त दिया गया।
"
"But she's the mother of my two sweet nephews - we had our first babies at the same time - and she'll always be a sister to me.
","लेकिन वह मेरे दो प्यारे भतीजों की माँ है - हमारे पहले बच्चे एक ही समय में थे - और वह हमेशा मेरी बहन रहेगी।
"
"But they did not widely introduce it because the Ministry of Railways became the Ministry of nephews and sons: they no longer allocate funds for further production, put it in their pockets.
","लेकिन उन्होंने इसे व्यापक रूप से पेश नहीं किया क्योंकि रेल मंत्रालय भतीजे और बेटों का मंत्रालय बन गयाः वे अब आगे के उत्पादन के लिए धन आवंटित नहीं करते हैं, इसे अपनी जेब में डालते हैं।
"
"C. He was defeated by his nephew in a battle
","C. एक युद्ध में वे अपने भतीजे द्वारा पराजित हुए
"
"Campbell kept expanding on the course, with the help of nephew and fellow ANW veteran Travis Furlanic, to the point where construction was shifted to a larger property in Santa Cruz owned by Campbell's brother.
","कैंपबेल अपने भतीजे और साथी की मदद से पाठ्यक्रम का विस्तार करता रहा ANW अनुभवी ट्रैविस फुरलानिक, उस बिंदु पर जहां कैंपबेल के भाई के स्वामित्व वाले सांताक्रूज में निर्माण को एक बड़ी संपत्ति में स्थानांतरित कर दिया गया था।
"
"Care for your loved ones - This is a holistic cover that provides a health cover to you and your family members (parents, parents-in-law, niece, nephew, spouse, kids).
","अपने प्रियजनों की देखभाल करें - यह एक समग्र कवर है जो आपको और आपके परिवार के सदस्यों (माता-पिता, सास, भतीजी, भतीजे, पति/पत्नी, बच्चों) को स्वास्थ्य कवर प्रदान करता है।
"
"Choksi and his nephew Nirav Modi are under probe by both Central Bureau of Investigation (CBI) and ED.
","मेहुल चोकसी और नीरव मोदी दोनों सीबीआई और ईडी जांच का सामना कर रहे हैं।
"
"Das is the nephew of former minister Akhilesh Das and the black SUV which allegedly knocked down the 4 farmers is claimed to be owned by him.
","दास पूर्व मंत्री अखिलेश दास के भतीजे हैं और जिस काली एसयूवी ने कथित तौर पर चार किसानों को कुचल दिया था, उसके मालिक होने की बात कही जा रही है।
"
"Das is the nephew of former minister Akhilesh Das and the black SUV which allegedly knocked down the four farmers is said to be owned by him.
","दास पूर्व मंत्री अखिलेश दास के भतीजे हैं और जिस काली एसयूवी ने कथित तौर पर चार किसानों को कुचल दिया था, उसके मालिक होने की बात कही जा रही है।
"
"Dinakaran, who is AIADMK General Secretary V.K.Sasikala's nephew, added that he does not know what the ministers are fearing and the U-turn in their stand has happened in a matter of three days.
","एआईएडीएमके की महासचिव वी. के. शशिकला के भतीजे दिनकरण ने कहा कि उन्हें नहीं पता कि मंत्रियों को किस चीज का भय है और तीन दिन के अंदर वे अपने रुख से पलट गए।
"
"Ellison ended up joining the Series C investment round, along with Lucas and his nephew, Chris Lucas, who was one of the investors called by the prosecution.
","एलिसन ने लुकास और उनके भतीजे क्रिस लुकास के साथ सीरीज सी निवेश दौर में शामिल होना समाप्त कर दिया, जो अभियोजन पक्ष द्वारा बुलाए गए निवेशकों में से एक थे।
"
