eng_Latn,mal_Mlym
"All family members; his mum, dad, brother, sister, cousin, uncle, nephew niece, etc) pictured below are willing to do anything to protect their loved ones.
","എല്ലാ കുടുംബാംഗങ്ങളും; ചുവടെ ചിത്രീകരിച്ചിരിക്കുന്ന അവന്റെ മം, അച്ഛൻ, സഹോദരൻ, സഹോദരി, കസിൻ, അമ്മാവൻ, മരുമകൻഃ അവരുടെ പ്രിയപ്പെട്ടവരെ സംരക്ഷിക്കാൻ എന്തും ചെയ്യാൻ തയ്യാറാണ്.
"
"Another daughter, niece and brother were seriously injured in that attack.
","ആക്രമണത്തിൽ മറ്റൊരു കുട്ടിക്കും അമ്മയ്ക്കും സഹോദരനും മുത്തശിക്കും പരിക്കേറ്റു.
"
"Anuradha Biyani, who is the niece of Mr. Loya reported that Mohit Shah, who served as the chief justice of the Bombay High Court between June 2010 and September 2015, offered Loya a bribe of Rs 100 crore for a favourable judgment.
","2010 ജൂൺ മുതൽ 2015 സെപ്തംബർ വരെ ബോംബെ ഹൈക്കോടതിയുടെ ചീഫ് ജസ്റ്റിസ് ആയിരുന്ന മൊഹിത് ഷാ അനുകൂല വിധി പുറപ്പെടുവിക്കാൻ ലോയയ്ക്ക് 100 കോടി രൂപ കൈക്കൂലിയായി വാഗ്ദാനം ചെയ്തിരുന്നുവെന്ന് ലോയ തന്നോട് പറഞ്ഞിരുന്നതായാണ് അനുരാധ ബിയാനിപറഞ്ഞത്.
"
"Book by Donald Trump's niece sells nearly one million copies on its first day 2
","ട്രംപിനെ വിമർശിക്കുന്ന മരുമകളുടെ പുസ്തകം, ആദ്യദിനം തന്നെ വിറ്റത് പത്തുലക്ഷത്തോളം കോപ്പികൾ _ mary trump's book first day sells nearly one million copies
"
"Book on Trump written by his niece sold a million copies on the first day
","ട്രംപിനെ വിമർശിക്കുന്ന മരുമകളുടെ പുസ്തകം, ആദ്യദിനം തന്നെ വിറ്റത് പത്തുലക്ഷത്തോളം കോപ്പികൾ
"
"Cantona has uncles and aunts who are yet to be identified, neither are his nieces, nephews, and cousins known at the time of writing.
","കന്റോണയ്ക്ക് അമ്മാവന്മാരും അമ്മായിമാരും ഇതുവരെ തിരിച്ചറിഞ്ഞിട്ടില്ല, അദ്ദേഹത്തിന്റെ മരുമക്കളും മരുമക്കളും കസിൻസും എഴുതുന്ന സമയത്ത് അറിയപ്പെടുന്നില്ല.
"
"Cantona has uncles and aunts who are yet to identified, neither are his nieces, nephews and cousins known at the time of writing.
","കന്റോണയ്ക്ക് അമ്മാവന്മാരും അമ്മായിമാരും ഇതുവരെ തിരിച്ചറിഞ്ഞിട്ടില്ല, അദ്ദേഹത്തിന്റെ മരുമക്കളും മരുമക്കളും കസിൻസും എഴുതുന്ന സമയത്ത് അറിയപ്പെടുന്നില്ല.
"
"Coretta Scott King did not endorse her niece.
","കോറെറ്റ സ്കോട്ട് കിംഗ് അവളുടെ മരുമകളെ അംഗീകരിച്ചില്ല.
"
"Coverage available for proposer and up to 3 dependants (children, siblings, nephews or nieces between 3 months to 23 years of age).
","നിർദ്ദേശകൻ, ജീവിത പങ്കാളി, കവർ ആരംഭിക്കുന്പോൾ, 3 മാസം തൊട്ട് 23 വയസ്സുവരെ പ്രായമുളള 3 ആശ്രിതർ (മക്കൾ,സഹോദരൻ, അനന്തിരവൻ, അനന്തിരവൾ) എന്നിവർക്ക് കവറേജ് ലഭിക്കുന്നു.
"
"Coverage is available for proposer, spouse and up to 3 dependents (children, brother, sister, nephew or niece) between 3 months and 23 years of age at the time of commencement of cover.
","നിർദ്ദേശകൻ, ജീവിത പങ്കാളി, കവർ ആരംഭിക്കുന്പോൾ, 3 മാസം തൊട്ട് 23 വയസ്സുവരെ പ്രായമുളള 3 ആശ്രിതർ (മക്കൾ,സഹോദരൻ, അനന്തിരവൻ, അനന്തിരവൾ) എന്നിവർക്ക് കവറേജ് ലഭിക്കുന്നു.
"
"Deepa Jayakumar, the niece of J Jayalalithaa, was not allowed to enter the home of the former Chief Minister in posh Poes Garden this afternoon.
","ചെന്നൈ- അന്തരിച്ച തമിഴ്നാട് മുഖ്യമന്ത്രി ജെ. ജയലളിതയുടെ സഹോദര പുത്രി ദീപാ ജയകുമാറിനെ മുൻ മുഖ്യമന്ത്രിയുടെ പോയസ് ഗാർഡനിലെ വസതിയിൽ കയറാൻ അനുവദിച്ചില്ല.
"
"Deeply regretted by her sons Tony, Michael, Pascal, Enda & David, daughters Dolores & Ita, brothers, sister, sisters-in-law, brother-in-law, daughters-in-law, sons-in-law, her 22 grandchildren and 26 great-grandchildren, nephews, nieces, neighbours, relatives and a large circle of friends.
","അഗാധമായി പുത്രന്മാർ ടോണി, മൈക്കൽ, പാസ്കൽ വിംബിള്ഡണ്, ഡേവിഡ്, പുത്രിമാർ പേരക്കുട്ടികളുടെ & പെരിങ്ങ്സേ സഹോദരന്മാരേ, സഹോദരി, സഹോദരിമാർ-ഇൻ-നിയമം, അനിയന്,-ൽ നിയമം, പുത്രന്മാർ-ഇൻ-നിയമം, അവളുടെ 22 ഖേദം പേരക്കുട്ടികളും 26 വലിയ-കൊച്ചുമക്കളും, പൌത്രന്മാരും, മരുമക്കളും, അയൽക്കാർ, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ ഒരു വലിയ സർക്കിൾ.
"
"Donald Trump's niece's book sells close to a million copies on first day
","ട്രംപിനെ വിമർശിക്കുന്ന മരുമകളുടെ പുസ്തകം, ആദ്യദിനം തന്നെ വിറ്റത് പത്തുലക്ഷത്തോളം കോപ്പികൾ _ mary trump's book first day sells nearly one million copies
"
"Eileen's niece had a close relationship with the principal of Port Richmond High School.
","എലീന്റെ സഹോദരന്റെ മകൾക്ക് പോർട്ട് റിച്ച്മണ്ട് ഹൈസ്കൂളിലെ പ്രിൻസിപ്പാളുമായി അടുത്ത ബന്ധമുണ്ടായിരുന്നു.
"
"For example, in some parts of India, it is desirable for a man to marry his brother's oldest daughter (his niece).
","ഇൻഡ്യയിലെ ചില പ്രദേശങ്ങളിൽ ഒരു യുവാവു് തൻറെ മൂത്തസഹോദരിയുടെ പുത്രിയെ (ആ കുട്ടി വിവാഹപ്രായത്തിലുള്ളവളെങ്കിൽ) വിവാഹം ചെയ്യുന്ന പതിവുണ്ട്.
"
"He brought up his niece as his daughter.
","അയാൾ ചെന്നിനെ സ്വന്തം മകളെ പോലെ വളർത്തി.
"
"He got married to Achuta Pisharati's niece and settled in Thrikandiyur.
","അച്യുതപിഷാരടിയുടെ മരുമകളെ അദ്ദേഹം വിവാഹം ചെയ്ത് തൃക്കണ്ടിയൂരിൽ താമസം ഉറപ്പിച്ചു.
"
"He looked at his niece in the bed.
","കിടന്ന കിടപ്പില് അവന് ആന്റിയെ നോക്കി.
"
"He never married, so this may have been a niece.
","അവൻ ഒരിക്കലും വിവാഹം കഴിച്ചിട്ടില്ല, ഒരുപക്ഷേ കന്യകയായിരിക്കാം.
"
"He recently filed a lawsuit on behalf of the family to stop publication of a tell-all book by Mary Trump, the president's niece.
","തന്റെ സഹോദരന്റെ മകൾ മേരി ട്രംപ് ഡൊണാൾഡ് ട്രംപിനെ സംബന്ധിച്ചു ഈയിടെ പ്രസിദ്ധീകരിച്ച പുസ്തകം പുറത്തിറങ്ങുന്നത് തടയാനായി അദ്ദേഹം കോടതിയെ സമീപിച്ചിരുന്നു.
"
"He said that he had a daughter named Nandanie and a niece named Kusuma, who was his younger sister's daughter, who had very long and thick hair.
","തനിക്ക് നന്ദാനി എന്ന മകളും കുസുമ എന്ന മരുമകനുണ്ടെന്നും ഇളയ സഹോദരിയുടെ മകളാണെന്നും വളരെ നീളവും കട്ടിയുള്ളതുമായ മുടിയാണെന്നും അദ്ദേഹം പറഞ്ഞു.
"
"He tried to rape his 13-year-old niece.
","13 വയസുകാരിയായ മകളെയാണ് ഇയാൾ പീഡിപ്പിക്കുവാൻ ശ്രമിച്ചത്.
"
"Her mother and niece came for a few days.
","കുറച്ചു ദിവസത്തേക്ക് മോനും മരുമകളും അവളുടെ ആങ്ങളയും വന്നിട്ടുണ്ടായിരുന്നു.
"
"Her niece Seema Tomar was the first Indian woman to win a medal at the Rifle and Pistol World Cup in 2010.
","2020-ലെ റൈഫിൾ ആന്റ് പിസ്റ്റൽ ലോകകപ്പിൽ മെഡൽ നേടിയ ആദ്യ ഇന്ത്യൻ വനിതയെന്ന നേട്ടം വെടിവച്ചിട്ട സീമ തോമർ മുത്തശിയുടെ ബന്ധുവാണ്.
"
"Her niece Seema Tomar, also a sharp shooter, was the first Indian woman to win a medal at the Rifle and Pistol World Cup in 2010.
","2020-ലെ റൈഫിൾ ആന്റ് പിസ്റ്റൽ ലോകകപ്പിൽ മെഡൽ നേടിയ ആദ്യ ഇന്ത്യൻ വനിതയെന്ന നേട്ടം വെടിവച്ചിട്ട സീമ തോമർ മുത്തശിയുടെ ബന്ധുവാണ്.
"
"His daughter and niece are battling for life in the hospital.
","നിലവിൽ അദ്ദേഹവും മകളും ആശുപത്രിയിൽ ജീവന് വേണ്ടിയുള്ള പോരാട്ടത്തിലാണ്.
"
"His niece, Mary Trump, explained in her book how the Trump family created the world's most dangerous man.
","""""""ടൂമച്ച് ആൻഡ് നെവർ ഇനഫ്"""" എന്ന പുസ്തകത്തിൽ ട്രംപിന്റെ സഹോദരി മേരി ട്രംപ് പറയുന്നത്, അവരുടെ കുടുംബം ലോകത്തിലെ ഏറ്റവും അപകടകാരിയായ മനുഷ്യനെയാണ് നിർമ്മിച്ചത് എന്നാണ് ട്രംപിനെപ്പറ്റി പറഞ്ഞത്.""
"
"His niece, Mary Trump, in her book, warned us that the Trump family had created the world's most dangerous man.
","""""""ടൂമച്ച് ആൻഡ് നെവർ ഇനഫ്"""" എന്ന പുസ്തകത്തിൽ ട്രംപിന്റെ സഹോദരി മേരി ട്രംപ് പറയുന്നത്, അവരുടെ കുടുംബം ലോകത്തിലെ ഏറ്റവും അപകടകാരിയായ മനുഷ്യനെയാണ് നിർമ്മിച്ചത് എന്നാണ് ട്രംപിനെപ്പറ്റി പറഞ്ഞത്.""
"
"However, seeing that he shared a picture (shown below) of himself and his niece gives valid proof that he has other siblings.
","എന്നിരുന്നാലും, അവൻ തന്നെയും മരുമകളെയും കുറിച്ചുള്ള ഒരു ചിത്രം (ചുവടെ കാണിച്ചിരിക്കുന്നത്) പങ്കിട്ടത് കൊണ്ട് അയാൾക്ക് മറ്റ് സഹോദരങ്ങളുണ്ടെന്നതിന് സാധുതയുള്ള തെളിവ് നൽകുന്നു.
"
"I go to the movies with my son, my daughter and my niece.
","ഞാൻ സിനിമ കാണാൻ പോയത് ഭാര്യ, കുട്ടി, അമ്മായിയമ്മ എന്നിവരുടെ കൂടെയാണ്.
"
"I have a little niece who is 23 months old.
","എനിക്ക് ഒരു ചേച്ചിയുണ്ട് പേര് അമ്മു 23 വയസ്സ് ആയി.
"
"I have two nieces now.
","എനിക്കിപ്പോൾ രണ്ടു പേരക്കുട്ടികളാണ്.
"
"In 2019, he moved out with the help of his niece Stephanie.
","2019ൽ അയാൾ തന്റെ മരുമകളായ സ്റ്റെഫാനിയുടെ സഹായത്തോടെ അവിടെ നിന്നും പുറത്തു പോയി.
"
"In addition, little is known about Lamar's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"In addition, little is known about Lamar's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"In addition, not much is documented about Nick Pope's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, നിക്ക് പോപ്പിന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ രേഖപ്പെടുത്തിയിട്ടില്ല.
"
"In addition, not much is known about Martinez's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, മാർട്ടിനെസിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, not much is known about Onana's uncles, aunts, nephews and nieces.
","കൂടാതെ, ഒനാനയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, the winger's uncles, aunts and cousins are not known while he is yet to reveal his nieces and nephews.
","കൂടാതെ, വിംഗറിന്റെ അമ്മാവന്മാരെയും അമ്മായിമാരെയും കസിൻമാരെയും അറിയില്ല, അതേസമയം അദ്ദേഹം തന്റെ മരുമക്കളെയും മരുമക്കളെയും വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"In contrast, Sammy was very generous to his favorite niece, Kusuma Dabare, who was the daughter of Sammy's younger sister.
","ഇതിനു വിപരീതമായി, സാമിയുടെ അനുജത്തിയുടെ മകളായ കുസുമ ദബാരെയോട് സാമി വളരെ മാന്യനായിരുന്നു.
"
"In the last few days, as Israel intensified its military operation on Gaza, all I could think of was my one-year-old niece Ela'a, who is living with other members of my family in a refugee camp there.
","കുറച്ച് ദിവസങ്ങളായി ഗസ്സയിൽ ഇസ്രയേൽ തങ്ങളുടെ മിലിട്ടറി ഓപറേഷൻ ശക്തമാക്കിയപ്പോൾ, എന്റെ ചിന്ത മുഴുവനും എന്റെ കുടുംബത്തിലെ മറ്റു അംഗങ്ങളോടൊപ്പം അഭയാർഥി ക്യാമ്പിൽ കഴിയുന്ന എന്റെ സഹോദരന്റെ ഒരു വയസ്സ് മാത്രം പ്രായമുള്ള മകൾ എലാഇനെക്കുറിച്ചായിരുന്നു.
"
"It was my niece's first time in.
","ആദ്യമായി ആയിരുന്നു എൻറെ കുട്ടൻറെ യോനീ പ്രവേശം.
"
"It's my niece's and best friend's birthday today
","എന്റെ ചേച്ചിയുടെയും ബെസ്റ്റ് ഫ്രണ്ടിന്റെയും ബർത്ത് ഡേ ഈ മാസമാണ്.
"
"It's not my grandma, it's my niece.
","ഇമ്മു എന്റെ പെറ്റമ്മയല്ല; പോറ്റമ്മയുമല്ല.
"
"Jayalalitha's niece entered the politics
","ജയലളിതയുടെ സഹോദരപുത്രി രാഷ്ട്രീയത്തിലേക്ക് പ്രവേശിക്കുന്നു
"
"Karuna Shukla, the niece of former Prime Minister Atal Bihari Vajpayee, was undergoing treatment for Covid-19 after she had tested positive for infection.
","മുൻ പ്രധാനമന്ത്രി എ ബി വാജ്പേയിയുടെ ബന്ധുവായ ശുക്ല കോവിഡ് -19 മൂർച്ഛിച്ചതിനെ തുടർന്ന് ചികിത്സ തേടിയിരുന്നു.
"
"Lori's niece was only six months old.
","ആറു മാസം മാത്രമാണ് ലോറിയുടെ പഴക്കം.
"
"Maria Shriver is the niece of John F. Kennedy.
","പത്രപ്രവർത്തകയായ മരിയ ഷിരിവർ ജോൺ എഫ്. കെന്നഡിയുടെ ബന്ധുവാണ്.
"
"Mary is Donald Trump's niece.
","ഡോണൾഡ് ട്രംപിന്റെ സഹോദരന്റെ മകളാണ് മേരി ട്രംപ്.
"
"More so, not much is known about the right backs uncles and aunts while his nephews and nieces have not been identified in notable events of his early life till date.
","വലതുഭാഗത്തെ അമ്മാവന്മാരെയും അമ്മായിയെയും കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ അനന്തരവൻമാരെയും മരുമക്കളെയും തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Mukesh Ambani's niece is married to Modi's brother Nishal.
","റിലയൻസ് ഉടമ മുകേഷ് അംബാനിയുടെ സഹോദരിയുടെ മകൾ വിവാഹം കഴിച്ചിരിക്കുന്നത് നീരവ് മോഡിയുടെ ഇളയ സഹോദരനെയാണ്.
"
"My little niece doesn't like it.
","എന്റെ ചെറിയമ്മ (ഊർമ്മിള ഉണ്ണി) യ്ക്ക് അതിഷ്ടമല്ല.
"
"My niece fell in love at 16 with her husband.
","യുവതിയുടെ 16ാമത്തെ വയസിൽ ഭർത്താവുമായി പ്രണയത്തിലാവുകയും വിവാഹം കഴിക്കുകയും ചെയ്തു.
"
"My niece is studying in 6th standard.
","എന്റെ മകൾ ആറാം ക്ലാസിലാണ് പഠിക്കുന്നത്.
"
"My niece was only 8 years old when she died from a lifelong illness.
","വെറും എട്ടു വയസു മാത്രം പ്രായമുണ്ടായിരുന്ന കുഞ്ഞാണ് വാർധക്യസഹജമായ രോഗങ്ങൾ ബാധിച്ചതിനെത്തുടർന്ന് മരണമടഞ്ഞത്.
"
"Neither are there any pieces of information about his uncles, aunts, cousins, nephews and nieces.
","അദ്ദേഹത്തിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ചുള്ള വിവരങ്ങളൊന്നും ലഭ്യമല്ല.
"
"Neither has he revealed who his uncles, aunts, nieces and nephews are.
","തന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരാണെന്ന് അദ്ദേഹം വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"Neither have we been able to identify his uncles, aunts, cousins, nephews and nieces.
","അദ്ദേഹത്തിന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെ തിരിച്ചറിയാൻ ഞങ്ങൾക്ക് കഴിഞ്ഞിട്ടില്ല.
"
