eng_Latn,kan_Knda
"Among those who accused Sarah Cloyce was Mercy Lewis, whose paternal aunt Susanna Cloyce was Sarah's sister-in-law.
","ಸಾರಾ ಕ್ಲೋಯ್ಸ್ನನ್ನು ಆರೋಪಿಸಿರುವವರಲ್ಲಿ ಮರ್ಸಿ ಲೆವಿಸ್, ಅವರ ತಂದೆಯ ಚಿಕ್ಕಮ್ಮ ಸುಸಾನ ಕ್ಲೋಯ್ಸ್ ಸಾರಾನ ಅಳಿಯನಾಗಿದ್ದಳು.
"
"And if we assume that Marya, Ivan's wife, has a married sister of her own, she will be considered a sister-in-law for Ivan, and her husband, respectively, as a brother-in-law.
","ನಾವು ಮೇರಿ, ಇವಾನ್ ಪತ್ನಿ, ವಿವಾಹಿತ ಇದ್ದಾಳೆ ಭಾವಿಸುತ್ತವೆ ವೇಳೆ, ಅವರು ಕಾನೂನು ಇವಾನ್ sister-, ಮತ್ತು ಅವಳ ಪತಿ, ಕ್ರಮವಾಗಿ ಒಂದು ತುಲನಾತ್ಮಕ ಪರಿಗಣಿಸಲಾಗುವುದು.
"
"As early as 1503, Isabella's new sister-in-law Lucrezia Borgia and Isabella's husband Francesco had begun an affair; passionate letters between the two survive.
","1503 ರ ಮುಂಚೆಯೇ, ಇಸಾಬೆಲ್ಲಾಳ ಹೊಸ ಸೋದರಿ ಲುಕ್ಸೆಜಿಯ ಬೊರ್ಡಿಯಾ ಮತ್ತು ಇಸಾಬೆಲ್ಲಾಳ ಪತಿ ಫ್ರಾನ್ಸೆಸ್ಕೊ ಅವರು ಸಂಬಂಧವನ್ನು ಪ್ರಾರಂಭಿಸಿದರು; ಇಬ್ಬರು ಬದುಕುಳಿಯುವ ನಡುವಿನ ಭಾವೋದ್ರಿಕ್ತ ಪತ್ರಗಳು.
"
"As early as 1503, Isabella's new sister-in-law Lucrezia Borgia and Isabella's husband Francesco had begun an affair; passionate letters between the two survived.
","1503 ರ ಮುಂಚೆಯೇ, ಇಸಾಬೆಲ್ಲಾಳ ಹೊಸ ಸೋದರಿ ಲುಕ್ಸೆಜಿಯ ಬೊರ್ಡಿಯಾ ಮತ್ತು ಇಸಾಬೆಲ್ಲಾಳ ಪತಿ ಫ್ರಾನ್ಸೆಸ್ಕೊ ಅವರು ಸಂಬಂಧವನ್ನು ಪ್ರಾರಂಭಿಸಿದರು; ಇಬ್ಬರು ಬದುಕುಳಿಯುವ ನಡುವಿನ ಭಾವೋದ್ರಿಕ್ತ ಪತ್ರಗಳು.
"
"Bangalore: Man kills his brother-in-law for love with sister-in-law
","ಬೆಂಗಳೂರುಃ ಸೆಕ್ಸ್ಗೆ ನಿರಾಸಕ್ತಿ ತೊರಿದ ಗಂಡನನ್ನು ಪ್ರಿಯಕರನಿಂದ ಹತ್ಯೆ ಮಾಡಿಸಿದ ಪತ್ನಿ
"
"Brother and sister-in-law both are software engineer.
","ಗಂಡ-ಹೆಂಡತಿ ಇಬ್ಬರೂ ಸಾಫ್ಟ್ವೇರ್ ಇಂಜನಿಯರರು.
"
"Comprised of A.P. Carter, his wife, Sara Dougherty Carter, and A.P.'s sister-in-law, Maybelle Addington Carter, the group flourished in the late '20s after the release of their first collection of songs in 1927.
","ಎಪಿ ಕಾರ್ಟರ್, ಅವರ ಹೆಂಡತಿ, ಸಾರಾ ಡೌಹೆರ್ಟಿ ಕಾರ್ಟರ್ ಮತ್ತು ಎಪಿ ಅವರ ಸೋದರಿಯಾದ ಮೇಬೆಲ್ ಆಡಿಂಗ್ಟನ್ ಕಾರ್ಟರ್ರವರು ಈ ತಂಡವು 1927 ರಲ್ಲಿ ತಮ್ಮ ಮೊದಲ ಸಂಗ್ರಹದ ಹಾಡುಗಳನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿದ ನಂತರ 20 ರ ದಶಕದ ಅಂತ್ಯದಲ್ಲಿ ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬಂದರು.
"
"Cornwall is keen to be involved with his wife and sister-in-law in their plans to usurp Lear's power.
","ಕಾರ್ನ್ವಾಲ್ ಅವರ ಪತ್ನಿ ಮತ್ತು ಸಹೋದರಿಯೊಂದಿಗೆ ಲಿಯರ್ನ ಅಧಿಕಾರವನ್ನು ಆಕ್ರಮಿಸಿಕೊಳ್ಳುವ ಯೋಜನೆಗಳಲ್ಲಿ ಭಾಗಿಯಾಗಲು ಉತ್ಸುಕನಾಗಿದ್ದಾನೆ.
"
"Despite marrying the sister-in-law of Governor Velazquez, Catalina Juarez the tension still existed.
","ಗವರ್ನರ್ ವೆಲಾಸ್ಕ್ವೆಝ್ ನ ಸೋದರಿ ಮದುವೆಯಾದರೂ, ಕ್ಯಾಟಲಿನಾ ಜುಆರೇಜ್ ಒತ್ತಡ ಇನ್ನೂ ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ.
"
"Do you have a daughter, daughter-n-law, or sister-in-law in your life?
","ನಿಮ್ಮ ಮಗಳು, ಸೋದರ ಮಗಳು, ಮೊಮ್ಮಗಳು, ಅಥವಾ ಇನ್ನೊಬ್ಬ ಹುಡುಗಿ ನಿಮ್ಮ ಜೀವನದಲ್ಲಿದ್ದೀರಾ?
"
"Green would contribute guitar to Mick Fleetwood's 1981 solo album The Visitor, but would suffer a mental relapse in 1984 and would become a virtual recluse until his brother and sister-in-law took him in and helped him regain his health and vitality.
","ಮಿಕ್ ಫ್ಲೀಟ್ವುಡ್ನ 1981 ಸೋಲೋ ಅಲ್ಬಮ್ ದ ವಿಸಿಟರ್ಗೆ ಗ್ರೀನ್ ಗಿಟಾರ್ ನೀಡುತ್ತಿದ್ದರು, ಆದರೆ 1984 ರಲ್ಲಿ ಮಾನಸಿಕ ಮರುಕಳಿಸುವಿಕೆಯಿಂದ ಬಳಲುತ್ತಿದ್ದರು ಮತ್ತು ಅವನ ಸಹೋದರ ಮತ್ತು ಸೋದರಿ ಅವನನ್ನು ಕರೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದ ಮತ್ತು ಅವನ ಆರೋಗ್ಯ ಮತ್ತು ಚೈತನ್ಯವನ್ನು ಪುನಃ ಪಡೆದುಕೊಳ್ಳುವವರೆಗೂ ಒಂದು ವಾಸ್ತವ ಒಲವು ಮೂಡಿತು.
"
"Her sister-in-law is pregnant.
","ಅವನ ಸೊಸೆ ಆಗ ಗರ್ಭಿಣಿ.
"
"Her sister-in-law, Missy was there.
","ಅವರ ಸಹೋದರಿ ಮೀತುಜೀ ಅಲ್ಲಿದ್ದರು.
"
"Husband: Baldwin II, Count of Flanders, son of Judith of France, who had briefly been a stepmother and then sister-in-law to Aelfthrgyth's father, Alfred the Great (married 884)
","ಗಂಡಃ ಬಾಲ್ಡ್ವಿನ್ II, ಫ್ಲೆಂಡರ್ಸ್ನ ಕೌಂಟ್, ಫ್ರಾನ್ಸ್ನ ಜುಡಿತ್ ಪುತ್ರನಾಗಿದ್ದಾನೆ, ಇವರು ಸ್ವಲ್ಪಕಾಲ ಮಲತಾಯಿಯಾಗಿದ್ದರು ಮತ್ತು ನಂತರ ಅಲ್ಫ್ಥರ್ಗಿಯ ತಂದೆ ಅಲ್ಫ್ರೆಡ್ ದ ಗ್ರೇಟ್ಗೆ (884 ವಿವಾಹವಾದರು)
"
"I have a sister-in-law too
","ನನಗೆ ಹಿರಿಂುು ಸೋದರಿ ಕೂಡಾ
"
"In the second, Anna's sister-in-law Kitty initially rejects, then later embraces the advances of an awkward young man named Levin.
","ಎರಡನೆಯದಾಗಿ, ಅನ್ನಾಳ ಸೋದರಳಿಯ ಕಿಟ್ಟಿ ಮೊದಲಿಗೆ ತಿರಸ್ಕರಿಸುತ್ತಾನೆ, ನಂತರ ಲೆವಿನ್ ಎಂಬ ವಿಚಿತ್ರ ಯುವಕನ ಬೆಳವಣಿಗೆಗಳನ್ನು ತಬ್ಬಿಕೊಳ್ಳುತ್ತಾನೆ.
"
"In this play by Alan Ball, Tracy is getting married and has chosen her bridesmaids: her cousin, Frances, her sister, Meredith, her new sister-in-law Mindy, and her two old friends Trisha and Georgeanne.
","ಅಲನ್ ಬಾಲ್ ಈ ನಾಟಕದಲ್ಲಿ, ಟ್ರೇಸಿ ಮದುವೆಯಾಗುತ್ತಾಳೆ ಮತ್ತು ಅವಳ ವಧುವಿನನ್ನು ಆಯ್ಕೆ ಮಾಡಿದ್ದಾಳೆಃ ಅವಳ ಸೋದರಸಂಬಂಧಿ, ಫ್ರಾನ್ಸಿಸ್, ಅವಳ ಸಹೋದರಿ, ಮೆರೆಡಿತ್, ಅವಳ ಹೊಸ ಸೋದರಿಯಾದ ಮಿಂಡಿ ಮತ್ತು ಅವಳ ಇಬ್ಬರು ಹಳೆಯ ಸ್ನೇಹಿತರು ತ್ರಿಶಾ ಮತ್ತು ಜಾರ್ಜನ್ನೆ.
"
"It's unclear how or exactly when the couple died, but Tracey Calanog, sister-in-law to the couple through her husband, who is Michelle Paul's brother, said family members got the devastating phone call the day before the couple were scheduled to return home.
","ದಂಪತಿಗಳು ಮರಣಹೊಂದಿದಾಗ ಹೇಗೆ ಅಥವಾ ನಿಖರವಾಗಿ ಇದು ಸ್ಪಷ್ಟವಾಗಿಲ್ಲ, ಆದರೆ ಮಿಚೆಲ್ ಪೌಲ್ನ ಸಹೋದರ ಓರ್ವ ಪತಿ ಮೂಲಕ ಟ್ರೇಸಿ ಕ್ಯಾಲನೋಗ್, ಸೋದರಿ, ಕುಟುಂಬದ ಸದಸ್ಯರು ಮನೆಗೆ ಮರಳಲು ನಿಗದಿಪಡಿಸುವ ದಿನ ಮೊದಲು ಕುಟುಂಬ ಸದಸ್ಯರು ವಿನಾಶಕಾರಿ ಫೋನ್ ಕರೆಗಳನ್ನು ಪಡೆದರು ಎಂದು ಹೇಳಿದರು. . ರಾಜ್ಯ ಇಲಾಖೆಯ ಅಧಿಕಾರಿಗಳು ತಮ್ಮ ಸಾವಿನ ಪ್ರಮಾಣವನ್ನು ಎಬಿಸಿ ನ್ಯೂಸ್ಗೆ ಸೋಮವಾರ ದೃಢಪಡಿಸಿದರು, ಆದರೆ ಪರಿಸ್ಥಿತಿ ಬಗ್ಗೆ ವಿವರಗಳನ್ನು ನೀಡಲಾಗಲಿಲ್ಲ.
"
"July-August Alexander Graham Bell, his parents, and his sister-in-law, Carrie Bell, emigrate to Canada and settle in Brantford, Ontario.
","ಜುಲೈ-ಆಗಸ್ಟ್ ಅಲೆಕ್ಸಾಂಡರ್ ಗ್ರಹಾಂ ಬೆಲ್, ಅವನ ಹೆತ್ತವರು, ಮತ್ತು ಅವರ ಸೋದರಿ, ಕ್ಯಾರಿ ಬೆಲ್, ಕೆನಡಾಕ್ಕೆ ವಲಸೆ ಬಂದು ಒಂಟಾರಿಯೊದ ಬ್ರಾಂಟ್ಫೋರ್ಡ್ನಲ್ಲಿ ನೆಲೆಸುತ್ತಾರೆ.
"
"Lycurgus' sister-in-law proposed to Lycurgus, saying she would do away with the child if he would marry her.
","ಲಿಕ್ಗುರ್ಗಸ್ ಅವರ ಸೋದರಿ ಲಿಕ್ಕರ್ಗಸ್ಗೆ ಪ್ರಸ್ತಾಪಿಸಿದಳು, ತಾನು ಅವಳನ್ನು ಮದುವೆಯಾಗುವುದಾದರೆ ತಾನು ಮಗುವನ್ನು ದೂರವಿರುವುದಾಗಿ ತಿಳಿಸಿದನು.
"
"Markoff's parents, sister-in-law and his estranged brother Jonathan visited him in jail for the first time on April 24.
","ಮಾರ್ಕೋಫ್ ಅವರ ಹೆತ್ತವರು, ಸೋದರಿ ಮತ್ತು ಅವನ ವಿಚ್ಛೇದಿತ ಸೋದರ ಜೊನಾಥನ್ ಏಪ್ರಿಲ್ 24 ರಂದು ಮೊದಲ ಬಾರಿಗೆ ಜೈಲಿನಲ್ಲಿ ಭೇಟಿ ನೀಡಿದರು.
"
"Married at the advanced age of 33 to Eugène Manet (1835-1892) on December 22, 1874, she entered into a suitable alliance with the Manet family, also members of the haute bourgeois (upper middle class), and she became Édouard Manet's sister-in-law.
","ಮುಂದುವರಿದ ವಯಸ್ಸಿನಲ್ಲಿ ವಿವಾಹಿತರು ಡಿಸೆಂಬರ್ 22, 1874 ರಂದು ಯುಜೀನ್ ಮ್ಯಾನೆಟ್ಗೆ (1835-1892) 33 ನೇ ವಯಸ್ಸಿನಲ್ಲಿ, ಅವರು ಮ್ಯಾನೆಟ್ ಕುಟುಂಬದೊಂದಿಗೆ ಸೂಕ್ತವಾದ ಒಡನಾಟಕ್ಕೆ ಒಳಗಾಯಿತು, ಅಲ್ಲದೇ ಉತ್ತಮ ಬೋರ್ಜೋಯಿಸ್ (ಮೇಲಿನ ಮಧ್ಯಮ ವರ್ಗದ) ಸದಸ್ಯರೂ ಸಹ ಅವರು ಎಡ್ವರ್ಡ್ ಮ್ಯಾನೆಟ್ಳ ಸೋದರಿಯಾದರು.
"
"Married at the propelled age of 33 to Eugène Manet (1835-1892) on December 22, 1874, she went into an appropriate collusion with the Manet family, likewise individuals from the haute average (upper white collar class), and she got to be Édouard Manet's sister-in-law.
","ಮುಂದುವರಿದ ವಯಸ್ಸಿನಲ್ಲಿ ವಿವಾಹಿತರು ಡಿಸೆಂಬರ್ 22, 1874 ರಂದು ಯುಜೀನ್ ಮ್ಯಾನೆಟ್ಗೆ (1835-1892) 33 ನೇ ವಯಸ್ಸಿನಲ್ಲಿ, ಅವರು ಮ್ಯಾನೆಟ್ ಕುಟುಂಬದೊಂದಿಗೆ ಸೂಕ್ತವಾದ ಒಡನಾಟಕ್ಕೆ ಒಳಗಾಯಿತು, ಅಲ್ಲದೇ ಉತ್ತಮ ಬೋರ್ಜೋಯಿಸ್ (ಮೇಲಿನ ಮಧ್ಯಮ ವರ್ಗದ) ಸದಸ್ಯರೂ ಸಹ ಅವರು ಎಡ್ವರ್ಡ್ ಮ್ಯಾನೆಟ್ಳ ಸೋದರಿಯಾದರು.
"
"May 21: Sarah Proctor, daughter of Elizabeth Proctor and John Proctor, and Sarah Bassett, Elizabeth Proctor's sister-in-law, were accused of afflicting four of the girls, and they were arrested.
","ಮೇ 21: ಎಲಿಜಬೆತ್ ಪ್ರೊಕ್ಟರ್ ಮತ್ತು ಜಾನ್ ಪ್ರೊಕ್ಟರ್ ಮತ್ತು ಮರಿ ಸಾರಾ ಸಾಸೆಟ್, ಎಲಿಜಬೆತ್ ಪ್ರಾಕ್ಟರ್ ಅವರ ಸೋದರ ಸಂಬಂಧಿಯಾದ ಸಾರಾ ಸಾರಾ, ನಾಲ್ಕು ಹುಡುಗಿಯರನ್ನು ಬಾಧಿಸುತ್ತಿದ್ದಾರೆಂದು ಆರೋಪಿಸಿ, ಅವರನ್ನು ಬಂಧಿಸಲಾಯಿತು.
"
"My sister-in-law knows me so well:)
","ನನ್ನ ಅಪ್ಪನಿಗೆ ನನ್ನ ಬಗ್ಗೆ ಚೆನ್ನಾಗಿ ತಿಳಿದಿದೆ:)
"
"My sister-in-law posted this in FB.
","ನನ್ನ ತಮ್ಮನ ಹೆಂಡತಿ fb ನಲ್ಲಿ ಇದನ್ನು ಹಾಕಿದ್ಲು.
"
"My sister-in-law's husband was a farmer.
","ಅಣ್ಣಾ - ವಿಧವೆ ಗಂಡ ರೈತ ಆಗಿತ್ತು.
"
"On July 16, 1999, John Jr., his wife Carolyn Bessette Kennedy, and his sister-in-law Lauren Bessette all boarded John's small plane to fly to a family wedding on Martha's Vineyard.
","ಜುಲೈ 16, 1999 ರಂದು, ಜಾನ್ ಜೂನಿಯರ್, ಅವರ ಪತ್ನಿ ಕ್ಯಾರೊಲಿನ್ ಬೆಸೆಟ್ಟೆ ಕೆನ್ನೆಡಿ ಮತ್ತು ಅವರ ಸೋದರಿ ಲಾರೆನ್ ಬೆಸೆಟ್ಟೆ ಎಲ್ಲಾ ಮಾರ್ಥಾ ವೈನ್ಯಾರ್ಡ್ನಲ್ಲಿ ಕುಟುಂಬದ ವಿವಾಹದೊಂದಿಗೆ ಹಾರಿಹೋಗಲು ಜಾನ್ನ ಸಣ್ಣ ವಿಮಾನವನ್ನು ಹತ್ತಿದರು.
"
"On the left is his sister-in-law Asha with her son Amitodan
","ಎಡಭಾಗದಲ್ಲಿ ನಾದಿನಿಯಾದ ಆಶಾ ತನ್ನ ಮಗನಾದ ಅಮಿತೋದನ್ ನೊಂದಿಗಿದ್ದಾರೆ
"
"Orpah: sister-in-law of Ruth
","ಓರ್ಪಾ: ರೂತ್ಳ ಸೋದರಿ
"
"Other sources assert that Lady Trieu had to flee into the mountains after murdering her abusive sister-in-law.
","ಲೇಡಿ ಟಿಯುಯು ತನ್ನ ನಿಂದನೀಯ ಸೋದರಿಯನ್ನು ಕೊಂದ ನಂತರ ಪರ್ವತಗಳಲ್ಲಿ ಪಲಾಯನ ಮಾಡಬೇಕೆಂದು ಇತರ ಮೂಲಗಳು ಸಮರ್ಥಿಸುತ್ತವೆ.
"
"Previous Post: My sister-in-law
","ಹಿಂದೆ Previous post: ನಾನು - ನನ್ನದು
"
"Sex with his sister-in-law - Sex Stories
","ಸಹೋದರಿಯೊಂದಿಗೆ ಹೋಳಿ - Sex Stories
"
"Sex with sister-in-law stories
","ಸಹೋದರಿಯೊಂದಿಗೆ ಹೋಳಿ - Sex Stories
"
"She aligned herself with her sister-in-law Lucy Stone's wing of the woman suffrage movement.
","ಮಹಿಳೆ ಮತದಾನದ ಚಳವಳಿಯ ತನ್ನ ಸೋದರಿ ಲೂಸಿ ಸ್ಟೋನ್ನ ವಿಂಗ್ಳೊಂದಿಗೆ ಅವಳು ತನ್ನನ್ನು ತಾನೇ ಜೋಡಿಸಿಕೊಂಡಳು.
"
"She is an unmarried 42-year-old woman and she also lives with her brother, sister-in-law, niece, and nephews.
","ಅವಳು ಅವಿವಾಹಿತ 42 ವರ್ಷದ ಮಹಿಳೆಯಾಗಿದ್ದು, ಅವಳು ತನ್ನ ಸಹೋದರ, ಸೋದರಿ, ಸೋದರ ಸೊಸೆ ಮತ್ತು ಸೋದರಳಿಯರೊಂದಿಗೆ ವಾಸಿಸುತ್ತಾಳೆ.
"
"She was also both stepmother and sister-in-law of Alfred the Great.
","ಆಲ್ಫ್ರೆಡ್ ದಿ ಗ್ರೇಟ್ ನ ಮಲತಾಯಿ ಮತ್ತು ಸೋದರಿ ಸಹ ಇವರು.
"
"She was his sister-in-law and daughter of James II, from whom William had taken the throne.
","ಅವಳು ತನ್ನ ಅಳಿಯ ಮತ್ತು ಜೇಮ್ಸ್ II ನ ಮಗಳು, ಇವರಿಂದ ವಿಲಿಯಂ ಸಿಂಹಾಸನವನ್ನು ಪಡೆದುಕೊಂಡಿದ್ದಳು.
"
"The last time Priyanka Reddy called was for her sister-in-law.
","ಪ್ರಿಯಾಂಕಾ ರೆಡ್ಡಿ ಕೊನೆಯ ಬಾರಿಗೆ ಕರೆ ಮಾಡಿದ್ದು ತನ್ನ ಸೋದರಿ ಭವ್ಯಗೆ.
"
"The other day my sister-in-law phoned.
","ಅವತ್ತೂಂದು ದಿನ, ನನ್ನ ಭಾವಿ ಪತ್ನಿಯೇ ಫೋನ್ ಮಾಡಿದಳು.
"
"The sole adult-aged female listed in your great-great grandfather's household, may indeed be his wife - or it could be a sister-in-law or family friend.
","ನಿಮ್ಮ ದೊಡ್ಡ-ಮುತ್ತಜ್ಜ ತಂದೆಯ ಮನೆಯಲ್ಲಿರುವ ಏಕೈಕ ವಯಸ್ಕ-ವಯಸ್ಸಾದ ಹೆಣ್ಣು, ಅವನ ಹೆಂಡತಿಯಾಗಿರಬಹುದು-ಅಥವಾ ಇದು ಸಹೋದರಿ-ಇ-ಮೇಲ್ ಅಥವಾ ಕುಟುಂಬದ ಸ್ನೇಹಿತನಾಗಬಹುದು.
"
"The victim Satyaveer's brother Harveer Singh said that his sister-in-law didn't like his brother because of his dark complexion.
","ಅಣ್ಣನ ಕಡುಬಣ್ಣದಿಂದಾಗಿ ತನ್ನ ಸಹೋದರನನ್ನು ಪತ್ನಿ ಇಷ್ಟ ಪಡುತ್ತಿರಲಿಲ್ಲ ಎಂದು ಇಷ್ಟಪಡಲಿಲ್ಲ ಎಂದು ಸತ್ಯಾವೀರನ ಸಹೋದರ ಹರ್ವೇರ್ ಸಿಂಗ್ ಹೇಳಿದ್ದಾರೆ.
"
"The victim's Satyaveer's brother Harveer Singh said that his sister-in-law didn't like his brother because of his dark complexion.
","ಅಣ್ಣನ ಕಡುಬಣ್ಣದಿಂದಾಗಿ ತನ್ನ ಸಹೋದರನನ್ನು ಪತ್ನಿ ಇಷ್ಟ ಪಡುತ್ತಿರಲಿಲ್ಲ ಎಂದು ಇಷ್ಟಪಡಲಿಲ್ಲ ಎಂದು ಸತ್ಯಾವೀರನ ಸಹೋದರ ಹರ್ವೇರ್ ಸಿಂಗ್ ಹೇಳಿದ್ದಾರೆ.
"
"Uma is my sister-in-law.
","ಉಮಾ ನನ್ನ ಬಾಳಸಂಗಾತಿ.
"
"What are you saying, sister-in-law?
","ಏನು ಹೇಳುತ್ತೀರಾ ನಾರಿಮಣಿಗಳೇ?
"
