eng_Latn,kan_Knda
"""Catholics interpret the term """"brothers"""" (adelphos in Greek) and """"sisters"""" in these passages to include nephews, nieces, cousins, half-brothers and half-sisters.""
","""ಕ್ಯಾಥೊಲಿಕರು ಸಹೋದರರು, ಸೋದರ ಸಂಬಂಧಿಗಳು, ಸೋದರ ಸಂಬಂಧಿಗಳು, ಅರ್ಧ-ಸಹೋದರರು ಮತ್ತು ಅರ್ಧ-ಸಹೋದರಿಯರನ್ನು ಸೇರಿಸಿಕೊಳ್ಳಲು ಈ ಪದಗಳಲ್ಲಿ """"ಸಹೋದರರು"""" (ಗ್ರೀಕ್ನಲ್ಲಿ ಅಡೆಲ್ಫೋಸ್) ಮತ್ತು """"ಸಿಸ್ಟರ್ಸ್"""" ಎಂಬ ಪದವನ್ನು ಅರ್ಥೈಸುತ್ತಾರೆ.""
"
"""Hindu groups in the United States have sought an apology from the niece of Senator Kamala Harris, Meena, for tweeting an """"offensive"""" image, which depicted the Democratic vice presidential nominee as goddess Durga.""
","ಡೆಮಾಕ್ರಟಿಕ್ ಪಕ್ಷದ ಉಪಾಧ್ಯಕ್ಷ ಸ್ಥಾನದ ಅಭ್ಯರ್ಥಿ ಕಮಲಾ ಹ್ಯಾರಿಸ್ ಅವರನ್ನು 'ದುರ್ಗಾಮಾತೆ'ಯಾಗಿ ಚಿತ್ರಿಸಿ ಅದನ್ನು ಟ್ವೀಟ್ ಮಾಡಿದ ಕಮಲಾ ಅವರ ಸೋದರ ಸೊಸೆ ಮೀನಾ ಹ್ಯಾರಿಸ್ ಅವರು ಕ್ಷಮೆಯಾಚಿಸಬೇಕು ಎಂದು ಅಮೆರಿಕದಲ್ಲಿರುವ ಹಿಂದೂಗಳು ಆಗ್ರಹಿಸಿದ್ದಾರೆ.
"
"""I have young actors and actresses that I mentor, I have nieces and nephews that I am very close to.""""""
","""ನಾನು ಯುವ ನಟರು ಮತ್ತು ನಟಿಯರನ್ನು ಹೊಂದಿದ್ದೇನೆ, ಅವರ ಮಾರ್ಗದರ್ಶಿ ನಾನು ಮತ್ತು ನಾನು ನಿಕಟ ವ್ಯಕ್ತಿಯಾಗಿರುವ ಸೋದರಳಿಯರು """"""
"
"""If you are a second-degree relative (aunt, uncle, niece, nephew, grandparent, grandchild or half-sibling), your risk is 1 in 39."""" (link).""
","ನೀವು ಎರಡನೇ ಪದವಿ ಸಂಬಂಧಿ (ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ, ಸೋದರ ಸೊಸೆ, ಸೋದರಳಿಯ, ಅಜ್ಜ, ಮೊಮ್ಮಗು ಅಥವಾ ಅರ್ಧ ಸಹೋದರ) ಇದ್ದರೆ, ನಿಮ್ಮ ಅಪಾಯವು 39 ರಲ್ಲಿ 1 ಆಗಿದೆ.
"
"""In January of 1692, Reverend Parris' daughter Elizabeth, age 9, and niece Abigail Williams, age 11, started having """"fits.""""""
","ಜನವರಿ 1692 ರಲ್ಲಿ, ರೆವರೆಂಡ್ ಪ್ಯಾರಿಸ್ನ ಮಗಳು, 9 ವರ್ಷದ ಎಲಿಜಬೆತ್ ಮತ್ತು ಸೋದರ ಸೊಸೆ 11 ವರ್ಷದ ಅಬಿಗೈಲ್ ವಿಲಿಯಮ್ಸ್ ಅವರು ಅನಾರೋಗ್ಯದಿಂದ ಬಳಲುತ್ತಿದ್ದರು.
"
"""In contrast, Uncle Peck actually hopes to develop a """"normal"""" long-term romantic relationship with his niece.""
","""ಇದಕ್ಕೆ ವ್ಯತಿರಿಕ್ತವಾಗಿ, ಅಂಕಲ್ ಪೆಕ್ ವಾಸ್ತವವಾಗಿ ತನ್ನ ಸೋದರ ಸೊಸೆಯೊಂದಿಗೆ """"ಸಾಮಾನ್ಯ"""" ದೀರ್ಘಾವಧಿಯ ಪ್ರಣಯ ಸಂಬಂಧವನ್ನು ಬೆಳೆಸಿಕೊಳ್ಳಬೇಕೆಂದು ಆಶಿಸುತ್ತಾನೆ.""
"
"""March 20, 1693 (then 1692): Abigail Faulkner Sr., whose execution was only delayed because she was pregnant, and whose sister, sister-in-law, two daughters, two nieces and a nephew had been among those accused of witchcraft, gave birth to a son she named Ammi Ruhamah, meaning """"my people have obtained mercy.""""""
","""ಮಾರ್ಚ್ 20, 1693 (ನಂತರ 1692): ಅಬಿಗೈಲ್ ಫೌಲ್ಕ್ನರ್ ಸೀನಿಯರ್ , ಅವರು ಗರ್ಭಿಣಿಯಾಗಿದ್ದರಿಂದ ಮಾತ್ರ ನಿಧನರಾದರು, ಮತ್ತು ಅವರ ಸಹೋದರಿ, ಸೋದರಿ, ಇಬ್ಬರು ಹೆಣ್ಣುಮಕ್ಕಳು, ಇಬ್ಬರು ಸೋದರ ಸಂಬಂಧಿ ಮತ್ತು ಸೋದರಳಿಯು ಮಾಟಗಾತಿಗಳ ಆರೋಪದಲ್ಲಿದ್ದರು, """"ನನ್ನ ಜನರಿಗೆ ಕರುಣೆ ಸಿಕ್ಕಿದೆ"""" ಎಂಬ ಅರ್ಥವನ್ನು ನೀಡುವ ಅಮ್ಮ ರುಮಾಮಾ ಎಂಬ ಹೆಸರಿನ ಮಗನಿಗೆ ಜನ್ಮ ನೀಡಿದರು.""
"
"""March 20, 1693 (then 1692): Abigail Faulkner Sr., whose execution was only delayed because she was pregnant, and whose sister, sister-in-law, two daughters, two nieces, and a nephew had been among those accused of witchcraft, gave birth to a son she named Ammi Ruhamah, meaning """"my people have obtained mercy.""""""
","""ಮಾರ್ಚ್ 20, 1693 (ನಂತರ 1692): ಅಬಿಗೈಲ್ ಫೌಲ್ಕ್ನರ್ ಸೀನಿಯರ್ , ಅವರು ಗರ್ಭಿಣಿಯಾಗಿದ್ದರಿಂದ ಮಾತ್ರ ನಿಧನರಾದರು, ಮತ್ತು ಅವರ ಸಹೋದರಿ, ಸೋದರಿ, ಇಬ್ಬರು ಹೆಣ್ಣುಮಕ್ಕಳು, ಇಬ್ಬರು ಸೋದರ ಸಂಬಂಧಿ ಮತ್ತು ಸೋದರಳಿಯು ಮಾಟಗಾತಿಗಳ ಆರೋಪದಲ್ಲಿದ್ದರು, """"ನನ್ನ ಜನರಿಗೆ ಕರುಣೆ ಸಿಕ್ಕಿದೆ"""" ಎಂಬ ಅರ್ಥವನ್ನು ನೀಡುವ ಅಮ್ಮ ರುಮಾಮಾ ಎಂಬ ಹೆಸರಿನ ಮಗನಿಗೆ ಜನ್ಮ ನೀಡಿದರು.""
"
"""Nehru's niece Nayantara Sahgal had once said that the marriage with Nehru and Kamala Nehru was """"a grievous mistake for two profoundly different people.""""""
","""ನೆಹರು ಅವರ ಸೋದರಸಂಬಂಧಿ ನಯಂತರಾ ಸಾಹಗಾಲ್ ಅವರು ಒಮ್ಮೆ ನೆಹರು ಮತ್ತು ಕಮಲಾ ನೆಹರು ಅವರೊಂದಿಗಿನ ವಿವಾಹವು """"ಎರಡು ವಿಭಿನ್ನ ವ್ಯಕ್ತಿಗಳ ಬಹು ದೊಡ್ಡದಾದ ಪ್ರಮಾದ"""" ಎಂದು ಹೇಳಿದ್ದರು.""
"
"""Newton's niece, Catherine Barton Conduitt, served as his hostess in social affairs at his house on Jermyn Street in London; he was her """"very loving Uncle,"""" according to his letter to her when she was recovering from smallpox.""
","""ಅವರ ಅರೆ-ಸೋದರಸೊಸೆ, ಕ್ಯಾಥರೀನ್ ಬಾರ್ಟನ್ ಕಾಂಡ್ಯೂಟ್,[೪೯] ಲಂಡನ್ನ ಜರ್ಮಿನ್ ಸ್ಟ್ರೀಟ್ನಲ್ಲಿನ ಮನೆಯಲ್ಲಿ ಸಾಮಾಜಿಕ ವ್ಯವಹಾರ ಸಹಾಯಕಿಯಾಗಿದ್ದರು; ಆಕೆಯು ಸಿಡುಬಿನಿಂದ ಚೇತರಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಾಗ ಆಕೆಗೆ ಬರೆದ ಪತ್ರದ ಪ್ರಕಾರ ನ್ಯಾಟನ್ರು ಆಕೆಯ """"ಪ್ರೀತಿಯ ಮಾವ""""ನಾಗಿದ್ದರು[೫೦].""
"
"""The great niece of Christian Science founder Mary Baker Eddy and daughter of Indian royalty, she joined the SOE as """"Nora Baker"""" in London and trained to operate a wireless radio transmitter.""
","""ಕ್ರಿಶ್ಚಿಯನ್ ಸೈನ್ಸ್ ಸಂಸ್ಥಾಪಕ ಮೇರಿ ಬೇಕರ್ ಎಡ್ಡಿ ಮತ್ತು ಭಾರತೀಯ ರಾಯಧನದ ಮಗಳ ದೊಡ್ಡ ಮಗಳು, ಅವರು ಲಂಡನ್ನಲ್ಲಿ """"ನೋರಾ ಬೇಕರ್"""" ಎಂದು SOE ಗೆ ಸೇರಿಕೊಂಡರು ಮತ್ತು ನಿಸ್ತಂತು ರೇಡಿಯೋ ಟ್ರಾನ್ಸ್ಮಿಟರ್ ಅನ್ನು ನಡೆಸಲು ತರಬೇತಿ ನೀಡಿದರು.""
"
"""Their daughter, Atia (Caesar's niece), wed Gaius Octavius, a member of a clan that, according to the Life of Augustus, """"was in days of old a distinguished one.""""""
","""ಅವರ ಮಗಳು, ಅಟಿಯ (ಸೀಸರ್ನ ಸೋದರ ಸೊಸೆ), ಗೈಸ್ ಆಕ್ಟೇವಿಸ್ ಎಂಬ ಓರ್ವ ವಂಶದ ಸದಸ್ಯನಾಗಿದ್ದಳು , ಅಗಸ್ಟಸ್ನ ಜೀವನ ಪ್ರಕಾರ, """"ಹಳೆಯ ದಿನಗಳಲ್ಲಿ ಒಂದು ವಿಶಿಷ್ಟವಾದದ್ದು.""""""
"
"""Written in 1953 by Joan Javits, niece of politician Jacob Javits, """"Santa Baby"""" was a big hit for singer Eartha Kitt.""
","""ಜೋನ್ ಜಾವಿಟ್ಸ್ 1953 ರಲ್ಲಿ ರಾಜಕಾರಣಿ ಜಾಕೋಬ್ ಜಾವಿಟ್ಸ್ ರ ಸೋದರ ಮಗಳು ಬರೆದರು, """"ಸಾಂತಾ ಬೇಬಿ"""" ಹಾಡುಗಾರ ಅರ್ತಾ ಕಿಟ್ಗೆ ದೊಡ್ಡ ಹಿಟ್ ಆಗಿತ್ತು.""
"
"1505: Laura Orsini, daughter of Giulia Farnese and possibly Alexander VI, married a niece of Pope Julius II.
","1505: ಗಿಯುಲಿಯಾ ಫಾರ್ನೆಸ್ ಮತ್ತು ಪ್ರಾಯಶಃ ಅಲೆಕ್ಸಾಂಡರ್ VI ರ ಮಗಳಾದ ಲಾರಾ ಓರ್ಸಿನಿಯು ಪೋಪ್ ಜೂಲಿಯಸ್ II ರ ಸೋದರ ಮಗಳನ್ನು ವಿವಾಹವಾದರು.
"
"A commission set up by the Holy Roman Emperor Charles VI named the prince's niece Victoria as his heir.
","ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಟ ಚಾರ್ಲ್ಸ್ VIನಿಂದ ಸ್ಥಾಪಿಸಲ್ಪಟ್ಟ ಆಯೋಗವೊಂದು ರಾಜಕುಮಾರನ ಸೋದರ ಮಗಳು ವಿಕ್ಟೋರಿಯಾಳನ್ನು ಅವನ ಉತ್ತರಾಧಿಕಾರಿಯಾಗಿ ಹೆಸರಿಸಿತು.
"
"A woman with a second-degree relative with breast cancer has around a 22 percent chance of developing breast cancer (second-degree relatives include grandparents, aunts, uncles, nieces, and nephews.)
","ಸ್ತನ ಕ್ಯಾನ್ಸರ್ನೊಂದಿಗೆ ಎರಡನೇ ಡಿಗ್ರಿ ಹೊಂದಿರುವ ಮಹಿಳೆಯೊಬ್ಬರು ಸ್ತನ ಕ್ಯಾನ್ಸರ್ನ ಬೆಳವಣಿಗೆಗೆ ಸುಮಾರು 22 ಪ್ರತಿಶತದಷ್ಟು ಅವಕಾಶವನ್ನು ನೀಡುತ್ತಾರೆ (ಎರಡನೇ ಹಂತದ ಸಂಬಂಧಿಗಳು ಅಜ್ಜಿ, ಅತ್ತೆ, ಚಿಕ್ಕಪ್ಪ, ಸೋದರ ಸೊಸೆ, ಮತ್ತು ಸೋದರಳಿಯರು).
"
"Abigail and Betty were joined by Ann Putnam Jr. (daughter of a neighbor) and Elizabeth Hubbard (a niece of William Griggs who lived in the Griggs home with the doctor and his wife) in their afflictions and, then, in accusations against individuals identified as causing the afflictions.
","ಅಬಿಗೈಲ್ ಮತ್ತು ಬೆಟ್ಟಿರನ್ನು ಆನ್ ಪಟ್ನಮ್ ಜೂನಿಯರ್ (ಪಕ್ಕದ ಮಗಳು) ಮತ್ತು ಎಲಿಜಬೆತ್ ಹಬಾರ್ಡ್ (ವೈದ್ಯ ಮತ್ತು ಅವರ ಹೆಂಡತಿಯೊಂದಿಗೆ ಗ್ರಿಗ್ಸ್ ಮನೆಯಲ್ಲೇ ವಾಸಿಸುತ್ತಿದ್ದ ವಿಲಿಯಂ ಗ್ರಿಗ್ಸ್ನ ಸೋದರಸೊಸೆ) ಸೇರಿಕೊಂಡರು ಮತ್ತು ನಂತರ ಅವರ ವ್ಯಕ್ತಿತ್ವಗಳ ವಿರುದ್ಧದ ಆರೋಪದಲ್ಲಿ ಹಿಂಸೆಯನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ.
"
"Abigail, Parris' seventeen-year-old niece, is the 'wicked' leader of the girls.
","ಅಬಿಗೈಲ್ , ಪ್ಯಾರಿಸ್ನ ಹದಿನೇಳು ವರ್ಷ ವಯಸ್ಸಿನ ಸೋದರ ಸೊಸೆ, ಹುಡುಗಿಯರ 'ದುಷ್ಟ' ನಾಯಕ.
"
"About Billy Gilmour's relatives: The bulk of Gilmour's extended family which include his maternal and paternal grandparents, as well as his aunts, uncles, nieces and cousins are yet to be identified at the time of writing.
","ಬಿಲ್ಲಿ ಗಿಲ್ಮೊರ್ ಅವರ ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ಗಿಲ್ಮೊರ್ ಅವರ ವಿಸ್ತೃತ ಕುಟುಂಬದ ಬಹುಪಾಲು ಅವರ ತಾಯಿಯ ಮತ್ತು ತಂದೆಯ ಅಜ್ಜಿಯರು ಮತ್ತು ಅವರ ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ, ಸೊಸೆಯಂದಿರು ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳನ್ನು ಬರೆಯುವ ಸಮಯದಲ್ಲಿ ಇನ್ನೂ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"About Domenico Berardi's relatives: Away from Berardi's immediate family, not much is known about his maternal and paternal grandparents while his uncles, aunts, cousins, nephews and nieces are yet to be identified.
","ಡೊಮೆನಿಕೊ ಬೆರಾರ್ಡಿಯ ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ಬೆರಾರ್ಡಿಯವರ ಹತ್ತಿರದ ಕುಟುಂಬದಿಂದ ದೂರ, ಅವರ ತಾಯಂದಿರು ಮತ್ತು ತಂದೆಯ ಅಜ್ಜಿಯರ ಬಗ್ಗೆ ಹೆಚ್ಚು ತಿಳಿದುಬಂದಿಲ್ಲ, ಆದರೆ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಸಂಬಂಧಿ, ಸೋದರಳಿಯರು ಮತ್ತು ಸೋದರ ಸೊಸೆಗಳನ್ನು ಇನ್ನೂ ಗುರುತಿಸಲಾಗಿಲ್ಲ.
"
"About Donyell Malen's relatives: Away from Malen's immediate family life, he has a grandfather and grandmother identified as Joop and Marian respectively while there are no existing records of his uncles, aunts, cousins, nieces and nephews at the time of writing.
","ಡೊನಿಯೆಲ್ ಮಾಲೆನ್ ಅವರ ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ಮಾಲೆನ್ ಅವರ ತಕ್ಷಣದ ಕುಟುಂಬ ಜೀವನದಿಂದ ದೂರವಿರುವ ಅವರು, ಅಜ್ಜ ಮತ್ತು ಅಜ್ಜಿಯನ್ನು ಕ್ರಮವಾಗಿ ಜೂಪ್ ಮತ್ತು ಮರಿಯನ್ ಎಂದು ಗುರುತಿಸಿದ್ದಾರೆ, ಆದರೆ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಸಂಬಂಧಿ, ಸೊಸೆಯಂದಿರು ಮತ್ತು ಸೋದರಳಿಯರ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ.
"
"About Emi Buendia's Relatives: Regarding Buendia's larger family tree, his paternal and maternal grandparents are one of football's unravelled mysteries while there are no available records of his uncles, aunts, nieces and nephews.
","ಎಮಿ ಬುವೆಂಡಿಯಾ ಅವರ ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ಬುವೆಂಡಿಯಾ ಅವರ ದೊಡ್ಡ ಕುಟುಂಬ ವೃಕ್ಷಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ, ಅವರ ತಂದೆ ಮತ್ತು ತಾಯಿಯ ಅಜ್ಜಿಯರು ಫುಟ್ಬಾಲ್ನ ಬಿಚ್ಚಿಡದ ರಹಸ್ಯಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ, ಆದರೆ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೊಸೆಯಂದಿರು ಮತ್ತು ಸೋದರಳಿಯರ ಬಗ್ಗೆ ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ.
"
"About Neres' Relatives: Away from Neres' immediate family life not much is known about his grandparents uncles and aunts including his cousins' nephews and nieces.
","Neres ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ನೀರ್ಸ್ನ ತಕ್ಷಣದ ಕುಟುಂಬದ ಜೀವನದಿಂದ ದೂರವಿರುವುದು ಅವರ ಅಜ್ಜಿಯವರ ಸೋದರ ಸಂಬಂಧಿಗಳು ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳೂ ಸೇರಿದಂತೆ ಅವರ ಅಜ್ಜ ಅಮ್ಮಂದಿರು ಮತ್ತು ಅತ್ತೆಗಳ ಬಗ್ಗೆ ತಿಳಿದಿಲ್ಲ.
"
"About Ángel Correa relatives: Away from Angel Correa's family life, there is not much known about his ancestry and family roots, particularly as it relates to his paternal and maternal grandparents while his uncles, aunts, cousins, nieces and nephews are yet to be identified at the time of writing this bio.
","ಏಂಜೆಲ್ ಕೊರಿಯಾ ಸಂಬಂಧಿಕರ ಬಗ್ಗೆಃ ಏಂಜಲ್ ಕೊರಿಯಾ ಅವರ ಕುಟುಂಬ ಜೀವನದಿಂದ ದೂರದಲ್ಲಿ, ಅವರ ಮನೆತನ ಮತ್ತು ಕುಟುಂಬದ ಬೇರುಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ತಿಳಿದಿಲ್ಲ, ಅದರಲ್ಲೂ ವಿಶೇಷವಾಗಿ ಇದು ಅವರ ತಂದೆ ಮತ್ತು ತಾಯಿಯ ಅಜ್ಜಿಯರಿಗೆ ಸಂಬಂಧಿಸಿದೆ, ಆದರೆ ಅವರ ಚಿಕ್ಕಪ್ಪ, ಚಿಕ್ಕಮ್ಮ, ಸೋದರಸಂಬಂಧಿ, ಸೊಸೆಯಂದಿರು ಮತ್ತು ಸೋದರಳಿಯರನ್ನು ಇನ್ನೂ ಗುರುತಿಸಲಾಗಿಲ್ಲ ಈ ಜೈವಿಕ.
"
"After Rachel's death, the couple's niece, Emily, served as hostess for most of Jackson's presidency, followed by Sarah Yorke Jackson.
","ರಾಚೆಲ್ರ ಮರಣದ ನಂತರ, ದಂಪತಿಯ ಸೋದರ ಸೊಸೆ, ಎಮಿಲಿ ಜಾಕ್ಸನ್ನ ಅಧ್ಯಕ್ಷತೆಗೆ ಹೆಚ್ಚಿನ ಆತಿಥ್ಯ ವಹಿಸಿದ್ದರು, ನಂತರದವರು ಸಾರಾ ಯಾರ್ಕ್ ಜಾಕ್ಸನ್.
"
"After a short while, her niece Vyacheslav's daughter died.
","ಅಲ್ಪ ಅವಧಿಯ ನಂತರ ಅವರು ತನ್ನ ಸೋದರ, ವ್ಯಾಚೆಸ್ಲಾವ್ ಮಗಳು ಕೊಲ್ಲಲ್ಪಟ್ಟರು.
"
"After an eight year absence, Ethan returns to his brother's Arizona home, only to see his family get killed and his young niece get abducted by the Comanches.
","ಎಂಟು ವರ್ಷದ ಅನುಪಸ್ಥಿತಿಯ ನಂತರ, ಎಥಾನ್ ಅವನ ಸಹೋದರನ ಅರಿಝೋನಾ ಮನೆಗೆ ಹಿಂದಿರುಗುತ್ತಾನೆ, ಕೇವಲ ಅವನ ಕುಟುಂಬವು ಕೊಲ್ಲಲ್ಪಟ್ಟರು ಮತ್ತು ಅವನ ಚಿಕ್ಕ ಸೋದರ ಸೊಸೆ ಕೋಮಂಚೆಸ್ನಿಂದ ಅಪಹರಿಸಲ್ಪಡುತ್ತವೆ.
"
"After an eight-year absence, Ethan returns to his brother's Arizona home, only to see his family get killed and his young niece gets abducted by the Comanches.
","ಎಂಟು ವರ್ಷದ ಅನುಪಸ್ಥಿತಿಯ ನಂತರ, ಎಥಾನ್ ಅವನ ಸಹೋದರನ ಅರಿಝೋನಾ ಮನೆಗೆ ಹಿಂದಿರುಗುತ್ತಾನೆ, ಕೇವಲ ಅವನ ಕುಟುಂಬವು ಕೊಲ್ಲಲ್ಪಟ್ಟರು ಮತ್ತು ಅವನ ಚಿಕ್ಕ ಸೋದರ ಸೊಸೆ ಕೋಮಂಚೆಸ್ನಿಂದ ಅಪಹರಿಸಲ್ಪಡುತ್ತವೆ.
"
"After conning their way through Illinois, they headed to Gary, Indiana, where on June 17, 1984, they approached 9-year-old Annie Turks and her 7-year-old niece Tamika Turks.
","ಇಲಿನಾಯ್ಸ್ನ ಮೂಲಕ ತಮ್ಮ ಮಾರ್ಗವನ್ನು ಸಂಪರ್ಕಿಸಿದ ನಂತರ, ಅವರು ಇಂಡಿಯಾನಾದ ಗ್ಯಾರಿಗೆ ತೆರಳಿದರು, ಅಲ್ಲಿ ಜೂನ್ 17, 1984 ರಂದು ಅವರು 9 ವರ್ಷ ವಯಸ್ಸಿನ ಅನ್ನಿ ಟರ್ಕ್ಸ್ ಮತ್ತು ಅವರ 7 ವರ್ಷದ ಸೋದರ ಸೊಸೆ ತಮಿಕ ಟರ್ಕ್ಸ್ರನ್ನು ಸಂಪರ್ಕಿಸಿದರು.
"
"After watching my nieces monitor NORAD for Santa's progress across the globe, I thought it might be worth reflecting on marketing's positive contributions to the Holiday season.
","ಪ್ರಪಂಚದಾದ್ಯಂತದ ಸಾಂಟಾ ಪ್ರಗತಿಗಾಗಿ ನನ್ನ ಸೊಸೆಯರು ನೋರಾಡ್ ಅನ್ನು ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡಿದ ನಂತರ, ಹಾಲಿಡೇ to ತುವಿನಲ್ಲಿ ಮಾರ್ಕೆಟಿಂಗ್ನ ಸಕಾರಾತ್ಮಕ ಕೊಡುಗೆಗಳನ್ನು ಪ್ರತಿಬಿಂಬಿಸುವುದು ಯೋಗ್ಯವಾಗಿದೆ ಎಂದು ನಾನು ಭಾವಿಸಿದೆ.
"
