eng_Latn,kan_Knda
"(For the purposes of full disclosure, my brother-in-law worked for Health Affairs' parent company, Project Hope, several years ago.)
","(ಪೂರ್ಣ ಬಹಿರಂಗಪಡಿಸುವಿಕೆಯ ಉದ್ದೇಶಕ್ಕಾಗಿ, ಹಲವಾರು ವರ್ಷಗಳ ಹಿಂದೆ ನನ್ನ ಅತ್ತಿಗೆ ಆರೋಗ್ಯ ವ್ಯವಹಾರಗಳ ಪೋಷಕ ಕಂಪೆನಿ, ಪ್ರಾಜೆಕ್ಟ್ ಹೋಪ್ಗಾಗಿ ಕೆಲಸ ಮಾಡಿದೆ.
"
"26-year-old woman was brutally gang-raped by her husband and his brother-in-law on the first night after her wedding.
","26 ವರ್ಷದ ನವವಧುವಿನ ಮೇಲೆ ಆಕೆಯ ಪತಿ ಮತ್ತು ಆತನ ಸೋದರಳಿಯ ಮದುವೆಯ ಮೊದಲ ರಾತ್ರಿಯೇ ಸಾಮೂಹಿಕವಾಗಿ ಅತ್ಯಾಚಾರ ಎಸಗಿದ್ದಾರೆ.
"
"26-year-old woman was brutally gangraped by her husband and his brother-in-law on the first night after her wedding.
","26 ವರ್ಷದ ನವವಧುವಿನ ಮೇಲೆ ಆಕೆಯ ಪತಿ ಮತ್ತು ಆತನ ಸೋದರಳಿಯ ಮದುವೆಯ ಮೊದಲ ರಾತ್ರಿಯೇ ಸಾಮೂಹಿಕವಾಗಿ ಅತ್ಯಾಚಾರ ಎಸಗಿದ್ದಾರೆ.
"
"A 26-year-old woman was gang-raped by her husband and his brother-in-law on the night of the wedding.
","26 ವರ್ಷದ ನವವಧುವಿನ ಮೇಲೆ ಆಕೆಯ ಪತಿ ಮತ್ತು ಆತನ ಸೋದರಳಿಯ ಮದುವೆಯ ಮೊದಲ ರಾತ್ರಿಯೇ ಸಾಮೂಹಿಕವಾಗಿ ಅತ್ಯಾಚಾರ ಎಸಗಿದ್ದಾರೆ.
"
"A CBI Special Court in Delhi on Monday allowed Congress president Rahul Gandhi's brother-in-law Robert Vadra to travel abroad for six weeks for medical treatment.
","ನವದೆಹಲಿಃ ಎಐಸಿಸಿ ಅಧ್ಯಕ್ಷ ರಾಹುಲ್ ಗಾಂಧಿ ಸೋದರ ಸಂಬಂಧಿ ರಾಬರ್ಟ್ ವಾದ್ರಾ ಅವರಿಗೆ ವೈದ್ಯಕೀಯ ಚಿಕಿತ್ಸೆಗಾಗಿ ಆರು ವಾರಗಳ ಕಾಲ ವಿದೇಶ ಪ್ರವಾಸ ಕೈಗೊಳ್ಳಲು ಸೋಮವಾರ ರೌಸ್ ಅವೆನ್ಯೂ ಕೋರ್ಟ್ ಅನುಮತಿ ನೀಡಿದೆ.
"
"A year after her marriage, she joined her cousin Sara and brother-in-law AP to start the Carter Family.
","ಮದುವೆಯ ಒಂದು ವರ್ಷದ ನಂತರ, ಕಾರ್ಟರ್ ಕುಟುಂಬವನ್ನು ಪ್ರಾರಂಭಿಸಲು ಅವಳು ತನ್ನ ಸೋದರಸಂಬಂಧಿ ಸಾರಾ ಮತ್ತು ಸೋದರಳಿಯ ಎಪಿಗೆ ಸೇರಿಕೊಂಡಳು.
"
"About 27 years ago, the victim was living in the city with her sister and brother-in-law.
","ಸುಮಾರು 27 ವರ್ಷಗಳ ಹಿಂದೆ ಸಂತ್ರಸ್ತೆ ತನ್ನ ಸಹೋದರಿ ಮತ್ತು ಸೋದರ ಮಾವನೊಂದಿಗೆ ನಗರದಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು.
"
"About five months later, in December, 1964, Theo's brother-in-law Oscar paid us a visit from Calcutta.
","ಸುಮಾರು ಐದು ತಿಂಗಳ ನಂತರ, ಡಿಸೆಂಬರ್, 1964 ರಲ್ಲಿ, ಥಿಯೋನ ಸೋದರಸಂಬಂಧಿ ಆಸ್ಕರ್ ನಮಗೆ ಕಲ್ಕತ್ತಾದಿಂದ ಭೇಟಿ ನೀಡಿದರು.
"
"According to sources, more than 300 terrorists including Jaish chief Masood Azhar's brother-in-law was killed in the attack.
","ಮಾಧ್ಯಮಗಳಲ್ಲಿ ಜೈಶ್ ಮುಖ್ಯಸ್ಥ ಮಸೂದ್ ಅಝರ್ ಅವರ ಸೋದರ ಸೇರಿದಂತೆ ಸುಮಾರು 300 ಭಯೋತ್ಪಾದಕರು ವಾಯುಪಡೆ ದಾಳಿಯಲ್ಲಿ ಹತ್ಯೆಯಾಗಿದ್ದಾರೆ ಎನ್ನುವ ವರದಿ ಬಂದ ನಂತರ ಸಚಿವರು ಸ್ಪಷ್ಟಪಡಿಸಿದ್ದಾರೆ.
"
"According to the police, Balaram's brother-in-law Balia, who is an anganwadi worker, was also involved in the selling of the little boy.
","ಪೊಲೀಸರು ಹೇಳುವ ಪ್ರಕಾರ ಬಲರಾಮ್ನ ಸಂಬಂಧಿಯಾದ ಬಲಿಯಾ ಅಂಗನವಾಡಿ ನೌಕರನಾಗಿದ್ದು ಮಗುವಿನ ಮಾರಾಟದಲ್ಲಿ ಭಾಗಿಯಾಗಿದ್ದಾನೆ.
"
"Actor Priyanka Chopra is known for her style sense and was a delight at the pre-wedding dinner of her brother-in-law Joe Jonas and Game of Thrones star Sophie Turner.
","ನಟ ಪ್ರಿಯಾಂಕಾ ಚೋಪ್ರಾ ಅವರ ಶೈಲಿಯ ಪ್ರಜ್ಞೆಗೆ ಹೆಸರುವಾಸಿಯಾಗಿದ್ದಾರೆ ಮತ್ತು ಅವರ ಸೋದರ ಮಾವ ಜೋ ಜೊನಸ್ ಮತ್ತು ಗೇಮ್ ಆಫ್ ಸಿಂಹಾಸನದ ತಾರೆ ಸೋಫಿ ಟರ್ನರ್ ಅವರ ವಿವಾಹ ಪೂರ್ವ ಭೋಜನಕೂಟದಲ್ಲಿ ಸಂತೋಷವಾಯಿತು.
"
"After Maxentius' defeat, Constantine and his brother-in-law, Licinius, split the empire between them.
","ಮ್ಯಾಕ್ಸ್ಟಿಯಸ್ನ ಸೋಲಿನ ನಂತರ, ಕಾನ್ಸ್ಟಂಟೈನ್ ಮತ್ತು ಅವರ ಅಳಿಯ ಲಿಕಿನಿಯಸ್ ಅವರ ನಡುವೆ ಸಾಮ್ರಾಜ್ಯವನ್ನು ವಿಭಜಿಸಿದರು.
"
"After the defeat of Maxentius, Constantine and his brother-in-law Licinius split the empire between them.
","ಮ್ಯಾಕ್ಸ್ಟಿಯಸ್ನ ಸೋಲಿನ ನಂತರ, ಕಾನ್ಸ್ಟಂಟೈನ್ ಮತ್ತು ಅವರ ಅಳಿಯ ಲಿಕಿನಿಯಸ್ ಅವರ ನಡುವೆ ಸಾಮ್ರಾಜ್ಯವನ್ನು ವಿಭಜಿಸಿದರು.
"
"After the short reign of Abu Bakr, there were two morecaliph, traditionally called righteous, until in 661 the ruler of the entire Islamic world was finally elected Ali ibn Abu Talib, cousin and brother-in-law of the Prophet Muhammad himself, father of the future Imam Hussein.
","ಅಬು ಬಕ್ರ್ ಅಲ್ಪ ಆಳ್ವಿಕೆಯ ನಂತರ ಸಂಪ್ರದಾಯವಾಗಿ ನ್ಯಾಯದ ಕರೆಯಲಾಗುತ್ತದೆ ಇದು ಕಾಲಿಫ್, ಇನ್ನೆರಡು ಸಂದರ್ಭದಲ್ಲಿ 661 ಇಸ್ಲಾಮಿಕ್ ವಿಶ್ವದ ಆಡಳಿತಗಾರ, ಅಂತಿಮವಾಗಿ ಆಯ್ಕೆಯಾದ ಅಲಿ ಇಬ್ನ್ ಅಬಿ ತಾಲಿಬ್ ಪ್ರವಾದಿ ಮಹಮ್ಮದ್, ಇಮಾಮ್ ಹುಸೇನ್ ಮುಂದಿನ ತಂದೆ ಕಾನೂನಿನಲ್ಲಿ ಸೋದರ ಮತ್ತು ಮಗ.
"
"Although Kundra had previously claimed that he sold off his business to his brother-in-law in UK, property cell officers found that Kundra had lied.
","ಕುಂದ್ರಾ ಈ ಹಿಂದೆ ತನ್ನ ವ್ಯವಹಾರವನ್ನು ಯುಕೆಯಲ್ಲಿ ನೆಲೆಸಿರುವ ತನ್ನ ಸಂಬಂಧಿಗೆ ಮಾರಿರುವುದಾಗಿ ಹೇಳಿಕೊಂಡಿದ್ದರು, ಆದರೆ ಈ ವಿಷಯ ಸುಳ್ಳು ಎಂದು ಆಸ್ತಿ ಕೋಶದ ಅಧಿಕಾರಿಗಳು ತನಿಖೆ ನಡೆಸಿ ರಾಜ್ ಕುಂದ್ರಾ ಅವರ ನಿಜ ಮುಖವನ್ನು ಬಯಲು ಮಾಡಿದ್ದಾರೆ.
"
"Alva, son of former minister Jeevaraj Alva, is the brother-in-law of Bollywood actor Vivek Oberoi.
","ಆಳ್ವಾ ಮಾಜಿ ಸಚಿವ ಜೀವರಾಜ್ ಅಳ್ವಾ ಅವರ ಪುತ್ರ ಮತ್ತು ಬಾಲಿವುಡ್ ಸ್ಟಾರ್ ನಟ ವಿವೇಕ್ ಒಬೆರಾಯ್ ಅವರ ಸೋದರ ಮಾವನಾಗಿದ್ದಾರೆ.
"
"And he implicated David Greenglass, the brother-in-law of Julius Rosenberg.
","ಮತ್ತು ಅವರು ಜೂಲಿಯಸ್ ರೋಸೆನ್ಬರ್ಗ್ನ ಸೋದರಳಾದ ಡೇವಿಡ್ ಗ್ರೆಂಗ್ಲಾಸ್ನನ್ನು ಸೂಚಿಸಿದರು.
"
"And his espionage activity continued with his recruitment of his brother-in-law, David Greenglass.
","ಮತ್ತು ಅವರ ಬೇಹುಗಾರಿಕೆ ಚಟುವಟಿಕೆ ತನ್ನ ಸೋದರಳಿಯ ಡೇವಿಡ್ ಗ್ರೆಂಗ್ಲಾಸ್ನ ನೇಮಕಾತಿಯೊಂದಿಗೆ ಮುಂದುವರೆಯಿತು.
"
"Andrew and Daniel Ball, their brother-in-law Chad McCloskey, and Matt Davis, form the group called The Ball Brothers.
","ಆಂಡ್ರ್ಯೂ ಮತ್ತು ಡೇನಿಯಲ್ ಬಾಲ್, ತಮ್ಮ ಸೋದರಳಿಯ ಚಾಡ್ ಮ್ಯಾಕ್ಲೋಸ್ಕಿ, ಮತ್ತು ಮ್ಯಾಟ್ ಡೇವಿಸ್, ದಿ ಬಾಲ್ ಬ್ರದರ್ಸ್ ಎಂಬ ಗುಂಪನ್ನು ರಚಿಸಿದ್ದಾರೆ.
"
"Anne Bradstreet's brother-in-law, the Rev. John Woodbridge, took some of her poems to England with him, where he had them published without her knowledge in 1650 in a book titled The Tenth Muse Lately Spring Up in America.
","ಆನ್ನೆ ಬ್ರಾಡ್ಸ್ಟ್ರೀಟ್ ಅವರ ಸೋದರಿ, ರೆವೆನ್ ಜಾನ್ ವುಡ್ಬ್ರಿಜ್, ಅವರೊಂದಿಗೆ ಕೆಲವು ಇಂಗ್ಲಿಷ್ ಕವಿತೆಗಳನ್ನು ತೆಗೆದುಕೊಂಡರು, ಅಲ್ಲಿ 1650 ರಲ್ಲಿ ಅಮೆರಿಕಾದ ದಿ ಟೆಂಥ್ ಮ್ಯೂಜ್ ಲೇಟ್ಲಿ ಸ್ಪ್ರಿಂಗ್ ಅಪ್ ಎಂಬ ಶೀರ್ಷಿಕೆಯ ಪುಸ್ತಕದಲ್ಲಿ ಅವರು ತಮ್ಮ ಜ್ಞಾನವನ್ನು ಪ್ರಕಟಿಸಿದ್ದರು.
"
"Anne bradstreet's brother-in-law, the rev john woodbridge, took some of her poems to england with him, where he had them published without her knowledge in 1650 in a book titled the tenth muse lately spring up in america.
","ಆನ್ನೆ ಬ್ರಾಡ್ಸ್ಟ್ರೀಟ್ ಅವರ ಸೋದರಿ, ರೆವೆನ್ ಜಾನ್ ವುಡ್ಬ್ರಿಜ್, ಅವರೊಂದಿಗೆ ಕೆಲವು ಇಂಗ್ಲಿಷ್ ಕವಿತೆಗಳನ್ನು ತೆಗೆದುಕೊಂಡರು, ಅಲ್ಲಿ 1650 ರಲ್ಲಿ ಅಮೆರಿಕಾದ ದಿ ಟೆಂಥ್ ಮ್ಯೂಜ್ ಲೇಟ್ಲಿ ಸ್ಪ್ರಿಂಗ್ ಅಪ್ ಎಂಬ ಶೀರ್ಷಿಕೆಯ ಪುಸ್ತಕದಲ್ಲಿ ಅವರು ತಮ್ಮ ಜ್ಞಾನವನ್ನು ಪ್ರಕಟಿಸಿದ್ದರು.
"
"As per a Senior IT Official, Yadav made shell companies in the name of his brother and brother-in-law.
","ಹಿರಿಯ ಐಟಿ ಅಧಿಕಾರಿಯ ಪ್ರಕಾರ, ಯಾದವ್ ಅವರು ತಮ್ಮ ಸಹೋದರ ಮತ್ತು ಸೋದರ ಸಂಬಂಧಿಯ ಹೆಸರಿನಲ್ಲಿ ಶೆಲ್ ಕಂಪನಿಗಳನ್ನು ಹೊಂದಿದ್ದಾರೆ.
"
"As revenge, her family members abducted the man's brother, mother who is in her 40s, father and his brother-in-law on December 19 and confined them in a house in Shamli district.
","ಪ್ರತೀಕಾರವಾಗಿ, ಆಕೆಯ ಕುಟುಂಬದ ಸದಸ್ಯರು ಆತನ ಸಹೋದರ, ತಾಯಿ, ತಂದೆ ಮತ್ತು ಅವರ ಸೋದರ ಸಂಬಂಧಿಯನ್ನು ಡಿಸೆಂಬರ್ 19 ರಂದು ಅಪಹರಿಸಿ ಶಾಮ್ಲಿ ಜಿಲ್ಲೆಯ ಮನೆಯಲ್ಲಿ ಅವರನ್ನು ಕೂಡಿ ಹಾಕಿದ್ದರು.
"
"At age 15, Flo Rida began working with his brother-in-law who was connected to Luther Campbell, aka Luke Skywalker, of 2 Live Crew.
","15 ನೇ ವಯಸ್ಸಿನಲ್ಲಿ, ಫ್ಲೋ ರಿಡಾ 2 ಲೈವ್ ಕ್ರ್ಯೂನ ಲೂಥರ್ ಸ್ಕೈವಾಕರ್ ಎಂಬ ಲೂಥರ್ ಕ್ಯಾಂಪ್ಬೆಲ್ಗೆ ಸಂಪರ್ಕ ಹೊಂದಿದ್ದ ತನ್ನ ಅಳಿಯನೊಂದಿಗೆ ಕೆಲಸ ಮಾಡಲು ಪ್ರಾರಂಭಿಸಿದ.
"
"B.K.S. Iyengar, whose sister was Krishnamacharya's wife, received his first yoga instruction from his brother-in-law before branching off to develop his own alignment-based style.
","ಕೃಷ್ಣಮಚಾರ್ಯರ ಪತ್ನಿ ಯಾರ ಸಹೋದರಿ ಬಿ. ಕೆ. ಎಸ್ ಅಯ್ಯಂಗಾರ್ ಅವರ ಸ್ವಂತ ಯೋಗ್ಯತೆಯ- ಆಧಾರಿತ ಶೈಲಿಯನ್ನು ಬೆಳೆಸುವ ಮೊದಲು ತನ್ನ ಅಣ್ಣನಿಂದ ತನ್ನ ಮೊದಲ ಯೋಗ ಸೂಚನೆಯನ್ನು ಪಡೆದರು.
"
"BKS Iyengar, whose sister was Krishnamacharya's wife, received his first yoga instruction from his brother-in-law before branching out to develop his own alignment-based style.
","ಕೃಷ್ಣಮಚಾರ್ಯರ ಪತ್ನಿ ಯಾರ ಸಹೋದರಿ ಬಿ. ಕೆ. ಎಸ್ ಅಯ್ಯಂಗಾರ್ ಅವರ ಸ್ವಂತ ಯೋಗ್ಯತೆಯ- ಆಧಾರಿತ ಶೈಲಿಯನ್ನು ಬೆಳೆಸುವ ಮೊದಲು ತನ್ನ ಅಣ್ಣನಿಂದ ತನ್ನ ಮೊದಲ ಯೋಗ ಸೂಚನೆಯನ್ನು ಪಡೆದರು.
"
"Bangalore: Man kills his brother-in-law for love with sister-in-law
","ಬೆಂಗಳೂರುಃ ಸೆಕ್ಸ್ಗೆ ನಿರಾಸಕ್ತಿ ತೊರಿದ ಗಂಡನನ್ನು ಪ್ರಿಯಕರನಿಂದ ಹತ್ಯೆ ಮಾಡಿಸಿದ ಪತ್ನಿ
"
