eng_Latn,kan_Knda
"""""""It drops deep as it does in my breath I never sleep, cause sleep is the cousin of death Beyond the walls of intelligence, life is defined I think of crime when I'm in a New York state of mind""""""
","""ಸಾಹಿತ್ಯ: """"ಇದು ನನ್ನ ಉಸಿರಾಟದಲ್ಲಿ ಅದು ಆಳವಾಗಿ ಇಳಿಯುತ್ತದೆ ನಾನು ನಿದ್ರೆ ಮಾಡುವುದಿಲ್ಲ, ನಿದ್ರೆ ಉಂಟುಮಾಡುವುದು ಮರಣದ ಸೋದರಸಂಬಂಧಿಯಾಗಿದ್ದು ಬುದ್ಧಿವಂತಿಕೆಯ ಗೋಡೆಗಳ ಮೀರಿ ಜೀವನವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ ನಾನು ನ್ಯೂಯಾರ್ಕ್ ನಗರದ ಮನಸ್ಸಿನಲ್ಲಿದ್ದಾಗ ಅಪರಾಧದ ಬಗ್ಗೆ ಯೋಚಿಸುತ್ತೇನೆ .""
"
"""""""My cousin Bill had lung cancer and he died.""""""
",""""""" """"ನನ್ನ ಸೋದರಸಂಬಂಧಿ ಬಿಲ್ ಶ್ವಾಸಕೋಶದ ಕ್ಯಾನ್ಸರ್ ಮತ್ತು ಅವರು ನಿಧನರಾದರು.""
"
"""""""My friends are missing, a few of my cousins are missing over there, five in total, they lived in Marsh Harbor,"""" said Clara Bain, a 38-year-old tour guide, referring to the Abaco town where officials estimate that 90 percent of homes and buildings were damaged or destroyed by the storm.""
","""""""ನನ್ನ ಸ್ನೇಹಿತರು ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ನನ್ನ ಕೆಲವು ಸೋದರಸಂಬಂಧಿಗಳು ಅಲ್ಲಿ ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ಐದರಲ್ಲಿ ಐದು ಮಂದಿ ಅವರು ಮಾರ್ಷ್ ಹಾರ್ಬರ್ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು"""" ಎಂದು 38 ವರ್ಷದ ಗೈಡ್ ಕ್ಲಾರಾ ಬೈನ್ ಅಬಾಕೊ ಪಟ್ಟಣವನ್ನು ಉಲ್ಲೇಖಿಸಿ ಹೇಳಿದರು, ಅಲ್ಲಿ ಅಧಿಕಾರಿಗಳು 90 ಎಂದು ಅಂದಾಜಿಸಿದ್ದಾರೆ % ಮನೆಗಳು ಮತ್ತು ಕಟ್ಟಡಗಳು ಹಾನಿಗೊಳಗಾದವು ಅಥವಾ ನಾಶವಾದವು.""
"
"""""""My friends are missing, a few of my cousins are missing over there, five in total, they lived in Marsh Harbour,"""" said Clara Bain, a 38-year-old tour guide, referring to the Abaco town where officials estimate that 90 percent of homes and buildings were damaged or destroyed by the storm.""
","""""""ನನ್ನ ಸ್ನೇಹಿತರು ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ನನ್ನ ಕೆಲವು ಸೋದರಸಂಬಂಧಿಗಳು ಅಲ್ಲಿ ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ಐದರಲ್ಲಿ ಐದು ಮಂದಿ ಅವರು ಮಾರ್ಷ್ ಹಾರ್ಬರ್ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು"""" ಎಂದು 38 ವರ್ಷದ ಗೈಡ್ ಕ್ಲಾರಾ ಬೈನ್ ಅಬಾಕೊ ಪಟ್ಟಣವನ್ನು ಉಲ್ಲೇಖಿಸಿ ಹೇಳಿದರು, ಅಲ್ಲಿ ಅಧಿಕಾರಿಗಳು 90 ಎಂದು ಅಂದಾಜಿಸಿದ್ದಾರೆ % ಮನೆಗಳು ಮತ್ತು ಕಟ್ಟಡಗಳು ಹಾನಿಗೊಳಗಾದವು ಅಥವಾ ನಾಶವಾದವು.""
"
"""""""My friends are missing, a few of my cousins are missing over there, five in total, they lived in Marsh Harbour,"""" said Clara Bain, a 38-year-old tour guide, referring to the Abaco town where officials estimate that 90% of homes and buildings were damaged or destroyed by the storm.""
","""""""ನನ್ನ ಸ್ನೇಹಿತರು ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ನನ್ನ ಕೆಲವು ಸೋದರಸಂಬಂಧಿಗಳು ಅಲ್ಲಿ ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ಐದರಲ್ಲಿ ಐದು ಮಂದಿ ಅವರು ಮಾರ್ಷ್ ಹಾರ್ಬರ್ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು"""" ಎಂದು 38 ವರ್ಷದ ಗೈಡ್ ಕ್ಲಾರಾ ಬೈನ್ ಅಬಾಕೊ ಪಟ್ಟಣವನ್ನು ಉಲ್ಲೇಖಿಸಿ ಹೇಳಿದರು, ಅಲ್ಲಿ ಅಧಿಕಾರಿಗಳು 90 ಎಂದು ಅಂದಾಜಿಸಿದ್ದಾರೆ % ಮನೆಗಳು ಮತ್ತು ಕಟ್ಟಡಗಳು ಹಾನಿಗೊಳಗಾದವು ಅಥವಾ ನಾಶವಾದವು.""
"
"""""""My friends are missing, a few of my cousins are missing over there, five in total, they lived in Marsh Harbour,"""" said Clara Bain, a 38-year-old tour guide, referring to the Abaco town where officials estimate that 90% of homes and buildings were damaged or destroyed.""
","""""""ನನ್ನ ಸ್ನೇಹಿತರು ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ನನ್ನ ಕೆಲವು ಸೋದರಸಂಬಂಧಿಗಳು ಅಲ್ಲಿ ಕಾಣೆಯಾಗಿದ್ದಾರೆ, ಐದರಲ್ಲಿ ಐದು ಮಂದಿ ಅವರು ಮಾರ್ಷ್ ಹಾರ್ಬರ್ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು"""" ಎಂದು 38 ವರ್ಷದ ಗೈಡ್ ಕ್ಲಾರಾ ಬೈನ್ ಅಬಾಕೊ ಪಟ್ಟಣವನ್ನು ಉಲ್ಲೇಖಿಸಿ ಹೇಳಿದರು, ಅಲ್ಲಿ ಅಧಿಕಾರಿಗಳು 90 ಎಂದು ಅಂದಾಜಿಸಿದ್ದಾರೆ % ಮನೆಗಳು ಮತ್ತು ಕಟ್ಟಡಗಳು ಹಾನಿಗೊಳಗಾದವು ಅಥವಾ ನಾಶವಾದವು.""
"
"""""""None of your cousins have said anything?""""""
","""""""ನಿಮ್ಮ ಚಿರಂಜೀವಿಯವರು ಏನಾದರೂ ಹೇಳಿದರೊ?""
"
"""""""On Thursday night, my brother and five other cousins left Hyderabad to visit a friend in Bidar.""
","""""""ಗುರುವಾರ ರಾತ್ರಿ ನನ್ನ ಸೋದರ ಮತ್ತು ಇತರ ಐವರು ಸಂಬಂಧಿಗಳು ಬೀದರ್ ನಲ್ಲಿ ಗೆಳೆಯನೊಬ್ಬನ ಬೀದರ್ ಗೆ ತೆರಳಿದರು.""
"
"""""""Once Removed"""" When cousins descend from common ancestors by a different number of generations they are called """"removed.""""""
","""ಸೋದರಸಂಬಂಧಿಗಳು ಸಾಮಾನ್ಯ ಪೂರ್ವಜರಿಂದ ಬೇರೆ ಬೇರೆ ತಲೆಮಾರುಗಳ ಮೂಲಕ ಇಳಿಯುವಾಗ ಅವರನ್ನು """"ತೆಗೆದುಹಾಕಲಾಗಿದೆ"""" ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.""
"
"""""""Only One Mother"""" Most of all the other beautiful things in life come by two's and threes, by dozens and hundreds.Plenty of roses, stars, sunsets, rainbows, brothers and sisters, aunts and cousins, but only one mother in the whole world.""
","""• """"ಜೀವನದಲ್ಲಿ ಇತರ ಸುಂದರವಾದ ವಸ್ತುಗಳೆಲ್ಲರೂ ಡಜನ್ಗಟ್ಟಲೆ ಮತ್ತು ನೂರಾರು ಸಂಖ್ಯೆಗಳಿಂದ ಬರುತ್ತವೆ, ಗುಲಾಬಿಗಳು, ನಕ್ಷತ್ರಗಳು, ಸೂರ್ಯಾಸ್ತಗಳು, ಮಳೆಬಿಲ್ಲುಗಳು, ಸಹೋದರರು, ಮತ್ತು ಸಹೋದರಿಯರು, ಅತ್ತೆ ಮತ್ತು ಸೋದರಸಂಬಂಧಿಗಳು, ಆದರೆ ಇಡೀ ಜಗತ್ತಿನಲ್ಲಿ ಒಬ್ಬ ತಾಯಿ ಮಾತ್ರ.""
"
"""""""We thought that since the Taliban have come, peace will come,"""" expressed Feda Mohammad, a brother of an 18-year-old rickshaw driver who was killed in one of Sunday's blasts, along with a 10-year-old cousin.""
","'ತಾಲಿಬಾನ್ ಬಂದಿರುವುದರಿಂದ ಶಾಂತಿ ಬರುತ್ತದೆ ಎಂದು ನಾವು ಭಾವಿಸಿದ್ದೇವೆ' ಎಂದು ಭಾನುವಾರದ ಸ್ಫೋಟದಲ್ಲಿ ಹತ್ಯೆಗೀಡಾದ 18 ವರ್ಷದ ರಿಕ್ಷಾ ಚಾಲಕನ ಸಹೋದರ ಫೆಡಾ ಮೊಹಮ್ಮದ್ ಮತ್ತು 10 ವರ್ಷದ ಸೋದರಸಂಬಂಧಿ ಹೇಳಿದ್ದಾರೆ.
"
"""""""We thought that since the Taliban have come, peace will come,"""" said Feda Mohammad, a brother of an 18-year-old rickshaw driver who was killed in one of September 19th's blasts, along with a 10-year-old cousin.""
","'ತಾಲಿಬಾನ್ ಬಂದಿರುವುದರಿಂದ ಶಾಂತಿ ಬರುತ್ತದೆ ಎಂದು ನಾವು ಭಾವಿಸಿದ್ದೇವೆ' ಎಂದು ಭಾನುವಾರದ ಸ್ಫೋಟದಲ್ಲಿ ಹತ್ಯೆಗೀಡಾದ 18 ವರ್ಷದ ರಿಕ್ಷಾ ಚಾಲಕನ ಸಹೋದರ ಫೆಡಾ ಮೊಹಮ್ಮದ್ ಮತ್ತು 10 ವರ್ಷದ ಸೋದರಸಂಬಂಧಿ ಹೇಳಿದ್ದಾರೆ.
"
"""""""We thought that since the Taliban have come, peace will come,"""" said Feda Mohammad, a brother of an 18-year-old rickshaw driver who was killed in one of Sunday's blasts, along with a 10-year-old cousin.""
","'ತಾಲಿಬಾನ್ ಬಂದಿರುವುದರಿಂದ ಶಾಂತಿ ಬರುತ್ತದೆ ಎಂದು ನಾವು ಭಾವಿಸಿದ್ದೇವೆ' ಎಂದು ಭಾನುವಾರದ ಸ್ಫೋಟದಲ್ಲಿ ಹತ್ಯೆಗೀಡಾದ 18 ವರ್ಷದ ರಿಕ್ಷಾ ಚಾಲಕನ ಸಹೋದರ ಫೆಡಾ ಮೊಹಮ್ಮದ್ ಮತ್ತು 10 ವರ್ಷದ ಸೋದರಸಂಬಂಧಿ ಹೇಳಿದ್ದಾರೆ.
"
"""""""When we do not get water from the teacher's house nearby, we travel a kilometre,"""" says Prithviraj, ribbing his cousin about taking two hours to fill 10 pots while he fills 15 pots in an hour-and-a-half.""
","""""""ಇಲ್ಲಿ ಶಿಕ್ಷಕರ ಮನೆಯಲ್ಲಿ ನೀರು ಸಿಗದಿದ್ದರೆ, ನಾವು ಇನ್ನೊಂದು ಕಿಲೋಮೀಟರ್ ದೂರ ಹೋಗಬೇಕಾಗುತ್ತದೆ,"""" ಎನ್ನುವ ಪೃಥ್ವೀರಾಜ್, ತನ್ನ ಸೋದರಸಂಬಂಧಿಗೆ ಹತ್ತು ಗಡಿಗೆ ತುಂಬಿಸಲು ಎರಡು ತಾಸು ತಾಗುತ್ತದೆ ಆದರೆ ತಾನು ಒಂದೂವರೆ ಗಂಟೆಯಲ್ಲೇ ಹದಿನೈದು ಗಡಿಗೆ ತುಂಬಿಸಿಕೊಳ್ಳುವೆ ಎಂದು ಛೇಡಿಸುತ್ತಾನೆ.""
"
"""""""Why hasn't my cousin told me this?""""""
","""""""ಆದ್ರೂ ದೊಡ್ಡಪ್ಪ ಈ ವಿಚಾರ ಏಕೆ ಹೇಳಲಿಲ್ಲ ನನ್ನಲ್ಲಿ. . . ?""
"
"""&0183;&32;Baseball evolved from the British game of rounders, and is a cousin to cricket in that it also involves two teams that alternate on defense and offense and involve throwing a ball to a batsman who attempts to """"bat"""" it away and run safely to a base.""
","""ಬೇಸ್ಬಾಲ್ ರೌಂಡರ್ಗಳ ಬ್ರಿಟಿಷ್ ಆಟದಿಂದ ವಿಕಸನಗೊಂಡಿತು ಮತ್ತು ಕ್ರಿಕೆಟ್ಗೆ ಸೋದರಸಂಬಂಧಿಯಾಗಿದ್ದಾನೆ, ಇದರಲ್ಲಿ ರಕ್ಷಣಾ ಮತ್ತು ಅಪರಾಧದ ಮೇಲೆ ಬದಲಿಯಾಗಿ ಎರಡು ತಂಡಗಳನ್ನು ಒಳಗೊಳ್ಳುತ್ತದೆ ಮತ್ತು ಚೆಂಡನ್ನು """"ಬ್ಯಾಟ್ ಮಾಡಲು"""" ಪ್ರಯತ್ನಿಸುತ್ತಾ ಬ್ಯಾಸ್ಕೆಟ್ಗೆ ಎಸೆಯುವಿಕೆಯನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ ಮತ್ತು ಬೇಸ್ಗೆ ಸುರಕ್ಷಿತವಾಗಿ ಓಡುತ್ತಾರೆ .""
"
"""(Luke 1:34), had told her that """"thy cousin Elizabeth, she also hath conceived a son in her old age; and this is the sixth month with her that is called barren: Because no word shall be impossible with God"""" (Luke 1:36-27).""
",""" (ಲ್ಯೂಕ್ 1:34), """"ನಿನ್ನ ಸೋದರಸಂಬಂಧಿ ಎಲಿಜಬೆತ್, ತನ್ನ ವೃದ್ಧಾಪ್ಯದಲ್ಲಿ ಒಬ್ಬ ಮಗನನ್ನು ಹುಟ್ಟುಹಾಕಿದ್ದಾನೆ ಮತ್ತು ಬಂಜರು ಎಂದು ಕರೆಯಲ್ಪಡುವ ಅವಳೊಂದಿಗೆ ಆರನೇ ತಿಂಗಳಿನಿದ್ದಾಳೆಃ ಯಾಕಂದರೆ ದೇವರಿಗೆ ಯಾವುದೇ ಮಾತು ಅಸಾಧ್ಯವೆಂದು"""" (ಲೂಕ 1:34) ಲೂಕ 1: 36-27).""
"
"""(Of course, European Unicorns may themselves have been inspired by their eastern cousins, the result of a cross-continent game of """"telephone."""")""
",""" (ಯುರೋಪಿಯನ್ ಯುನಿಕಾರ್ನ್ಗಳು ತಮ್ಮ ಪೂರ್ವ ಸೋದರರಿಂದ ಸ್ಫೂರ್ತಿ ಪಡೆದಿರಬಹುದು, """"ಟೆಲಿಫೋನ್"""" ನ ಕ್ರಾಸ್-ಖಂಡದ ಆಟದ ಪರಿಣಾಮವಾಗಿ).""
"
"""21-year-old Shifa Abuzaid and some of her younger cousins and siblings strolled through Sugar Land Town Square, Texas, when a man called them a """"bunch of terrorists,"""" she recounted in a Facebook post.""
","21 ವರ್ಷದ ಶಿಫಾ ಅಬುಝಾಯಿದ್ ಮತ್ತು ಅವರ ಸಹೋದರ ಸಂಬಂಧಿಗಳು ಶನಿವಾರ ಟೆಕ್ಸಾಸ್ನ ಶುಗರ್ ಲ್ಯಾಂಡ್ ಟೌನ್ ಚೌಕದಲ್ಲಿ ಹೋಗುತ್ತಿದ್ದಾಗ ವ್ಯಕ್ತಿಯೊಬ್ಬ ಅವರನ್ನು 'ಭಯೋತ್ಪಾದಕರ ಗುಂಪು' ಎಂಬುದಾಗಿ ಕರೆದನು.
"
"""32:8 'Then, just as the LORD had said, my cousin Hanamel came to me in the courtyard of the guard and said, """"Buy my field at Anathoth in the territory of Benjamin.""
","32:8 ಕರ್ತನ ವಾಕ್ಯವು ಅನುಸಾರವಾಗಿದೆ, Hanamel, ನನ್ನ ಚಿಕ್ಕಪ್ಪನ ಮಗನಾದ, ನನ್ನ ಬಳಿ ಬಂದು, ಕಾರಾಗೃಹದ ಪ್ರವೇಶಕ್ಕೆ, ಮತ್ತು ಅವರು ನನಗೆ ಹೇಳಿದರುಃ 'ನನ್ನ ಕ್ಷೇತ್ರದಲ್ಲಿ ಹೊಂದಿರುವವರು ಟೇಕ್, ಇದು ಬೆಂಜಮಿನ್ ಭೂಮಿ Anathoth ಆಗಿದೆ.
"
"""A few months prior to the 1970 FIFA World Cup, Armin Dassler and his cousin, , sealed an agreement which was dubbed """"The Pelé pact.""""""
","""೧೯೭೦ರ FIFA ವಿಶ್ವಕಪ್ನ ಕೆಲವು ತಿಂಗಳುಗಳ ಮುನ್ನ, ಆರ್ಮಿನ್ ಡಸ್ಸ್ಲರ್ ಮತ್ತು ಅವರ ಸಹೋದರ ಸಂಬಂಧಿ ಹೋರ್ಸ್ಟ್ ಡಸ್ಸ್ಲರ್, ಮಾಡಿಕೊಂಡ ಒಂದು ಒಪ್ಪಂದವನ್ನು """"ಪೀಲೆ ಒಪ್ಪಂದ"""" ಎಂದು ಕರೆಯಲಾಯಿತು.""
"
"""A month later, Nasrudin's cousin received a new letter from Nasrudin, which said: """"Your mother is acting strange.""""""
","""ಒಂದು ತಿಂಗಳ ನಂತರ ಸೋದರಸಂಬಂಧಿಗೆ ನಜ಼ರುದ್ದೀನ್ನಿಂದ ಸಂದೇಶವೊಂದು ಬಂದಿತುಃ """"ನಿನ್ನ ತಾಯಿ ವಿಚಿತ್ರವಾಗಿ ವರ್ತಿಸುತ್ತಿದ್ದಾರೆ.""
"
"""A month later, Nasrudin's cousin received a new letter from Nasrudin, which said: """"Your mother is acting strangely.""""""
","""ಒಂದು ತಿಂಗಳ ನಂತರ ಸೋದರಸಂಬಂಧಿಗೆ ನಜ಼ರುದ್ದೀನ್ನಿಂದ ಸಂದೇಶವೊಂದು ಬಂದಿತುಃ """"ನಿನ್ನ ತಾಯಿ ವಿಚಿತ್ರವಾಗಿ ವರ್ತಿಸುತ್ತಿದ್ದಾರೆ.""
"
